LOGRADOURO;BAIRRO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
AV. DESEMBARGADOR HUGO SIMAS;PILARZINHO;23;COMERCIO;-25,3976032;-49,2881505
AV. DESEMBARGADOR HUGO SIMAS;VISTA ALEGRE;46;COMERCIO;-25,3976032;-49,2881505
R. ARTHUR RAMOS;BAIRRO ALTO;13;COMERCIO;-25,3972546;-49,1991797
R. NICARÁGUA;BACACHERI;8;INDUSTRIA;-25,3963956;-49,2344236
R. NICARÁGUA;BACACHERI;90;COMERCIO;-25,3963956;-49,2344236
R. AURELIANO AZEVEDO DA SILVEIRA;***;3;INDUSTRIA;-25,3963928;-49,313879
R. ANTONIO BOZA;SÍTIO CERCADO;16;COMERCIO;-25,3956394;-49,3417056
R. ONOFRE PEDRO DOS SANTOS;SÃO JOÃO;3;INDUSTRIA;-25,3954253;-49,3155409
R. ÂNGELO STIVAL;BUTIATUVINHA;3;INDUSTRIA;-25,3950844;-49,3394323
R. ÂNGELO STIVAL;SANTA FELICIDADE;3;INDUSTRIA;-25,3950844;-49,3394323
AV. MANOEL RIBAS;BUTIATUVINHA;9;INDUSTRIA;-25,395015;-49,3477321
AV. MANOEL RIBAS;MERCÊS;15;INDUSTRIA;-25,395015;-49,3477321
AV. MANOEL RIBAS;SANTA FELICIDADE;14;INDUSTRIA;-25,395015;-49,3477321
AV. MANOEL RIBAS;VISTA ALEGRE;4;INDUSTRIA;-25,395015;-49,3477321
AV. MANOEL RIBAS;***;36;COMERCIO;-25,395015;-49,3477321
AV. MANOEL RIBAS;BUTIATUVINHA;156;COMERCIO;-25,395015;-49,3477321
AV. MANOEL RIBAS;CASCATINHA;78;COMERCIO;-25,395015;-49,3477321
AV. MANOEL RIBAS;MERCÊS;202;COMERCIO;-25,395015;-49,3477321
AV. MANOEL RIBAS;SANTA FELICIDADE;337;COMERCIO;-25,395015;-49,3477321
AV. MANOEL RIBAS;SÃO FRANCISCO;28;COMERCIO;-25,395015;-49,3477321
AV. MANOEL RIBAS;VISTA ALEGRE;43;COMERCIO;-25,395015;-49,3477321
AV. JOSÉ GULIN;BACACHERI;17;COMERCIO;-25,3950056;-49,224838
R. RIO PELOTAS;ATUBA;27;COMERCIO;-25,394985;-49,2054535
R. MARECHAL TROMPOWSKI;BACACHERI;21;COMERCIO;-25,3945544;-49,2316865
AV. PREFEITO ERASTO GAERTNER;BACACHERI;8;INDUSTRIA;-25,3945543;-49,2295903
AV. PREFEITO ERASTO GAERTNER;BACACHERI;331;COMERCIO;-25,3945543;-49,2295903
R. ENGENHEIRO DURVAL EDUARDO P DE CARVALHO;BUTIATUVINHA;3;INDUSTRIA;-25,3945056;-49,3424627
R. SYLSEU PEREIRA ALVES;PILARZINHO;3;INDUSTRIA;-25,3942049;-49,2973345
R. EDUARDO GERONASSO;BACACHERI;16;COMERCIO;-25,3941885;-49,2383171
R. DOS DOMINICANOS;BOA VISTA;19;COMERCIO;-25,3940529;-49,2502335
R. JOVINO DO ROSÁRIO;BOA VISTA;37;COMERCIO;-25,3939204;-49,2423172
R. MARCELINO NOGUEIRA;BACACHERI;24;COMERCIO;-25,3938826;-49,2408903
R. JOÃO HAVRO;BOA VISTA;3;INDUSTRIA;-25,3938264;-49,2409654
R. JOÃO HAVRO;BOA VISTA;35;COMERCIO;-25,3938264;-49,2409654
AV. NAPOLEÃO MANOSSO;BUTIATUVINHA;3;INDUSTRIA;-25,3936359;-49,3425592
AV. NAPOLEÃO MANOSSO;BUTIATUVINHA;19;COMERCIO;-25,3936359;-49,3425592
R. LEÃO SALLUM;BOA VISTA;4;INDUSTRIA;-25,3933783;-49,2511614
R. LEÃO SALLUM;BOA VISTA;18;COMERCIO;-25,3933783;-49,2511614
R. RIO JURUÁ;ATUBA;6;INDUSTRIA;-25,3932305;-49,2049906
R. RIO JURUÁ;ATUBA;22;COMERCIO;-25,3932305;-49,2049906
R. GASTAO LUIZ CRULS;ATUBA;4;INDUSTRIA;-25,3931981;-49,2088905
R. GASTAO LUIZ CRULS;BAIRRO ALTO;26;COMERCIO;-25,3931981;-49,2088905
R. BRIGADEIRO ARTHUR CARLOS PERALTA;BOA VISTA;6;INDUSTRIA;-25,3928389;-49,2400357
R. BRIGADEIRO ARTHUR CARLOS PERALTA;BOA VISTA;31;COMERCIO;-25,3928389;-49,2400357
R. ERNESTO EDMUNDO WEIGERT;BACACHERI;3;INDUSTRIA;-25,3928039;-49,2251977
R. SATURNINO MIRANDA;SANTA FELICIDADE;5;INDUSTRIA;-25,3926468;-49,3349558
R. SATURNINO MIRANDA;SANTA FELICIDADE;80;COMERCIO;-25,3926468;-49,3349558
R. FRANCISCO DALLALIBERA;SANTA FELICIDADE;6;INDUSTRIA;-25,3926232;-49,3348981
R. FRANCISCO DALLALIBERA;SANTA FELICIDADE;42;COMERCIO;-25,3926232;-49,3348981
R. HERMINIO CARDOSO;TINGUI;4;INDUSTRIA;-25,3922695;-49,2157837
R. JORGE CURY BRAHIM;PILARZINHO;13;COMERCIO;-25,3922247;-49,2846963
R. ARY BARROSO;BOA VISTA;3;INDUSTRIA;-25,392161;-49,2500284
R. ARY BARROSO;BOA VISTA;14;COMERCIO;-25,392161;-49,2500284
R. JOAQUIM DA COSTA RIBEIRO;ATUBA;3;INDUSTRIA;-25,3920516;-49,2081459
R. JOAQUIM DA COSTA RIBEIRO;BAIRRO ALTO;3;INDUSTRIA;-25,3920516;-49,2081459
R. JOAQUIM DA COSTA RIBEIRO;BAIRRO ALTO;26;COMERCIO;-25,3920516;-49,2081459
R. CARLOS DE CAMPOS;BOA VISTA;4;INDUSTRIA;-25,3919741;-49,2434022
R. CARLOS DE CAMPOS;BOA VISTA;24;COMERCIO;-25,3919741;-49,2434022
R. ROQUE LAZAROTTO;BOA VISTA;14;COMERCIO;-25,3915056;-49,2440416
R. JOÃO SCHLEDER SOBRINHO;BOA VISTA;16;COMERCIO;-25,3914266;-49,2509157
R. JOÃO GUARIZA;SÃO LOURENÇO;13;COMERCIO;-25,3912784;-49,2639775
R. RAPOSO TAVARES;PILARZINHO;11;INDUSTRIA;-25,3912035;-49,2969949
R. RAPOSO TAVARES;PILARZINHO;95;COMERCIO;-25,3912035;-49,2969949
R. HUMBERTO DE CAMPOS;PILARZINHO;5;INDUSTRIA;-25,3911566;-49,2809645
R. JOÃO BUDEL;BUTIATUVINHA;5;INDUSTRIA;-25,390733;-49,3547755
R. HOLANDA;BACACHERI;26;COMERCIO;-25,3905456;-49,2574932
R. HOLANDA;BOA VISTA;66;COMERCIO;-25,3905456;-49,2574932
R. ELIAS JOAQUIM;PILARZINHO;3;INDUSTRIA;-25,3905301;-49,2739233
R. SANTO CELESTINO COLETO;BOA VISTA;6;INDUSTRIA;-25,3904087;-49,2573694
R. SANTO CELESTINO COLETO;BOA VISTA;21;COMERCIO;-25,3904087;-49,2573694
R. SIMÃO MANSUR;BOA VISTA;17;COMERCIO;-25,3902768;-49,2593549
R. PEDRO IVO;CENTRO;242;COMERCIO;-25,3901979;-49,3550219
R. SERAFINA CUMAM CULPI;BUTIATUVINHA;4;INDUSTRIA;-25,3901559;-49,3431525
R. JOSÉ CULPI;BUTIATUVINHA;22;COMERCIO;-25,3901559;-49,3431525
R. MARIA MARCHIORI FANTINATO;ATUBA;3;INDUSTRIA;-25,3900393;-49,205082
R. ORLANDO PERUCI;BUTIATUVINHA;14;COMERCIO;-25,3899916;-49,3498859
R. MIGUEL PIEKARSKI;BOA VISTA;3;INDUSTRIA;-25,3898671;-49,251086
R. DAVID GERONASSO;BOA VISTA;18;COMERCIO;-25,3898212;-49,2492085
R. GUILHERME IHLENFELDT;BACACHERI;3;INDUSTRIA;-25,3895;-49,2248593
R. GUILHERME IHLENFELDT;TINGUI;5;INDUSTRIA;-25,3895;-49,2248593
R. GUILHERME IHLENFELDT;BACACHERI;18;COMERCIO;-25,3895;-49,2248593
R. GUILHERME IHLENFELDT;TINGUI;25;COMERCIO;-25,3895;-49,2248593
R. LUIZA VERONE PICCOLI;TINGUI;17;COMERCIO;-25,3891534;-49,2177847
R. ESTRADA DA GRACIOSA;ATUBA;14;COMERCIO;-25,3890627;-49,2044652
R. PROFESSOR NILO BRANDÃO;SÃO LOURENÇO;4;INDUSTRIA;-25,3889306;-49,2642993
R. PROFESSOR BRANDÃO;ALTO DA RUA XV;31;COMERCIO;-25,3889306;-49,2642993
R. PROFESSOR NILO BRANDÃO;SÃO LOURENÇO;26;COMERCIO;-25,3889306;-49,2642993
R. JOSÉ VALLE;SANTA FELICIDADE;3;INDUSTRIA;-25,388478;-49,3209609
R. JOSÉ VALLE;SÃO JOÃO;4;INDUSTRIA;-25,388478;-49,3209609
R. JOSÉ VALLE;SANTA FELICIDADE;29;COMERCIO;-25,388478;-49,3209609
R. JOSÉ VALLE;SÃO JOÃO;26;COMERCIO;-25,388478;-49,3209609
R. GERONIMO MURARO;SANTA FELICIDADE;4;INDUSTRIA;-25,3884716;-49,3372581
R. GERONIMO MURARO;SANTA FELICIDADE;19;COMERCIO;-25,3884716;-49,3372581
AV. FREDOLIN WOLF;PILARZINHO;4;INDUSTRIA;-25,3884178;-49,3282815
AV. FREDOLIN WOLF;SANTA FELICIDADE;7;INDUSTRIA;-25,3884178;-49,3282815
AV. FREDOLIN WOLF;PILARZINHO;29;COMERCIO;-25,3884178;-49,3282815
AV. FREDOLIN WOLF;SANTA FELICIDADE;24;COMERCIO;-25,3884178;-49,3282815
R. DONA BRANCA DO NASCIMENTO MIRANDA;PILARZINHO;3;INDUSTRIA;-25,3881215;-49,2773029
R. DONA BRANCA DO NASCIMENTO MIRANDA;PILARZINHO;13;COMERCIO;-25,3881215;-49,2773029
R. BENVENUTO GUSSO;BOA VISTA;3;INDUSTRIA;-25,3876174;-49,2520965
R. BENVENUTO GUSSO;BOA VISTA;21;COMERCIO;-25,3876174;-49,2520965
AV. FRANCISCO GULIN;BUTIATUVINHA;3;INDUSTRIA;-25,3875057;-49,3383335
AV. MONTEIRO TOURINHO;TINGUI;4;INDUSTRIA;-25,3871397;-49,2184257
AV. MONTEIRO TOURINHO;ATUBA;23;COMERCIO;-25,3871397;-49,2184257
AV. MONTEIRO TOURINHO;BACACHERI;17;COMERCIO;-25,3871397;-49,2184257
AV. MONTEIRO TOURINHO;TINGUI;56;COMERCIO;-25,3871397;-49,2184257
R. LEONARDO KRASINSKI;BOA VISTA;16;COMERCIO;-25,3869625;-49,251453
R. NOSSA SENHORA DE NAZARÉ;BOA VISTA;7;INDUSTRIA;-25,3865015;-49,2418068
R. NOSSA SENHORA DE NAZARÉ;BOA VISTA;69;COMERCIO;-25,3865015;-49,2418068
R. MANOEL DE SOUZA DIAS NEGRÃO;BOA VISTA;3;INDUSTRIA;-25,386446;-49,255521
R. MANOEL DE SOUZA DIAS NEGRÃO;BOA VISTA;22;COMERCIO;-25,386446;-49,255521
R. FLÁVIO DALLEGRAVE;ALTO DA RUA XV;13;COMERCIO;-25,3861549;-49,26017
R. FLÁVIO DALLEGRAVE;BOA VISTA;17;COMERCIO;-25,3861549;-49,26017
R. LODOVICO GERONAZZO;BOA VISTA;11;INDUSTRIA;-25,3857196;-49,2471906
R. LODOVICO GERONAZZO;BACACHERI;14;COMERCIO;-25,3857196;-49,2471906
R. LODOVICO GERONAZZO;BARREIRINHA;23;COMERCIO;-25,3857196;-49,2471906
R. LODOVICO GERONAZZO;BOA VISTA;170;COMERCIO;-25,3857196;-49,2471906
R. SALVADOR;CAJURU;20;COMERCIO;-25,3856663;-49,2826046
R. SÃO SALVADOR;PILARZINHO;34;COMERCIO;-25,3856663;-49,2826046
R. ALBERTO POTIER;BOA VISTA;19;COMERCIO;-25,3855462;-49,2409434
R. DESEMBARGADOR JOSÉ CARLOS RIBEIRO RIBAS;TABOÃO;3;INDUSTRIA;-25,3854217;-49,2821928
R. DESEMBARGADOR JOSÉ CARLOS RIBEIRO RIBAS;TABOÃO;17;COMERCIO;-25,3854217;-49,2821928
R. EUGÊNIO FLOR;TABOÃO;28;COMERCIO;-25,385291;-49,2796419
R. FRANCISCO PRESTES MAIA;BOA VISTA;15;COMERCIO;-25,3849362;-49,2541195
R. CANADÁ;BACACHERI;3;INDUSTRIA;-25,3849287;-49,2316495
R. CANADÁ;BACACHERI;46;COMERCIO;-25,3849287;-49,2316495
R. JOÃO BATISTA TRENTIN;TINGUI;4;INDUSTRIA;-25,3848868;-49,2273784
R. JOÃO BATISTA TRENTIN;TINGUI;19;COMERCIO;-25,3848868;-49,2273784
R. FERNANDO DE NORONHA;BOA VISTA;5;INDUSTRIA;-25,3847176;-49,231731
R. FERNANDO DE NORONHA;SANTA CÂNDIDA;5;INDUSTRIA;-25,3847176;-49,231731
R. FERNANDO DE NORONHA;BOA VISTA;55;COMERCIO;-25,3847176;-49,231731
R. FERNANDO DE NORONHA;SANTA CÂNDIDA;75;COMERCIO;-25,3847176;-49,231731
R. NICOLAU SALOMÃO;TINGUI;3;INDUSTRIA;-25,3845142;-49,2247287
R. ANTONIO DE OLIVEIRA SANTOS;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,384364;-49,1998173
R. ANTONIO DE OLIVEIRA SANTOS;CIDADE INDUSTRIAL;65;COMERCIO;-25,384364;-49,1998173
R. JOÃO REFFO;SANTA FELICIDADE;9;INDUSTRIA;-25,3842965;-49,3348105
R. JOÃO REFFO;SANTA FELICIDADE;76;COMERCIO;-25,3842965;-49,3348105
R. CAPISTRANO DE ABREU;BOA VISTA;19;COMERCIO;-25,384232;-49,2565852
R. EMILIO DE MENEZES;BOM RETIRO;28;COMERCIO;-25,3836134;-49,1818316
R. ANGELO ZAMIR BIASI;ATUBA;3;INDUSTRIA;-25,3836054;-49,2112181
R. ARCÉSIO CORREIA LIMA;ATUBA;15;COMERCIO;-25,3836054;-49,2112181
R. ODETE LAURA FOGGIATO;ATUBA;15;COMERCIO;-25,3834384;-49,2088361
R. PADRE JOSÉ MARTINI;SANTA FELICIDADE;6;INDUSTRIA;-25,3834012;-49,3305962
R. PADRE JOSÉ MARTINI;SANTA FELICIDADE;17;COMERCIO;-25,3834012;-49,3305962
R. CARLOTA STRAUBE DE ARAÚJO;BOA VISTA;44;COMERCIO;-25,3832506;-49,2464411
R. EDMUNDO ALBERTO MERCER;TINGUI;13;COMERCIO;-25,382921;-49,2246965
R. BRASÍLIO BACELLAR FILHO;TINGUI;4;INDUSTRIA;-25,3828863;-49,2246576
R. BRASÍLIO BACELLAR FILHO;TINGUI;20;COMERCIO;-25,3828863;-49,2246576
R. PAULA PREVEDELLO GUSSO;BARREIRINHA;14;COMERCIO;-25,3828434;-49,2583207
R. PAULA PREVEDELLO GUSSO;BOA VISTA;18;COMERCIO;-25,3828434;-49,2583207
R. GUIDO SCOTTI;TINGUI;3;INDUSTRIA;-25,3828262;-49,220289
R. MATEUS LEME;ABRANCHES;4;INDUSTRIA;-25,3826546;-49,2680084
R. MATEUS LEME;BOM RETIRO;3;INDUSTRIA;-25,3826546;-49,2680084
R. MATEUS LEME;CENTRO CÍVICO;5;INDUSTRIA;-25,3826546;-49,2680084
R. SÃO MATEUS;PORTÃO;5;INDUSTRIA;-25,3826546;-49,2680084
R. MATEUS LEME;***;15;COMERCIO;-25,3826546;-49,2680084
R. MATEUS LEME;ABRANCHES;47;COMERCIO;-25,3826546;-49,2680084
R. MATEUS LEME;BOM RETIRO;49;COMERCIO;-25,3826546;-49,2680084
R. MATEUS LEME;CENTRO CÍVICO;57;COMERCIO;-25,3826546;-49,2680084
R. MATEUS LEME;SÃO FRANCISCO;78;COMERCIO;-25,3826546;-49,2680084
R. MATEUS LEME;SÃO LOURENÇO;70;COMERCIO;-25,3826546;-49,2680084
R. SÃO MATEUS;PORTÃO;16;COMERCIO;-25,3826546;-49,2680084
R. JOAQUIM NABUCO;TINGUI;14;COMERCIO;-25,3825728;-49,2264158
R. PROFESSOR OMAR GONÇALVES DA MOTTA;BOA VISTA;13;COMERCIO;-25,3822573;-49,2452906
R. MACAPÁ;TINGUI;13;COMERCIO;-25,3819741;-49,2255406
R. FRANCISCO ZANICOTTI SOBRINHO;SANTA CÂNDIDA;3;INDUSTRIA;-25,3813371;-49,2328878
R. FRANCISCO ZANICOTTI SOBRINHO;SANTA CÂNDIDA;19;COMERCIO;-25,3813371;-49,2328878
R. ANGELINA BRAGA CORTEZZI;SANTA FELICIDADE;16;COMERCIO;-25,3810929;-49,3303318
R. JOSÉ RIBEIRO DE CRISTO;PILARZINHO;14;COMERCIO;-25,380939;-49,2966099
R. FRANCISCO GUILHERME BAHR;TINGUI;5;INDUSTRIA;-25,3808216;-49,2284062
R. MARECHAL ANOR TEIXEIRA DOS SANTOS;BOA VISTA;4;INDUSTRIA;-25,3808077;-49,2450732
R. MARECHAL ANOR TEIXEIRA DOS SANTOS;BOA VISTA;13;COMERCIO;-25,3808077;-49,2450732
R. ROMULO CESAR ALVES;SANTA FELICIDADE;29;COMERCIO;-25,3799648;-49,3320287
R. JOÃO REBOLI;SANTA CÂNDIDA;3;INDUSTRIA;-25,3794119;-49,2336758
R. DOUTOR SÁTILAS DO AMARAL CAMARGO;TINGUI;4;INDUSTRIA;-25,3787027;-49,2254312
R. DOUTOR SÁTILAS DO AMARAL CAMARGO;TINGUI;22;COMERCIO;-25,3787027;-49,2254312
R. FRANCISCO DAS CHAGAS LOPES;BOA VISTA;4;INDUSTRIA;-25,3786869;-49,2455398
R. FRANCISCO DAS CHAGAS LOPES;BOA VISTA;16;COMERCIO;-25,3786869;-49,2455398
R. OSIRES PAIXÃO GONÇALVES;SANTA FELICIDADE;4;INDUSTRIA;-25,378203;-49,3317996
R. WANDA WOLF;SANTA FELICIDADE;3;INDUSTRIA;-25,3781096;-49,3265842
R. WANDA WOLF;SANTA FELICIDADE;29;COMERCIO;-25,3781096;-49,3265842
R. CORONEL WALLACE SCOTT MURRAY;SANTA CÂNDIDA;19;COMERCIO;-25,3775523;-49,2323862
AV. MARECHAL MASCARENHAS DE MORAES;ATUBA;4;INDUSTRIA;-25,3770509;-49,2217195
AV. MARECHAL MASCARENHAS DE MORAES;ATUBA;68;COMERCIO;-25,3770509;-49,2217195
R. HUMBERTO GERONASSO;BARREIRINHA;3;INDUSTRIA;-25,376997;-49,2542535
R. HUMBERTO GERONASSO;BARREIRINHA;14;COMERCIO;-25,376997;-49,2542535
R. MARIANO GARDOLINSKI;SANTA CÂNDIDA;6;INDUSTRIA;-25,3764601;-49,2262133
R. ARNOLDO WOLFF GAENSLY;ATUBA;17;COMERCIO;-25,3763354;-49,210524
R. REI DAVID;SANTA CÂNDIDA;16;COMERCIO;-25,3760855;-49,2414469
R. HUMBERTO CEZARINO;SANTA CÂNDIDA;3;INDUSTRIA;-25,3759904;-49,2396824
R. EDSON CAMPOS MATESICH;SANTA FELICIDADE;27;COMERCIO;-25,3758036;-49,3287481
R. MÁXIMO JOÃO KOPP;SANTA CÂNDIDA;3;INDUSTRIA;-25,3755299;-49,2192651
R. MÁXIMO JOÃO KOPP;SANTA CÂNDIDA;18;COMERCIO;-25,3755299;-49,2192651
R. PADRE JOÃO WISLINSKI;SANTA CÂNDIDA;3;INDUSTRIA;-25,3746262;-49,2221816
R. PADRE JOÃO WISLINSKI;SANTA CÂNDIDA;38;COMERCIO;-25,3746262;-49,2221816
R. ANTONIO LAGO;BOA VISTA;3;INDUSTRIA;-25,3743781;-49,2756902
R. PRODÓCIMO LAGO;TABOÃO;4;INDUSTRIA;-25,3743781;-49,2756902
R. ANTONIO LAGO;BOA VISTA;32;COMERCIO;-25,3743781;-49,2756902
R. VICENTE GERONASSO;BOA VISTA;8;INDUSTRIA;-25,374371;-49,2442468
R. VICENTE GERONASSO;BOA VISTA;26;COMERCIO;-25,374371;-49,2442468
R. PROFESSOR RODOLFO BELZ;SANTA CÂNDIDA;3;INDUSTRIA;-25,3736846;-49,23917
R. PROFESSOR RODOLFO BELZ;SANTA CÂNDIDA;17;COMERCIO;-25,3736846;-49,23917
R. THEODORO MAKIOLKA;CACHOEIRA;3;INDUSTRIA;-25,3734928;-49,2263241
R. THEODORO MAKIOLKA;SANTA CÂNDIDA;9;INDUSTRIA;-25,3734928;-49,2263241
R. THEODORO MAKIOLKA;BARREIRINHA;14;COMERCIO;-25,3734928;-49,2263241
R. THEODORO MAKIOLKA;SANTA CÂNDIDA;48;COMERCIO;-25,3734928;-49,2263241
R. PROFESSOR LOUREIRO FERNANDES;SANTA CÂNDIDA;3;INDUSTRIA;-25,3729805;-49,2291999
R. JACOB PAYKALA;ATUBA;3;INDUSTRIA;-25,3720303;-49,2097701
R. PROFESSOR LEONARDO COBBE;BARREIRINHA;15;COMERCIO;-25,3713975;-49,2627241
R. ROSA WONZE GUSSO;BARREIRINHA;3;INDUSTRIA;-25,3711279;-49,2549788
R. CARMELINA CAVASSIN;ABRANCHES;3;INDUSTRIA;-25,3700186;-49,2696917
R. CARMELINA CAVASSIN;ABRANCHES;34;COMERCIO;-25,3700186;-49,2696917
R. CARMELINA CAVASSIN;BARREIRINHA;27;COMERCIO;-25,3700186;-49,2696917
R. JOSE BAJERSKI;ABRANCHES;3;INDUSTRIA;-25,3692239;-49,2731881
R. JOSE BAJERSKI;ABRANCHES;38;COMERCIO;-25,3692239;-49,2731881
AV. DOUTOR EUGENIO BERTOLLI;LAMENHA PEQUENA;3;INDUSTRIA;-25,3686422;-49,3261393
AV. DOUTOR EUGENIO BERTOLLI;LAMENHA PEQUENA;17;COMERCIO;-25,3686422;-49,3261393
R. CHARLES DICKENS;ABRANCHES;3;INDUSTRIA;-25,3685794;-49,2694039
R. IZIDORO WOSCH;SANTA CÂNDIDA;3;INDUSTRIA;-25,367188;-49,2452292
R. TENENTE CORONEL MUNIZ DE ARAGÃO;BARREIRINHA;14;COMERCIO;-25,3669266;-49,2648781
R. EWALDO HAUER;SANTA CÂNDIDA;13;COMERCIO;-25,3661136;-49,2237793
R. GUILHERME DE SOUZA VALENTE;ABRANCHES;15;COMERCIO;-25,3653284;-49,2734711
AV. ANITA GARIBALDI;AHÚ;8;INDUSTRIA;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;BARREIRINHA;6;INDUSTRIA;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;BOA VISTA;6;INDUSTRIA;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;CABRAL;5;INDUSTRIA;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;SÃO LOURENÇO;7;INDUSTRIA;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;AHÚ;126;COMERCIO;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;BARREIRINHA;204;COMERCIO;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;BOA VISTA;150;COMERCIO;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;CABRAL;62;COMERCIO;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;CACHOEIRA;16;COMERCIO;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;JUVEVÊ;15;COMERCIO;-25,3568329;-49,2636086
AV. ANITA GARIBALDI;SÃO LOURENÇO;109;COMERCIO;-25,3568329;-49,2636086
R. DAVID BODZIAK;CACHOEIRA;4;INDUSTRIA;-25,3535844;-49,2577308
R. DAVID BODZIAK;CACHOEIRA;36;COMERCIO;-25,3535844;-49,2577308
AV. CORONEL FRANCISCO H DOS SANTOS;JARDIM DAS AMÉRICAS;5;INDUSTRIA;-25,46049381;-49,23324119
AV. CORONEL FRANCISCO H DOS SANTOS;JARDIM DAS AMÉRICAS;96;COMERCIO;-25,46049381;-49,23324119
AV. EDGARD STELLFELD;JARDIM SOCIAL;4;INDUSTRIA;-25,42312183;-49,2336219
EST. DA RIBEIRA BR-476;ATUBA;5;INDUSTRIA;-25,38308796;-49,20066841
EST. DA RIBEIRA BR-476;ATUBA;38;COMERCIO;-25,38308796;-49,20066841
EST. DAS OLARIAS;SANTA CÂNDIDA;4;INDUSTRIA;-25,37385016;-49,21238279
EST. DAS OLARIAS;SANTA CÂNDIDA;18;COMERCIO;-25,37385016;-49,21238279
EST. DE SANTA CÂNDIDA;SANTA CÂNDIDA;6;INDUSTRIA;-25,36955088;-49,21645625
EST. DE SANTA CÂNDIDA;SANTA CÂNDIDA;47;COMERCIO;-25,36955088;-49,21645625
EST. DELEGADO BRUNO DE ALMEIDA;CAXIMBA;14;INDUSTRIA;-25,62428215;-49,34819502
EST. DELEGADO BRUNO DE ALMEIDA;CAXIMBA;13;COMERCIO;-25,62428215;-49,34819502
EST. DELEGADO BRUNO DE ALMEIDA;CAMPO DE SANTANA;28;INDUSTRIA;-25,60567486;-49,32982487
EST. DELEGADO BRUNO DE ALMEIDA;CAMPO DE SANTANA;33;COMERCIO;-25,60567486;-49,32982487
EST. DO GANCHINHO- LD;UMBARÁ;32;COMERCIO;-25,56235082;-49,26751743
EST. DO GANCHINHO- LD;SÍTIO CERCADO;5;INDUSTRIA;-25,55291562;-49,2784321
EST. DO GANCHINHO- LD;SÍTIO CERCADO;33;COMERCIO;-25,55291562;-49,2784321
EST. DO GANCHINHO- LD;GANCHINHO;12;INDUSTRIA;-25,57868766;-49,2660708
EST. DO GANCHINHO- LD;GANCHINHO;46;COMERCIO;-25,57868766;-49,2660708
EST. GUILHERME WEIGERT;SANTA CÂNDIDA;11;INDUSTRIA;-25,36097121;-49,2317468
EST. GUILHERME WEIGERT;SANTA CÂNDIDA;58;COMERCIO;-25,36097121;-49,2317468
EST. NOVA DE COLOMBO;SANTA CÂNDIDA;26;COMERCIO;-25,36866791;-49,22014737
EST. VELHA DO BARIGUI;CIDADE INDUSTRIAL;11;INDUSTRIA;-25,4815557;-49,33991244
EST. VELHA DO BARIGUI;CIDADE INDUSTRIAL;38;COMERCIO;-25,4815557;-49,33991244
PC. GENERAL OSÓRIO;CENTRO;4;INDUSTRIA;-25,43385456;-49,27558656
PC. GENERAL OSÓRIO;CENTRO;134;COMERCIO;-25,43385456;-49,27558656
PC. GENEROSO MARQUES;CENTRO;17;COMERCIO;-25,42946743;-49,27023736
PC. JOSÉ BORGES DE MACEDO;CENTRO;48;COMERCIO;-25,42960247;-49,27041839
PC. RUI BARBOSA;CENTRO;133;COMERCIO;-25,43626961;-49,27385713
PC. SENADOR CORRÊIA;CENTRO;21;COMERCIO;-25,43248694;-49,26494322
PC. TIRADENTES;CENTRO;80;COMERCIO;-25,42967122;-49,27130738
PC. ZACARIAS;CENTRO;37;COMERCIO;-25,43261642;-49,27254166
R. AMAURY LANGE SILVERIO;PILARZINHO;3;INDUSTRIA;-25,52542276;-49,25950849
R. AMAURY LANGE SILVERIO;PILARZINHO;51;COMERCIO;-25,52542276;-49,25950849
R. AYRTON PIZZATTO GUSI;XAXIM;6;INDUSTRIA;-25,52542276;-49,25950849
R. AYRTON PIZZATTO GUSI;XAXIM;21;COMERCIO;-25,52542276;-49,25950849
R. BENJAMIN ANTONIO ANSAI;NOVO MUNDO;5;INDUSTRIA;-25,4942251;-49,27618624
R. BERNARDINO IATAURO;ORLEANS;20;COMERCIO;-25,42710842;-49,35698842
R. CAP. DOUTOR ANTONIO JOSÉ;XAXIM;5;INDUSTRIA;-25,50464798;-49,2751558
R. CAP. DOUTOR ANTONIO JOSÉ;XAXIM;35;COMERCIO;-25,50464798;-49,2751558
R. CEL PRETEXTATO PENNA FORTE T RIBAS;PORTÃO;3;INDUSTRIA;-25,4638985;-49,3101055
R. CORONEL JOAQUIM MONTEIRO DE CARVALHO;ALTO BOQUEIRÃO;4;INDUSTRIA;-25,53522756;-49,23975235
R. DELEGADO OZIAS ALGAUER;GANCHINHO;5;INDUSTRIA;-25,5598416;-49,25606076
R. DOUTOR CORREIA COELHO;JARDIM BOTÂNICO;3;INDUSTRIA;-25,43935848;-49,24255645
