LOGRADOURO;BAIRRO ALTO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
BARIGUI;BIGORRILHO;5;PATRIMONIO;-25,4270601;-49,3100641
BARIGUI;BIGORRILHO;4;VIDA;-25,4270601;-49,3100641
AMILCARE BIENTINEZI;CAPÃO RASO;8;PATRIMONIO;-25,5150263;-49,3098076
AMILCARE BIENTINEZI;CAPÃO RASO;2;VIDA;-25,5150263;-49,3098076
FRANCISCO MORO;PORTÃO;2;VIDA;-25,480234;-49,3096357
FRANCISCO FRUET;NOVO MUNDO;2;VIDA;-25,4908768;-49,3092995
CAPITÃO ARGEMIRO MONTEIRO WANDERLEY;CAPÃO RASO;2;VIDA;-25,5111859;-49,3092914
DA ESPANHA;BATEL;16;VIDA;-25,6534466;-49,3089203
DA ESPANHA;BIGORRILHO;15;VIDA;-25,6534466;-49,3089203
DA ESPANHA;CAMPINA DO SIQUEIRA;14;VIDA;-25,6534466;-49,3089203
DA ESPANHA;BIGORRILHO;8;PATRIMONIO;-25,6534466;-49,3089203
JOÃO BATISTA BETTEGA JÚNIOR;TATUQUARA;72;PATRIMONIO;-25,5636248;-49,3089024
ECOLÓGICA BURLE MARX;SANTO INÁCIO;3;VIDA;-25,4266169;-49,3088058
THEOPHILO MANSUR;NOVO MUNDO;17;PATRIMONIO;-25,4857431;-49,3087729
BRAZÍLIO DE ARAÚJO;CIDADE INDUSTRIAL;2;VIDA;-25,5120463;-49,3086311
JOÃO BATISTA COLLIN;SANTA QUITÉRIA;3;VIDA;-25,4611533;-49,3084717
ORESTES CODEGA;PINHEIRINHO;20;PATRIMONIO;-25,518584;-49,3084411
ORESTES CODEGA;PINHEIRINHO;2;VIDA;-25,518584;-49,3084411
THEÓPHILO MANSUR;NOVO MUNDO;5;PATRIMONIO;-25,4979894;-49,3083502
THEÓPHILO MANSUR;NOVO MUNDO;2;VIDA;-25,4979894;-49,3083502
PEDRO GUSSO;CIDADE INDUSTRIAL;75;PATRIMONIO;-25,4980592;-49,3082701
PEDRO GUSSO;CIDADE INDUSTRIAL;27;VIDA;-25,4980592;-49,3082701
PEDRO GUSSO;NOVO MUNDO;26;PATRIMONIO;-25,4980592;-49,3082701
PEDRO GUSSO;CAPÃO RASO;7;PATRIMONIO;-25,4980592;-49,3082701
PEDRO GUSSO;NOVO MUNDO;4;VIDA;-25,4980592;-49,3082701
ROBERTO OZORIO DE ALMEIDA;CIDADE INDUSTRIAL;6;PATRIMONIO;-25,5610538;-49,3081358
PROFESSOR FÁBIO DE SOUZA;SANTA QUITÉRIA;4;VIDA;-25,4647195;-49,307167
PROFESSOR FÁBIO DE SOUZA;PORTÃO;2;VIDA;-25,4647195;-49,307167
CAETANO MARCHESINI;PORTÃO;2;VIDA;-25,4770484;-49,3070079
FELINTO BENTO VIANNA;PORTÃO;22;PATRIMONIO;-25,4804536;-49,3069756
FELINTO BENTO VIANNA;PORTÃO;3;VIDA;-25,4804536;-49,3069756
GALDINO BUENO DE CAMARGO;PINHEIRINHO;3;VIDA;-25,5192951;-49,306777
ZUMBI DOS PALMARES;PINHEIRINHO;5;PATRIMONIO;-25,6696118;-49,3066194
ZUMBI DOS PALMARES;PINHEIRINHO;3;VIDA;-25,6696118;-49,3066194
JOSÉ ALCIDES DE LIMA;NOVO MUNDO;20;PATRIMONIO;-25,4926149;-49,306569
JOSÉ ALCIDES DE LIMA;CAPÃO RASO;3;VIDA;-25,4926149;-49,306569
JOSÉ ALCIDES DE LIMA;NOVO MUNDO;2;VIDA;-25,4926149;-49,306569
BITTENCOURT;CENTRO;6;PATRIMONIO;-25,5578566;-49,3063805
BITTENCOURT;ALTO DA GLÓRIA;2;VIDA;-25,5578566;-49,3063805
JERÔNIMO DURSKI;BIGORRILHO;2;VIDA;-25,4356614;-49,3063752
BOCAIÚVA;SANTA QUITÉRIA;20;PATRIMONIO;-25,4633531;-49,3063645
BOCAIÚVA;SANTA QUITÉRIA;3;VIDA;-25,4633531;-49,3063645
MELCHIADES SILVEIRA DO VALLE;SÃO JOÃO;9;PATRIMONIO;-25,3959085;-49,3063617
DOUTOR MBÁ DE FERRANTE;SÃO JOÃO;8;PATRIMONIO;-25,3959085;-49,3063617
DR. MBÁ DE FERRANTE;SÃO JOÃO;6;PATRIMONIO;-25,3959085;-49,3063617
MELCHIADES SILVEIRA DO VALLE;SÃO JOÃO;4;VIDA;-25,3959085;-49,3063617
CURUPAITIS;SANTA QUITÉRIA;5;PATRIMONIO;-25,4599325;-49,3062333
CURUPAITIS;SANTA QUITÉRIA;2;VIDA;-25,4599325;-49,3062333
OLINDO SEQUINEL;PINHEIRINHO;5;VIDA;-25,5170827;-49,3061637
OLINDO SEQUINEL;CAPÃO RASO;3;VIDA;-25,5170827;-49,3061637
CAROLINA DOS ANJOS;PINHEIRINHO;20;PATRIMONIO;-25,5206306;-49,3060552
CORONEL AIRTON PLAISANT;SANTA QUITÉRIA;3;VIDA;-25,4542509;-49,3056697
CÂNDIDO HARTMANN;SANTO INÁCIO;171;PATRIMONIO;-25,4229769;-49,3056279
CÂNDIDO HARTMANN;SANTO INÁCIO;82;VIDA;-25,4229769;-49,3056279
CÂNDIDO HARTMANN;BIGORRILHO;7;PATRIMONIO;-25,4229769;-49,3056279
CÂNDIDO HARTMANN;CASCATINHA;5;PATRIMONIO;-25,4229769;-49,3056279
CÂNDIDO HARTMANN;BIGORRILHO;4;VIDA;-25,4229769;-49,3056279
JOSÉ JOAQUIM TEIXEIRA;PORTÃO;17;PATRIMONIO;-25,480023;-49,3053088
JOSÉ JOAQUIM TEIXEIRA;PORTÃO;3;VIDA;-25,480023;-49,3053088
JOÃO SURIAN;NOVO MUNDO;2;VIDA;-25,489043;-49,3051849
JÚLIA DA COSTA;CAMPINA DO SIQUEIRA;9;VIDA;-25,437821;-49,3051228
JÚLIA DA COSTA;SÃO FRANCISCO;5;PATRIMONIO;-25,437821;-49,3051228
JÚLIA DA COSTA;BIGORRILHO;2;VIDA;-25,437821;-49,3051228
JÚLIA DA COSTA;SÃO FRANCISCO;2;VIDA;-25,437821;-49,3051228
DOUTOR ALUÍZIO FRANÇA;BIGORRILHO;7;PATRIMONIO;-25,4275332;-49,3051045
DOUTOR ALUÍZIO FRANÇA;MERCÊS;5;PATRIMONIO;-25,4275332;-49,3051045
CARLOS BLANCK;PORTÃO;17;PATRIMONIO;-25,4795159;-49,3047476
DA UCRÂNIA;BIGORRILHO;14;PATRIMONIO;-25,6669312;-49,3046728
DA UCRÂNIA;BIGORRILHO;4;VIDA;-25,6669312;-49,3046728
LAUDELINO FERREIRA LOPES;CAPÃO RASO;36;PATRIMONIO;-25,5068987;-49,3045659
LAUDELINO FERREIRA LOPES;PINHEIRINHO;27;PATRIMONIO;-25,5068987;-49,3045659
LAUDELINO FERREIRA LOPES;PINHEIRINHO;10;VIDA;-25,5068987;-49,3045659
LAUDELINO FERREIRA LOPES;CAPÃO RASO;5;VIDA;-25,5068987;-49,3045659
GENERAL MARIO TOURINHO;CAMPINA DO SIQUEIRA;15;PATRIMONIO;-25,4519848;-49,3044409
GENERAL MARIO TOURINHO;CAMPINA DO SIQUEIRA;2;VIDA;-25,4519848;-49,3044409
GENERAL MÁRIO TOURINHO;CAMPINA DO SIQUEIRA;6;PATRIMONIO;-25,4519848;-49,3044409
JAIME RODRIGUES DA ROCHA;CAPÃO RASO;9;PATRIMONIO;-25,5161712;-49,3043876
JAIME RODRIGUES DA ROCHA;CAPÃO RASO;5;VIDA;-25,5161712;-49,3043876
DOUTOR WALDEMIRO PEREIRA;CAPÃO RASO;5;VIDA;-25,5144881;-49,3043802
LEONARDO PIANOWSKI;PINHEIRINHO;10;PATRIMONIO;-25,5224719;-49,3041129
DALILA ROLIM VARGAS;NOVO MUNDO;9;PATRIMONIO;-25,4873028;-49,3038163
MARECHAL RONDON;CAPÃO RASO;5;VIDA;-25,5111883;-49,3027173
JOÃO RODRIGUES PINHEIRO;CAPÃO RASO;12;PATRIMONIO;-25,5120477;-49,3026918
JOÃO RODRIGUES PINHEIRO;CAPÃO RASO;4;VIDA;-25,5120477;-49,3026918
JOSÉ PEREIRA DE ARAÚJO;CAPÃO RASO;5;VIDA;-25,5128356;-49,3026315
JOSÉ PEREIRA DE ARAÚJO;CAPÃO RASO;5;PATRIMONIO;-25,5128356;-49,3026315
FREDOLIN WOLF;SÃO JOÃO;50;PATRIMONIO;-25,3872041;-49,302618
FREDOLIN WOLF;SÃO JOÃO;28;VIDA;-25,3872041;-49,302618
FREDOLIN WOLF;PILARZINHO;17;PATRIMONIO;-25,3872041;-49,302618
 FREDOLIN WOLF;PILARZINHO;7;PATRIMONIO;-25,3872041;-49,302618
FREDOLIN WOLF;SANTA FELICIDADE;2;VIDA;-25,3872041;-49,302618
PRIMO LOURENCO TOSIN;NOVO MUNDO;76;PATRIMONIO;-25,488578;-49,3024113
PRIMO LOURENÇO TOSIN;NOVO MUNDO;20;PATRIMONIO;-25,488578;-49,3024113
PRIMO LOURENÇO TOSIN;NOVO MUNDO;4;VIDA;-25,488578;-49,3024113
FREI TEÓFILO;CAPÃO RASO;12;PATRIMONIO;-25,5024573;-49,3019342
FREI TEÓFILO;CAPÃO RASO;2;VIDA;-25,5024573;-49,3019342
FR. TEÓFILO;CAPÃO RASO;6;PATRIMONIO;-25,50242142;-49,30193193
CORONEL HOCHE PEDRA PIRES;SEMINÁRIO;3;VIDA;-25,4537675;-49,3018865
MARTIM AFONSO;MERCÊS;15;PATRIMONIO;-25,4350818;-49,3016891
MARTIM AFONSO;MERCÊS;10;VIDA;-25,4350818;-49,3016891
MARTIM AFONSO;BIGORRILHO;5;PATRIMONIO;-25,4350818;-49,3016891
MARTIM AFONSO;BIGORRILHO;3;VIDA;-25,4350818;-49,3016891
GASTÃO CÂMARA;BIGORRILHO;2;VIDA;-25,4385447;-49,3012755
JOÃO FREDERICO FOERSTER;PINHEIRINHO;5;VIDA;-25,5247889;-49,3011595
OLGA DE ARAÚJO ESPÍNDOLA;NOVO MUNDO;2;VIDA;-25,4872906;-49,3010546
NOSSA SENHORA DO PERPÉTUO SOCORRO;CAPÃO RASO;7;PATRIMONIO;-25,5094296;-49,3008579
MÁRIO GOMES CÉZAR;PINHEIRINHO;14;PATRIMONIO;-25,5186898;-49,3007143
MÁRIO GOMES CÉZAR;PINHEIRINHO;3;VIDA;-25,5186898;-49,3007143
NOEL ROSA;BIGORRILHO;2;VIDA;-25,4263977;-49,3005376
ACYR SANTOS;VILA IZABEL;6;PATRIMONIO;-25,4597368;-49,2999528
ACYR SANTOS;VILA IZABEL;2;VIDA;-25,4597368;-49,2999528
FRANCISCO ZANDONA;VILA IZABEL;7;VIDA;-25,4544941;-49,2999485
FRANCISCO ZANDONÁ;VILA IZABEL;2;VIDA;-25,4544941;-49,2999485
JOSE IZIDORO FILHO;PILARZINHO;3;VIDA;-25,3816128;-49,2998443
BATISTA PESSINE;VISTA ALEGRE;8;PATRIMONIO;-25,4109225;-49,2997627
BATISTA PESSINE;VISTA ALEGRE;6;VIDA;-25,4109225;-49,2997627
VISCONDE DO SERRO FRIO;NOVO MUNDO;89;PATRIMONIO;-25,4862844;-49,2996563
 VISCONDE DO SERRO FRIO;NOVO MUNDO;7;PATRIMONIO;-25,4862844;-49,2996563
OTALINO AMADO DE SOUZA;PILARZINHO;2;VIDA;-25,3798819;-49,2996077
AFFIFE MANSUR;NOVO MUNDO;5;PATRIMONIO;-25,4954818;-49,2995797
AFFIFE MANSUR;NOVO MUNDO;2;VIDA;-25,4954818;-49,2995797
SEBASTIÃO MALUCELLI;NOVO MUNDO;3;VIDA;-25,496202;-49,2995775
LUIZ LEOPOLDO LANDAL;NOVO MUNDO;4;VIDA;-25,4898648;-49,2993636
ATILIO BRUNETTI;CAPÃO RASO;2;VIDA;-25,5102694;-49,299059
IGUAÇU;PORTÃO;137;PATRIMONIO;-25,45353115;-49,29899747
IGUAÇÚ;REBOUÇAS;62;PATRIMONIO;-25,45353115;-49,29899747
IGUAÇÚ;ÁGUA VERDE;46;PATRIMONIO;-25,45353115;-49,29899747
IGUAÇÚ;REBOUÇAS;10;VIDA;-25,45353115;-49,29899747
IGUAÇÚ;ÁGUA VERDE;9;VIDA;-25,45353115;-49,29899747
IGUAÇÚ;VILA IZABEL;8;VIDA;-25,45353115;-49,29899747
IGUAÇU;VILA IZABEL;3;VIDA;-25,45353115;-49,29899747
IGUACU;VILA IZABEL;2;VIDA;-25,45353115;-49,29899747
IGUAÇÚ;SEMINÁRIO;2;VIDA;-25,45353115;-49,29899747
IGNEZ DE SOUZA SOARES;TATUQUARA;4;VIDA;-25,549851;-49,2989766
BRASÍLIO PERY MOREIRA;PINHEIRINHO;21;PATRIMONIO;-25,5352263;-49,2989505
ESTADO DE ISRAEL;VILA IZABEL;2;VIDA;-25,4540933;-49,2988912
PADRE ANCHIETA;BIGORRILHO;155;PATRIMONIO;-25,4328735;-49,2987196
PADRE ANCHIETA;CAMPINA DO SIQUEIRA;87;PATRIMONIO;-25,4328735;-49,2987196
PADRE ANCHIETA;CAMPINA DO SIQUEIRA;53;VIDA;-25,4328735;-49,2987196
PADRE ANCHIETA;BIGORRILHO;20;VIDA;-25,4328735;-49,2987196
PADRE ANCHIETA;MERCÊS;14;PATRIMONIO;-25,4328735;-49,2987196
PADRE ANCHIETA;MERCÊS;9;VIDA;-25,4328735;-49,2987196
 PADRE ANCHIETA;CAMPINA DO SIQUEIRA;5;PATRIMONIO;-25,4328735;-49,2987196
PADRE ANCHIETA;BIGORRILHO;79;PATRIMONIO;-25,4328735;-49,2987196
PADRE ANCHIETA;CAMPINA DO SIQUEIRA;46;VIDA;-25,4328735;-49,2987196
PADRE ANCHIETA;CAMPINA DO SIQUEIRA;39;PATRIMONIO;-25,4328735;-49,2987196
PADRE ANCHIETA;BIGORRILHO;16;VIDA;-25,4328735;-49,2987196
JOÃO AMADEU PEDRO BOM;TATUQUARA;15;PATRIMONIO;-25,5511916;-49,2985943
JOÃO AMADEU PEDRO BOM;TATUQUARA;3;VIDA;-25,5511916;-49,2985943
FREI GASPAR DA MADRE DE DEUS;PORTÃO;2;VIDA;-25,4824291;-49,298361
DOMINGOS GABARDO;CAPÃO RASO;2;VIDA;-25,50053;-49,2983449
ORLANDO ALBINO VON DER OSTEN;NOVO MUNDO;3;VIDA;-25,4934691;-49,2982056
LUFRIDO COSTA;PINHEIRINHO;2;VIDA;-25,5391209;-49,297808
BR CENTO E DEZESSEIS;TATUQUARA;15;PATRIMONIO;-25,52597765;-49,29742144
MARECHAL OCTÁVIO SALDANHA MAZZA;CAPÃO RASO;7;PATRIMONIO;-25,5102466;-49,2973539
RAPOSO TAVARES;PILARZINHO;8;PATRIMONIO;-25,3912035;-49,2969949
RAPOSO TAVARES;PILARZINHO;5;VIDA;-25,3912035;-49,2969949
PRESIDENTE ARTHUR DA SILVA BERNARDES;PORTÃO;22;PATRIMONIO;-25,4684905;-49,2969257
PRESIDENTE ARTHUR DA SILVA BERNARDES;SANTA QUITÉRIA;19;PATRIMONIO;-25,4684905;-49,2969257
PRESIDENTE ARTHUR DA SILVA BERNARDES;SANTA QUITÉRIA;10;VIDA;-25,4684905;-49,2969257
PRESIDENTE ARTHUR DA SILVA BERNARDES;PORTÃO;6;VIDA;-25,4684905;-49,2969257
PRESIDENTE ARTHUR DA SILVA BERNARDES;VILA IZABEL;3;VIDA;-25,4684905;-49,2969257
PRESIDENTE ARTHUR DA SILVA BERNARDES;SANTA QUITÉRIA;15;PATRIMONIO;-25,4684905;-49,2969257
PRESIDENTE ARTHUR DA SILVA BERNARDES;PORTÃO;9;PATRIMONIO;-25,4684905;-49,2969257
PRESIDENTE ARTHUR DA SILVA BERNARDES;SANTA QUITÉRIA;6;VIDA;-25,4684905;-49,2969257
MATHILDE DA SILVA WOLFF;PILARZINHO;5;VIDA;-25,3903146;-49,2966359
TAMOIOS;VILA IZABEL;6;VIDA;-25,4609386;-49,2966346
JOSÉ RIBEIRO DE CRISTO;PILARZINHO;9;PATRIMONIO;-25,380939;-49,2966099
JOSÉ RIBEIRO DE CRISTO;PILARZINHO;7;VIDA;-25,380939;-49,2966099
JOSEFINA ROCHA;BATEL;2;VIDA;-25,443987;-49,2962645
GARDENIO SCORZATO;PILARZINHO;2;VIDA;-25,3996241;-49,2962243
WINSTON CHURCHILL;CAPÃO RASO;479;PATRIMONIO;-25,5042903;-49,2958742
WINSTON CHURCHILL;CAPÃO RASO;351;VIDA;-25,5042903;-49,2958742
WINSTON CHURCHILL;PINHEIRINHO;100;PATRIMONIO;-25,5042903;-49,2958742
WINSTON CHURCHILL;PINHEIRINHO;33;VIDA;-25,5042903;-49,2958742
 WINSTON CHURCHILL;CAPÃO RASO;10;PATRIMONIO;-25,5042903;-49,2958742
WINSTON CHURCHILL;XAXIM;6;PATRIMONIO;-25,5042903;-49,2958742
 WINSTON CHURCHILL;CAPÃO RASO;4;VIDA;-25,5042903;-49,2958742
JACARÉZINHO;MERCÊS;5;PATRIMONIO;-25,4246217;-49,2957796
JACARÉZINHO;MERCÊS;3;VIDA;-25,4246217;-49,2957796
AFFONSO BARONI;PILARZINHO;47;PATRIMONIO;-25,380345;-49,2956619
AFFONSO BARONI;PILARZINHO;5;VIDA;-25,380345;-49,2956619
FRANCISCO FRISCHMANN;PORTÃO;4;VIDA;-25,4686448;-49,295626
PROFESSOR BRAZÍLIO OVÍDIO DA COSTA;PORTÃO;6;VIDA;-25,4621997;-49,2955737
PINHEIRINHO;PINHEIRINHO;3;VIDA;-25,51264965;-49,2954345
CAMPO LARGO DA PIEDADE;PILARZINHO;15;PATRIMONIO;-25,3905452;-49,2954219
CAMPO LARGO DA PIEDADE;PILARZINHO;2;VIDA;-25,3905452;-49,2954219
NOSSA SENHORA DO SAGRADO CORAÇÃO;PINHEIRINHO;10;VIDA;-25,5306044;-49,2953218
NOSSA SENHORA DO SAGRADO CORAÇÃO;PINHEIRINHO;9;PATRIMONIO;-25,5306044;-49,2953218
NOSSA SENHORA DO SAGRADO CORACAO;PINHEIRINHO;6;VIDA;-25,5306044;-49,2953218
NOSSA SENHORA DO SAGRADO CORACAO;PINHEIRINHO;6;PATRIMONIO;-25,5306044;-49,2953218
PAULO MARTINS;MERCÊS;2;VIDA;-25,4183647;-49,2953083
FAUSTINO RAIMUNDO PELLANDA;TATUQUARA;3;VIDA;-25,5505829;-49,2953055
JOAO BATISTA BURBELLO;TATUQUARA;58;PATRIMONIO;-25,5543156;-49,2952443
JOÃO BATISTA BURBELLO;TATUQUARA;23;PATRIMONIO;-25,5543156;-49,2952443
JOAO BATISTA BURBELLO;TATUQUARA;2;VIDA;-25,5543156;-49,2952443
JOÃO BATISTA BURBELLO;TATUQUARA;2;VIDA;-25,5543156;-49,2952443
PRINCESA IZABEL;BIGORRILHO;6;PATRIMONIO;-25,4347546;-49,2951269
BORORÓS;PORTÃO;5;PATRIMONIO;-25,4652841;-49,2949236
ISAAC GUELMANN;NOVO MUNDO;2;VIDA;-25,4801117;-49,2947746
PADRE ALBINO VICO;CAPÃO RASO;12;PATRIMONIO;-25,49601815;-49,29475794
JORNALISTA GERALDO RUSSE;PILARZINHO;22;PATRIMONIO;-25,3897801;-49,2947136
JORNALISTA GERALDO RUSSE;PILARZINHO;2;VIDA;-25,3897801;-49,2947136
ITATIAIA;PORTÃO;11;PATRIMONIO;-25,4779252;-49,2945489
ITATIAIA;PORTÃO;2;VIDA;-25,4779252;-49,2945489
VEREADOR ADEODATO VOLPI;CAPÃO RASO;36;PATRIMONIO;-25,497933;-49,2944889
VEREADOR ADEODATO VOLPI;CAPÃO RASO;2;VIDA;-25,497933;-49,2944889
VEREADOR ADEODATO VOLPI;CAPÃO RASO;32;PATRIMONIO;-25,497933;-49,2944889
ITAJUBÁ;PORTÃO;11;PATRIMONIO;-25,4807458;-49,2944756
ITAJUBÁ;PORTÃO;2;VIDA;-25,4807458;-49,2944756
JOÃO PALOMEQUE;NOVO MUNDO;2;VIDA;-25,4821974;-49,2944168
CORONEL JOÃO MARIA SOBRINHO;VISTA ALEGRE;7;PATRIMONIO;-25,4021146;-49,2943786
REPÚBLICA ARGENTINA;PORTÃO;475;PATRIMONIO;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;NOVO MUNDO;322;PATRIMONIO;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;ÁGUA VERDE;279;PATRIMONIO;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;PORTÃO;236;VIDA;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;NOVO MUNDO;173;VIDA;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;ÁGUA VERDE;68;VIDA;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;CAPÃO RASO;39;PATRIMONIO;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;VILA IZABEL;35;PATRIMONIO;-25,4725427;-49,2943114
 REPÚBLICA ARGENTINA;PORTÃO;13;PATRIMONIO;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;VILA IZABEL;10;VIDA;-25,4725427;-49,2943114
 REPÚBLICA ARGENTINA;NOVO MUNDO;10;PATRIMONIO;-25,4725427;-49,2943114
REPÚBLICA  ARGENTINA;PORTÃO;10;PATRIMONIO;-25,4725427;-49,2943114
REPÚBLICA ARGENTINA;CAPÃO RASO;6;VIDA;-25,4725427;-49,2943114
 REPÚBLICA ARGENTINA;NOVO MUNDO;2;VIDA;-25,4725427;-49,2943114
 REPÚBLICA ARGENTINA;PORTÃO;2;VIDA;-25,4725427;-49,2943114
PROFESSOR ULISSES VIEIRA;PORTÃO;2;VIDA;-25,4613534;-49,2940873
PROFESSOR ULISSES VIEIRA;SANTA QUITÉRIA;2;VIDA;-25,4613534;-49,2940873
PROFESSOR ULISSES VIEIRA;VILA IZABEL;2;VIDA;-25,4613534;-49,2940873
ANDRÉ FERREIRA BARBOSA;CAPÃO RASO;11;PATRIMONIO;-25,5170729;-49,2939688
ANDRÉ FERREIRA BARBOSA;CAPÃO RASO;5;VIDA;-25,5170729;-49,2939688
LEON NICOLAS;CAPÃO RASO;25;PATRIMONIO;-25,51511;-49,2939409
LEON NICOLAS;CAPÃO RASO;21;VIDA;-25,51511;-49,2939409
DA REPÚBLICA;GUAÍRA;11;PATRIMONIO;-25,4903142;-49,2938294
DA REPÚBLICA;PAROLIN;5;PATRIMONIO;-25,4903142;-49,2938294
DA REPÚBLICA;PORTÃO;5;PATRIMONIO;-25,4903142;-49,2938294
DA REPÚBLICA;GUAÍRA;3;VIDA;-25,4903142;-49,2938294
ANTÔNIO PETRUZZIELLO;PILARZINHO;6;PATRIMONIO;-25,3889689;-49,2937359
DIVINA PASTORA;MERCÊS;2;VIDA;-25,4189827;-49,2936929
IZAAC FERREIRA DA CRUZ;SÍTIO CERCADO;327;PATRIMONIO;-25,5269142;-49,2931525
IZAAC FERREIRA DA CRUZ;SÍTIO CERCADO;136;VIDA;-25,5269142;-49,2931525
IZAAC FERREIRA DA CRUZ;PINHEIRINHO;115;PATRIMONIO;-25,5269142;-49,2931525
IZAAC FERREIRA DA CRUZ;PINHEIRINHO;25;VIDA;-25,5269142;-49,2931525
IZAAC FERREIRA DA CRUZ;ALTO BOQUEIRÃO;14;PATRIMONIO;-25,5269142;-49,2931525
IZAAC FERREIRA DA CRUZ;ALTO BOQUEIRÃO;4;VIDA;-25,5269142;-49,2931525
 IZAAC FERREIRA DA CRUZ;SÍTIO CERCADO;2;VIDA;-25,5269142;-49,2931525
CAPITÃO SOUZA FRANCO;BATEL;7;PATRIMONIO;-25,4305671;-49,2931084
CAPITÃO SOUZA FRANCO;BIGORRILHO;5;PATRIMONIO;-25,4305671;-49,2931084
CAPITÃO SOUZA FRANCO;BATEL;4;VIDA;-25,4305671;-49,2931084
OTTO CABÉL;NOVO MUNDO;6;PATRIMONIO;-25,4921841;-49,29301569
SANTA MARIA;NOVO MUNDO;5;PATRIMONIO;-25,320257;-49,2925704
DESEMBARGADOR OTÁVIO DO AMARAL;BIGORRILHO;3;VIDA;-25,4346853;-49,2924909
BRASILIA;NOVO MUNDO;59;PATRIMONIO;-25,4865709;-49,2924726
 BRASILIA;NOVO MUNDO;24;PATRIMONIO;-25,4865709;-49,2924726
BRASÍLIA;CAPÃO RASO;23;PATRIMONIO;-25,4865709;-49,2924726
BRASÍLIA;NOVO MUNDO;14;PATRIMONIO;-25,4865709;-49,2924726
BRASÍLIA;CAPÃO RASO;10;VIDA;-25,4865709;-49,2924726
BRASÍLIA;NOVO MUNDO;4;VIDA;-25,4865709;-49,2924726
TITO SCHIER;PORTÃO;12;PATRIMONIO;-25,4780914;-49,29227
TITO SCHIER;FAZENDINHA;5;PATRIMONIO;-25,4780914;-49,29227
TITO SCHIER;PORTÃO;4;VIDA;-25,4780914;-49,29227
EMANOEL VOLUZ;PINHEIRINHO;4;VIDA;-25,5253449;-49,2921292
DOUTOR CARLOS DE CARVALHO;CENTRO;17;PATRIMONIO;-25,4377499;-49,2919084
DOUTOR CARLOS DE CARVALHO;BATEL;9;PATRIMONIO;-25,4377499;-49,2919084
DOUTOR CARLOS DE CARVALHO;CENTRO;6;VIDA;-25,4377499;-49,2919084
DOUTOR CARLOS DE CARVALHO;BATEL;3;VIDA;-25,4377499;-49,2919084
DOUTOR CARLOS DE CARVALHO;BIGORRILHO;2;VIDA;-25,4377499;-49,2919084
JOÃO BONATTO;PILARZINHO;2;VIDA;-25,3910767;-49,2918694
LOTHÁRIO BOUTIN;PINHEIRINHO;24;PATRIMONIO;-25,5090895;-49,2918462
LOTHÁRIO BOUTIN;PINHEIRINHO;10;VIDA;-25,5090895;-49,2918462
PROF. EURO BRANDÃO;PORTÃO;3;VIDA;-25,4763768;-49,2918229
ARTHUR LEINIG;VISTA ALEGRE;2;VIDA;-25,4097831;-49,2918127
ILDEFONSO STOCKLER DE FRANÇA;NOVO MUNDO;2;VIDA;-25,4803178;-49,2911715
CASTRO;ÁGUA VERDE;2;VIDA;-25,44965;-49,2910837
VISCONDE DE GUARAPUAVA;CENTRO;48;PATRIMONIO;-25,4456544;-49,2910326
VISCONDE DE GUARAPUAVA;ALTO DA RUA XV;32;PATRIMONIO;-25,4456544;-49,2910326
VISCONDE DE GUARAPUAVA;CENTRO;21;VIDA;-25,4456544;-49,2910326
VISCONDE DE GUARAPUAVA;ALTO DA RUA XV;2;VIDA;-25,4456544;-49,2910326
VISCONDE DE GUARAPUAVA;ALTO DA RUA XV;11;PATRIMONIO;-25,4456544;-49,2910326
VISCONDE DE GUARAPUAVA;CENTRO;6;VIDA;-25,4456544;-49,2910326
CORONEL GUILHERME THEODORO BUEST;UMBARÁ;3;VIDA;-25,5516497;-49,2910243
CARMELO RANGEL;BATEL;9;PATRIMONIO;-25,4411823;-49,2909971
FRANCISCO PILATTI;PILARZINHO;4;VIDA;-25,3807217;-49,2906941
MIGUEL DE LAZZARI;PILARZINHO;82;PATRIMONIO;-25,3924686;-49,2905573
MIGUEL DE LAZZARI;PILARZINHO;17;VIDA;-25,3924686;-49,2905573
 MIGUEL DE LAZZARI;PILARZINHO;8;PATRIMONIO;-25,3924686;-49,2905573
GUILHERME PUGSLEY;ÁGUA VERDE;5;PATRIMONIO;-25,4666671;-49,2903623
BR CENTO E DEZESSEIS;PINHEIRINHO;20;PATRIMONIO;-25,51333685;-49,28994652
AUGUSTO DE MARI;GUAÍRA;5;PATRIMONIO;-25,4742302;-49,2898351
AUGUSTO DE MARI;GUAÍRA;4;VIDA;-25,4742302;-49,2898351
PRESIDENTE TAUNAY;BATEL;6;VIDA;-25,4264566;-49,2897395
PRESIDENTE TAUNAY;MERCÊS;7;VIDA;-25,4264566;-49,2897395
