LOGRADOURO;BAIRRO ALTO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
HOLANDA;BACACHERI;14;VIDA;-25,3905456;-49,2574932
HOLANDA;BACACHERI;6;PATRIMONIO;-25,3905456;-49,2574932
CORONEL ZACARIAS;PRADO VELHO;49;PATRIMONIO;-25,447974;-49,2574257
CORONEL ZACARIAS;PRADO VELHO;10;VIDA;-25,447974;-49,2574257
MANOEL EUFRÁSIO;JUVEVÊ;2;VIDA;-25,4118871;-49,2574181
IGNEZ DE LOURDES GOMES DE MACEDO;SÍTIO CERCADO;7;PATRIMONIO;-25,5366276;-49,2574015
JOÃO GUALBERTO;ALTO DA GLÓRIA;247;PATRIMONIO;-25,4115353;-49,2573509
JOÃO GUALBERTO;CENTRO;246;PATRIMONIO;-25,4115353;-49,2573509
JOÃO GUALBERTO;CENTRO CÍVICO;91;PATRIMONIO;-25,4115353;-49,2573509
JOÃO GUALBERTO;JUVEVÊ;77;PATRIMONIO;-25,4115353;-49,2573509
JOÃO GUALBERTO;ALTO DA GLÓRIA;57;VIDA;-25,4115353;-49,2573509
JOÃO GUALBERTO;CENTRO;35;VIDA;-25,4115353;-49,2573509
JOÃO GUALBERTO;CENTRO CÍVICO;26;VIDA;-25,4115353;-49,2573509
JOÃO GUALBERTO;JUVEVÊ;21;VIDA;-25,4115353;-49,2573509
 JOÃO GUALBERTO;ALTO DA GLÓRIA;7;PATRIMONIO;-25,4115353;-49,2573509
CORONEL VICTOR AGNER KENDRICK;SÍTIO CERCADO;19;PATRIMONIO;-25,5320968;-49,257285
CORONEL VICTOR AGNER KENDRICK;SÍTIO CERCADO;3;VIDA;-25,5320968;-49,257285
CORONEL VICTOR AGNER KENDRICK;SÍTIO CERCADO;19;PATRIMONIO;-25,5320968;-49,257285
DAISY LUCI BERNO;GUAÍRA;9;PATRIMONIO;-25,4672599;-49,2571326
GUSTAVO PRESTES ALDENUCCI;SÍTIO CERCADO;2;VIDA;-25,5324925;-49,2571246
DA PAZ;CENTRO;9;PATRIMONIO;-25,4337102;-49,2566797
DA PAZ;JARDIM BOTÂNICO;2;VIDA;-25,4337102;-49,2566797
SÃO MIGUEL DO OESTE;CIDADE INDUSTRIAL;16;PATRIMONIO;-25,5554122;-49,2566573
SÃO MIGUEL DO OESTE;CIDADE INDUSTRIAL;2;VIDA;-25,5554122;-49,2566573
SERGIO VENCI;REBOUÇAS;2;VIDA;-25,4408281;-49,2566542
AGENOR ANTONIO RODRIGUES;SÍTIO CERCADO;2;VIDA;-25,5432168;-49,2566174
CAPISTRANO DE ABREU;BOA VISTA;2;VIDA;-25,384232;-49,2565852
DR. DOMÍCIO COSTA;XAXIM;19;PATRIMONIO;-25,510322;-49,2565573
VOLTAIRE;BARREIRINHA;12;PATRIMONIO;-25,3782459;-49,2563786
VOLTAIRE;BARREIRINHA;5;VIDA;-25,3782459;-49,2563786
DR. JOSÉ DE ALMEIDA PIMPÃO;SÍTIO CERCADO;18;PATRIMONIO;-25,5359067;-49,2562476
ORLANDO DE MOURA LEITE;BARREIRINHA;2;VIDA;-25,3717294;-49,2558929
OVÍDIO GARCEZ;CACHOEIRA;14;PATRIMONIO;-25,3485497;-49,25585
JUSSARA;SÍTIO CERCADO;74;PATRIMONIO;-25,5417318;-49,2558316
JUSSARA;SÍTIO CERCADO;25;VIDA;-25,5417318;-49,2558316
SENADOR SOUZA NAVES;ALTO DA RUA XV;5;PATRIMONIO;-25,4306946;-49,2555683
SENADOR SOUZA NAVES;CRISTO REI;2;VIDA;-25,4306946;-49,2555683
GUABIROTUBA;PRADO VELHO;5;VIDA;-25,4485067;-49,2555616
PROFESSOR JOÃO SOARES BARCELOS;BOQUEIRÃO;10;PATRIMONIO;-25,4788074;-49,2555083
PROFESSOR JOÃO SOARES BARCELOS;BOQUEIRÃO;3;VIDA;-25,4788074;-49,2555083
PROFESSOR JOÃO SOARES BARCELOS;HAUER;2;VIDA;-25,4788074;-49,2555083
HUSSEIN IBRAHIM OMAIRY;SÍTIO CERCADO;47;PATRIMONIO;-25,5516273;-49,2553659
 HUSSEIN IBRAHIM OMAIRY;SÍTIO CERCADO;10;PATRIMONIO;-25,5516273;-49,2553659
FERNANDO AMARO;ALTO DA RUA XV;2;VIDA;-25,4281894;-49,255274
AGOSTINHO ZANINELLI;BOA VISTA;5;VIDA;-25,3811917;-49,2552565
CAMPINA DA LAGOA;ALTO BOQUEIRÃO;51;PATRIMONIO;-25,5310354;-49,2551943
CAMPINA DA LAGOA;ALTO BOQUEIRÃO;9;VIDA;-25,5310354;-49,2551943
AV. PARANÁ;BACACHERI;6;PATRIMONIO;-25,4094572;-49,2551916
AVENIDA PARANÁ;BACACHERI;5;PATRIMONIO;-25,4094572;-49,2551916
AV. PARANÁ;BACACHERI;2;VIDA;-25,4094572;-49,2551916
AVENIDA PARANÁ;BACACHERI;2;VIDA;-25,4094572;-49,2551916
FRANCISCO NUNES;PRADO VELHO;18;VIDA;-25,452348;-49,2551649
FRANCISCO NUNES;PRADO VELHO;8;PATRIMONIO;-25,452348;-49,2551649
BR CENTO E DEZESSEIS;HAUER;5;PATRIMONIO;-25,47098895;-49,25509865
JOSE CASAGRANDE;VISTA ALEGRE;12;PATRIMONIO;-25,4559941;-49,2550313
JOSE CASAGRANDE;VISTA ALEGRE;2;VIDA;-25,4559941;-49,2550313
MAL. DEODORO;CENTRO;15;PATRIMONIO;-25,4273021;-49,2547418
MAL. DEODORO;CENTRO;3;VIDA;-25,4273021;-49,2547418
GUAÇÚI;SÍTIO CERCADO;115;PATRIMONIO;-25,5509388;-49,2546934
GUAÇÚI;GANCHINHO;113;PATRIMONIO;-25,5509388;-49,2546934
GUAÇUÍ;SÍTIO CERCADO;87;PATRIMONIO;-25,5509388;-49,2546934
 GUAÇÚI;GANCHINHO;26;PATRIMONIO;-25,5509388;-49,2546934
GUAÇUÍ;GANCHINHO;23;PATRIMONIO;-25,5509388;-49,2546934
GUAÇUÍ;SÍTIO CERCADO;21;VIDA;-25,5509388;-49,2546934
GUAÇUÍ;GANCHINHO;9;VIDA;-25,5509388;-49,2546934
GUAÇÚI;SÍTIO CERCADO;8;VIDA;-25,5509388;-49,2546934
ROBERTO BARBOSA DE ALMEIDA;ALTO BOQUEIRÃO;6;PATRIMONIO;-25,52882802;-49,25465268
FRANCISCO ALVES GUIMARAES;CRISTO REI;6;PATRIMONIO;-25,4335076;-49,2546442
MUNHOZ DA ROCHA;CABRAL;8;PATRIMONIO;-25,4110832;-49,2545895
MUNHOZ DA ROCHA;CABRAL;2;VIDA;-25,4110832;-49,2545895
ROSILDO PORTELA;GANCHINHO;2;VIDA;-25,56002;-49,2545416
JANDAIA DO SUL;SÍTIO CERCADO;17;PATRIMONIO;-25,5539298;-49,2544663
JANDAIA DO SUL;SÍTIO CERCADO;2;VIDA;-25,5539298;-49,2544663
JALES RIBEIRO DE MELLO;BARREIRINHA;3;VIDA;-25,3711924;-49,2540025
ALUIZIO FINZETTO;PRADO VELHO;18;PATRIMONIO;-25,4648451;-49,2536585
MÁRIO GASPARIN;SÍTIO CERCADO;3;VIDA;-25,544975;-49,2535507
FRANCISCO KOCHINSKI;SÍTIO CERCADO;17;PATRIMONIO;-25,5409296;-49,2535225
JOSÉ ZARAMELLA;BOA VISTA;7;PATRIMONIO;-25,3825797;-49,2534197
FREI HENRIQUE DE COIMBRA;HAUER;5;PATRIMONIO;-25,4805863;-49,253182
SOLDADO CIPRIANO PEREIRA BUENO;ALTO BOQUEIRÃO;2;VIDA;-25,5305183;-49,2530456
DES. VATÉL GONÇALVES PEREIRA;SÍTIO CERCADO;10;PATRIMONIO;-25,5360391;-49,25302
DESEMBARGADOR VATEL GONÇALVES PEREIRA;SÍTIO CERCADO;8;PATRIMONIO;-25,5360391;-49,25302
SAO VALERIO;CIDADE INDUSTRIAL;7;PATRIMONIO;-25,5595167;-49,2530074
IMACULADA CONCEIÇÃO;PRADO VELHO;34;PATRIMONIO;-25,4505378;-49,2529486
IMACULADA CONCEIÇÃO;PRADO VELHO;7;VIDA;-25,4505378;-49,2529486
DOUTOR DARIO LOPES DOS SANTOS;JARDIM BOTÂNICO;13;PATRIMONIO;-25,4359834;-49,2528777
DOUTOR DARIO LOPES DOS SANTOS;JARDIM BOTÂNICO;2;VIDA;-25,4359834;-49,2528777
SILVIO CORAZZA;GANCHINHO;6;PATRIMONIO;-25,5588141;-49,252797
SILVIO CORAZZA;GANCHINHO;5;VIDA;-25,5588141;-49,252797
SÍLVIO CORAZZA;GANCHINHO;2;VIDA;-25,5588141;-49,252797
ENGENHEIRO LEÃO SOUNIS;JARDIM BOTÂNICO;5;PATRIMONIO;-25,4376594;-49,2526662
JOÃO ALENCAR GUIMARÃES;SANTA QUITÉRIA;5;PATRIMONIO;-25,4047809;-49,2525282
JOÃO ALENCAR GUIMARÃES;SANTA QUITÉRIA;3;VIDA;-25,4047809;-49,2525282
DOS IPÊS;BARREIRINHA;8;PATRIMONIO;-25,375341;-49,2525005
FELIPE CAMARÃO;PRADO VELHO;3;VIDA;-25,4472303;-49,2524925
FELIPE CAMARÃO;REBOUÇAS;2;VIDA;-25,4472303;-49,2524925
JARDIM ALEGRE;SÍTIO CERCADO;2;VIDA;-25,5518758;-49,2524566
ATÍLIO BÓRIO;HUGO LANGE;14;VIDA;-25,4240571;-49,2522134
MANOEL ARISTIDES DE FARIAS;BARREIRINHA;2;VIDA;-25,368274;-49,2521702
ALFREDO GULIN;CABRAL;2;VIDA;-25,4063339;-49,251889
ORESTES CAMILLI;PRADO VELHO;5;PATRIMONIO;-25,4632793;-49,2518757
MARIA CLARA DE JESUS;GANCHINHO;40;PATRIMONIO;-25,5577147;-49,2515779
VICENTE CICCARINO;BOA VISTA;2;VIDA;-25,3983324;-49,2514883
IRMÃ FLÁVIA BORLET;BOQUEIRÃO;7;PATRIMONIO;-25,4870109;-49,2514572
IRMÃ FLÁVIA BORLET;BOQUEIRÃO;2;VIDA;-25,4870109;-49,2514572
CRISTIANO STROBEL;ALTO BOQUEIRÃO;2;VIDA;-25,5136865;-49,2514539
LEONARDO KRASINSKI;BOA VISTA;9;VIDA;-25,3869625;-49,251453
PREFEITO OMAR SABBAG;JARDIM BOTÂNICO;21;PATRIMONIO;-25,4379197;-49,2512464
PREFEITO OMAR SABBAG;JARDIM BOTÂNICO;6;VIDA;-25,4379197;-49,2512464
ISAIAS REGIS DE MIRANDA;BOQUEIRÃO;2;VIDA;-25,4846846;-49,2511775
ARY TABORDA;GANCHINHO;2;VIDA;-25,5569911;-49,2511161
SCHILLER;ALTO DA RUA XV;7;PATRIMONIO;-25,4356181;-49,2511039
SCHILLER;HUGO LANGE;3;VIDA;-25,4356181;-49,2511039
DOS FUNCIONÁRIOS;CABRAL;105;PATRIMONIO;-25,4072436;-49,2510929
DOS FUNCIONÁRIOS;CABRAL;99;VIDA;-25,4072436;-49,2510929
 DOS FUNCIONÁRIOS;CABRAL;8;PATRIMONIO;-25,4072436;-49,2510929
 DOS FUNCIONÁRIOS;CABRAL;3;VIDA;-25,4072436;-49,2510929
JOÃO SCHLEDER SOBRINHO;BOA VISTA;2;VIDA;-25,3914266;-49,2509157
SALVADOR FERRANTE;BOQUEIRÃO;5;PATRIMONIO;-25,5021441;-49,2508718
SALVADOR FERRANTE;BOQUEIRÃO;4;VIDA;-25,5021441;-49,2508718
CIDADE DE PALMAS;SÍTIO CERCADO;6;VIDA;-25,5450661;-49,250847
DO HERVAL;ALTO DA RUA XV;6;PATRIMONIO;-25,4325481;-49,2507133
ELI VOLPATO;SÍTIO CERCADO;2;VIDA;-25,5480123;-49,2504643
EDUARDO PINTO DA ROCHA;SÍTIO CERCADO;55;PATRIMONIO;-25,5528589;-49,250452
EDUARDO PINTO DA ROCHA;UMBARÁ;33;PATRIMONIO;-25,5528589;-49,250452
EDUARDO PINTO DA ROCHA;ALTO BOQUEIRÃO;24;PATRIMONIO;-25,5528589;-49,250452
EDUARDO PINTO DA ROCHA;SÍTIO CERCADO;12;VIDA;-25,5528589;-49,250452
EDUARDO PINTO DA ROCHA;ALTO BOQUEIRÃO;10;VIDA;-25,5528589;-49,250452
EDUARDO PINTO DA ROCHA;GANCHINHO;8;PATRIMONIO;-25,5528589;-49,250452
DOUTOR GOULIN;JUVEVÊ;3;VIDA;-25,4185052;-49,2504373
CAPITÃO AMIN MOSSE;ALTO BOQUEIRÃO;3;VIDA;-25,5316179;-49,2504143
MILTON MIRAMIR VISINONI;SÍTIO CERCADO;35;PATRIMONIO;-25,5434313;-49,2502128
CARLOS AMORETTY OSÓRIO;SÍTIO CERCADO;12;PATRIMONIO;-25,5434313;-49,2502128
MILTON MIRAMIR VISINONI;SÍTIO CERCADO;4;VIDA;-25,5434313;-49,2502128
GABRIEL CORISCO DOMINGUES;BOQUEIRÃO;2;VIDA;-25,5062451;-49,2501859
MANOEL FREIRE;PRADO VELHO;2;VIDA;-25,44514;-49,2501715
PROFESSOR JOSÉ MAURÍCIO HIGGINS;BOQUEIRÃO;3;VIDA;-25,4974608;-49,2501654
ARY BARROSO;BOA VISTA;2;VIDA;-25,392161;-49,2500284
ALEXANDRO GLENSKI;GANCHINHO;12;VIDA;-25,5639643;-49,2500073
ALEXANDRO GLENSKI;GANCHINHO;7;PATRIMONIO;-25,5639643;-49,2500073
PROFESSORA MARIA DE ASSUMPÇÃO;BOQUEIRÃO;31;VIDA;-25,4842091;-49,2500019
PROFESSORA MARIA DE ASSUMPÇÃO;BOQUEIRÃO;21;PATRIMONIO;-25,4842091;-49,2500019
 PROFESSORA MARIA DE ASSUMPÇÃO;BOQUEIRÃO;4;VIDA;-25,4842091;-49,2500019
PROFESSORA MARIA DE ASSUMPÇÃO;HAUER;3;VIDA;-25,4842091;-49,2500019
PROFESSORA MARIA DE ASSUMPÇÃO;BOQUEIRÃO;18;PATRIMONIO;-25,4842091;-49,2500019
PROFESSORA MARIA DE ASSUMPÇÃO;BOQUEIRÃO;10;VIDA;-25,4842091;-49,2500019
SÃO JOSÉ;CRISTO REI;86;PATRIMONIO;-25,4260675;-49,24995453
SÃO JOSÉ;CRISTO REI;14;VIDA;-25,4260675;-49,24995453
JUNDIAÍ DO SUL;SÍTIO CERCADO;10;PATRIMONIO;-25,5507582;-49,2497302
ARISTIDES MARQUEZINI;SÍTIO CERCADO;5;PATRIMONIO;-25,5395187;-49,2496769
ARISTIDES MARQUEZINI;SÍTIO CERCADO;2;VIDA;-25,5395187;-49,2496769
REINALDO DE CARVALHO;GANCHINHO;5;VIDA;-25,5561726;-49,2495988
REINALDO DE CARVALHO-BOLA;GANCHINHO;5;PATRIMONIO;-25,5561726;-49,2495988
MIGUEL ROSSETIM;GANCHINHO;9;PATRIMONIO;-25,5500331;-49,2489907
MIGUEL ROSSETIM;GANCHINHO;2;VIDA;-25,5500331;-49,2489907
DOS PIONEIROS;ALTO BOQUEIRÃO;177;PATRIMONIO;-25,5296769;-49,2488227
DOS PIONEIROS;SÍTIO CERCADO;174;PATRIMONIO;-25,5296769;-49,2488227
DOS PIONEIROS;ALTO BOQUEIRÃO;25;VIDA;-25,5296769;-49,2488227
DOS PIONEIROS;SÍTIO CERCADO;15;VIDA;-25,5296769;-49,2488227
 DOS PIONEIROS;SÍTIO CERCADO;13;PATRIMONIO;-25,5296769;-49,2488227
FREDERICO MAURER;BOQUEIRÃO;5;PATRIMONIO;-25,4837304;-49,2488183
FREDERICO MAURER;BOQUEIRÃO;2;VIDA;-25,4837304;-49,2488183
VEREADOR GARCIA RODRIGUES VELHO;CABRAL;2;VIDA;-25,4053497;-49,2487007
CORONEL JOÃO DA SILVA SAMPAIO;JARDIM BOTÂNICO;6;PATRIMONIO;-25,441061;-49,2483701
CORONEL JOÃO DA SILVA SAMPAIO;JARDIM BOTÂNICO;2;VIDA;-25,441061;-49,2483701
ESPERANDIO DOMINGOS FOGGIATTO;PRADO VELHO;3;VIDA;-25,4494671;-49,2483398
FRANCISCO SKROCK;SÍTIO CERCADO;2;VIDA;-25,5427221;-49,248296
EXPEDICIONÁRIO FRANCISCO PEREIRA DOS SANTOS;ALTO BOQUEIRÃO;6;VIDA;-25,5391841;-49,2480773
EXP. FRANCISCO PEREIRA DOS SANTOS;ALTO BOQUEIRÃO;5;PATRIMONIO;-25,5391841;-49,2480773
ARISTOCLETO TABORDA PORTELLA;GANCHINHO;2;VIDA;-25,5575466;-49,2480288
LAERTES LUIZ FOGGIATO;SÍTIO CERCADO;9;PATRIMONIO;-25,5460051;-49,2479516
REINALDINO SCHAFFENBERG DE QUADROS;ALTO DA RUA XV;5;PATRIMONIO;-25,4301782;-49,2479489
PADRE GERMANO MAYER;ALTO DA RUA XV;15;PATRIMONIO;-25,4161597;-49,2478185
PADRE GERMANO MAYER;ALTO DA RUA XV;5;VIDA;-25,4161597;-49,2478185
