NOME;LOGRADOURO;BAIRRO;TIPO;LATITUDE;LONGITUDE
MARTINUS CENTRO, C-EI EF M P;RUA PRESIDENTE CARLOS CAVALCANTI 999;SAO FRANCISCO;PRIVADO;-25,42541705;-49,27487777
NOSSO TEMPO, C E I;RUA INEZ JACEK 25;ORLEANS;PRIVADO;-25,4255781;-49,3516243
CRISTAO ESPACO COLORIDO, C E I;RUA ANGELO CARON 17;SAO BRAZ;PRIVADO;-25,4255922;-49,348129
ADOLFO B DE MENEZES, C E I DR;ALAMEDA CABRAL 340;CENTRO;PRIVADO;-25,4256695;-49,279772
PRIMAVERA, E-EF MOD ED ESP;RUA MONTE CASTELO 1040;TARUMA;PRIVADO;-25,425712;-49,2310786
BRINCAR DE APRENDER, C E I;RUA PRUDENTE DE MORAES 631;CENTRO;PRIVADO;-25,4257271;-49,2846214
MATHISA, CEBJA A DISTANCIA-EF M;RUA RENASCENCA 30;SANTA FELICIDADE;PRIVADO;-25,4258313;-49,1948567
LUNALUA, C E I;RUA IZAIAS BEVILACQUA 880;MERCES;PRIVADO;-25,42606982;-49,2907379
CENTRO EDUC PROFIS KERN;RUA PRESIDENTE CARLOS CAVALCANTI 378;CENTRO;PRIVADO;-25,42629975;-49,26883393
NOSSA SRA DE SION, C - EI EF M;AL PRESIDENTE TAUNAY 260;BATEL;PRIVADO;-25,4264566;-49,2897395
VOLGENEST, C E I;RUA PREF ANGELO LOPES 965;ALTO DA XV;PRIVADO;-25,42658417;-49,2436592
ESPACO COLORIDO, C E I;AVENIDA VEREADOR TOALDO TULIO 4347;SAO BRAZ;PRIVADO;-25,426753;-49,3530382
BRASILEIRA ARABE DE CURITIBA, E-EF;RUA DR KELLERS 473;SAO FRANCISCO;PRIVADO;-25,4267931;-49,2781799
SOL NASCENTE, C E I;RUA CONSELHEIRO ARAUJO 454;CENTRO;PRIVADO;-25,426979;-49,2653997
ESCADA DO TEMPO, C E I;RUA RAPHAEL PAPA 107;JARDIM SOCIAL;PRIVADO;-25,4270383;-49,239432
POSITIVO JUNIOR, E-EI EF;RUA MARCELINO CHAMPAGNAT 733;MERCES;PRIVADO;-25,4271293;-49,2941219
JARDIM FELIZ, C E I;RUA BERNARDINO LATAURO 393;ORLEANS;PRIVADO;-25,42720905;-49,35738
A ESCADA DO TEMPO, C E I;RUA MARECHAL DEODORO 1634;CENTRO;PRIVADO;-25,4272141;-49,2570347
RAIO DE SOL, C E I;RUA JOAQUIM DA SILVA SAMPAIO 71;MERCES;PRIVADO;-25,42753;-49,2945448
ASSOCIACAO FRANCISCANA DE ENSINO SENHOR BOM JESUS;R. 24 DE MAIO 135;CENTRO;PRIVADO;-25,4277804;-49,2673782
ANATOLIA, E MDE-EI EF;RUA MARTIN AFONSO 575;CENTRO;PRIVADO;-25,4278663;-49,2828721
CENTRO ENS PROFIS TECNICO-CEPROTEC;RUA PRESIDENTE FARIA 282;CENTRO;PRIVADO;-25,4279703;-49,2683229
DYNAMICO, C-EM;LARGO CORONEL ENEAS 14;SAO FRANCISCO;PRIVADO;-25,4280364;-49,2720117
ASSOCIAÇÃO EDUCACIONAL DA IGREJA EVANGÉLICA ASSEMB;R. PRESIDENTE FARIA 275;CENTRO;PRIVADO;-25,4281394;-49,2685433
CENTRO DE REEDUCACAO VISUAL;RUA DO ROSARIO 144;CENTRO;PRIVADO;-25,4281717;-49,27299828
CENTRO REG ATEND INT AO DEFICIENTE-CRAID;RUA DO ROSARIO 144;CENTRO;PRIVADO;-25,4281717;-49,27299828
UNINTER, CIEBJA - EM P;RUA DO ROSARIO 147;CENTRO;PRIVADO;-25,4282713;-49,2733637
PEIXINHO DOURADO BABY, CEI;RUA FERNANDO AMARO 637;ALTO DA XV;PRIVADO;-25,4283734;-49,2521242
CASTELINHO DO SABER, C E I;RUA BENJAMIN CONSTANT 531;CENTRO;PRIVADO;-25,4284429;-49,2598732
PEIXINHO DOURADO, C E I;RUA FERNANDO AMARO 622;ALTO DA XV;PRIVADO;-25,42854895;-49,25230247
CENTRO DE ESTUDOS SUPERIORES POSITIVO LTDA;R. XV DE NOVEMBRO 950;CENTRO;PRIVADO;-25,42871;-49,2649191
SANTO ANJO, C E I;RUA FREDERICO CANTERELLI 298;BIGORRILHO;PRIVADO;-25,42876774;-49,29716627
CENTRO EDUC PROFIS SAO GABRIEL;RUA GENERAL CARNEIRO 719;CENTRO;PRIVADO;-25,4289234;-49,2601686
ANCHIETA CENTRO, C-EF M P;TRAVESSA TOBIAS DE MACEDO 50;CENTRO;PRIVADO;-25,4290791;-49,2701025
CENTRO EDUC PROFIS PARANAENSE CENTPAR;RUA BENJAMIN CONSTANT 272;CENTRO;PRIVADO;-25,4295997;-49,2621542
SANTO ANJO ANJINHO, C E I;RUA FREDERICO CANTARELLI 520;BIGORRILHO;PRIVADO;-25,4296363;-49,2992684
PIPA ENCANTADA, C E I;RUA GENERAL CARNEIRO 61;ALTO DA GLORIA;PRIVADO;-25,4297837;-49,2598596
SESC, CEBJA-EF M;RUA VISCONDE DO RIO BRANCO 969;CENTRO;PRIVADO;-25,42991535;-49,28063201
BIDUZINHO, C E I;AL JULIA DA COSTA 771;MERCES;PRIVADO;-25,429932;-49,2847137
ONOFRE SOARES, E;RUA TOBIAS DE MACEDO JUNIOR 333;CENTRO;PRIVADO;-25,4299804;-49,3220164
ANDRE LUIZ, E-EI EF;RUA TOBIAS DE MACEDO JUNIOR 333;SANTO INACIO;PRIVADO;-25,4299804;-49,3220164
UNIPUBLICA - UNIAO PARA QUALIFICACAO E DESENVOLVIM;R. DESEMBARGADOR CLOTÁRIO PORTUGAL 39;CENTRO;PRIVADO;-25,4300212;-49,2769862
CENTRO EDUC PROFIS EPICOS;RUA CONSELHEIRO LAURINDO 357;ALTO DA GLORIA;PRIVADO;-25,4300494;-49,2648655
PEQUENO GENIO, C E I;RUA FREI ORLANDO 1009;TARUMA;PRIVADO;-25,4303646;-49,2364358
UB UNIBRASIL EDUCACIONAL LTDA;AV. SENADOR SOUZA NAVES 470;ALTO DA XV;PRIVADO;-25,4306946;-49,2555683
INSTITUTO BRAS DE THERAPIAS E ENS-IBRATE;RUA VOLUNTARIOS DA PATRIA 215;CENTRO;PRIVADO;-25,4309418;-49,2767381
SPEI,C-EM EDUC PROFIS;RUA CRUZ MACHADO 525;CENTRO;PRIVADO;-25,4309418;-49,2767381
SOCIEDADE PARANAENSE DE ENSINO E INFORMÁTICA - SPE;R. CRUZ MACHADO 525;CENTRO;PRIVADO;-25,4315449;-49,2783151
MENA CAMARGO, C E I;RUA CORONEL IRAZE PAES BRASIL 130;PORTAO;PRIVADO;-25,4316167;-49,2292354
C A E E HERMANN GORGEN;RUA PEDRO IVO 755;CENTRO;PRIVADO;-25,4319014;-49,26665986
SANTO ANJO BARIGUI, C-EF M;ROD CURITIBA-PONTA GROSSA, BR 277 1115;MOSSUNGUE;PRIVADO;-25,43195944;-49,32438152
CENTRO EDUC PROFIS RUI BARBOSA;AV LUIZ XAVIER 75;CENTRO;PRIVADO;-25,4321506;-49,2742701
ASSOCIAÇÃO FRANCISCANA DE ENSINO SENHOR BOM JESUS;R. FIORAVANTE DALLA STELLA 90;ABRANCHES;PRIVADO;-25,4321797;-49,2462234
BOM JESUS NOSSA SRA LOURDES, C-EI EF M;RUA FIORAVANTE DALLA STELLA 90;CAJURU;PRIVADO;-25,4321797;-49,2462234
COSMOS, E-EI EF;RUA GENERAL CARNEIRO 1149;CENTRO;PRIVADO;-25,4323695;-49,2584691
DECISIVO CRISTO REI, C-EI EF M;RUA DO HERVAL 801;CRISTO REI;PRIVADO;-25,43239275;-49,24893206
CRIANCA EM FOCO, C E I;RUA AUGUSTO STELFELD 1262;BIGORRILHO;PRIVADO;-25,4324558;-49,2859025
TUNEL DO TEMPO, C E I;AVENIDA MARECHAL HUMBERTO DE AL CASTELO BRANCO 621;CRISTO REI;PRIVADO;-25,4324567;-49,2380751
SANTINO GRADUACAO E POS A DISTANCIA LTDA;R. DOUTOR FAIVRE 1064;CENTRO;PRIVADO;-25,4324838;-49,2597108
CENTRO EDUC PROFIS IPPASAUDE;RUA PEDRO IVO 699;CENTRO;PRIVADO;-25,43250075;-49,26725205
COMPASSO, C E I;RUA HERVAL 651;CRISTO REI;PRIVADO;-25,4325264;-49,2499486
BONECO DE NEVE, C E I;RUA DESEMBARGADOR OTAVIO DO AMARAL 473;BIGORRILHO;PRIVADO;-25,4325579;-49,2936453
PORTO SEGURO, C E I;RUA DO HERVAL 426;ALTO DA XV;PRIVADO;-25,4325644;-49,2522182
CENTRO EDUC PROFIS IBREP/PR;RUA VISCONDE DE NACAR 1165;CENTRO;PRIVADO;-25,4327382;-49,2776531
CENTRO EDUC PROF UNITEC-CARLOS GOMES;RUA MONSENHOR CELSO 339;CENTRO;PRIVADO;-25,4329906;-49,2698872
CENTRO EDUC PROFIS CORPO E MENTE-CUR TRE;AL DR MURICY 509;CENTRO;PRIVADO;-25,4330151;-49,2720962
ANNETTE MACEDO, C E I;AV VICENTE MACHADO 599;CENTRO;PRIVADO;-25,4332974;-49,2769665
POSITIVO VICENTE MACHADO, C - EM;AV VICENTE MACHADO 317 321;CENTRO;PRIVADO;-25,4332974;-49,2769665
RAPUNZEL, C E I;RUA BRUNO FILGUEIRA 1910;BIGORRILHO;PRIVADO;-25,4332995;-49,2957127
MEGATON, C E I;RUA JOSE IZIDORO BIAZZETO 313;CAMPO COMPRIDO;PRIVADO;-25,43348185;-49,33879104
CENTRO EDUC PROFIS IPPEO;RUA JOSE LOUREIRO 347;CENTRO;PRIVADO;-25,4336457;-49,2724309
ELITE DE CURITIBA, C-EM;RUA EMILIANO PERNETA 566;CENTRO;PRIVADO;-25,4336896;-49,2738223
CENTRO DE ESTUDOS SUPERIORES POSITIVO LTDA;PC. GENERAL OSÓRIO 125;CENTRO;PRIVADO;-25,43378674;-49,27554364
RODA DO TEMPO, C E I;AL PRINCESA ISABEL 1710;BATEL;PRIVADO;-25,4340775;-49,2935833
POSITIVO ANGELO SAMPAIO, C-EM PROFIS;RUA ANGELO SAMPAIO 2300;BATEL;PRIVADO;-25,4340973;-49,28806313
CENT EDUC PROF POSITIVO CATARINA LABOURE;RUA ALFERES ANGELO SAMPAIO 2300;BIGORRILHO;PRIVADO;-25,4340973;-49,28806313
MARIA R JUNQUEIRA, E PROFIS;RUA SALDANHA MARINHO 570;CENTRO;PRIVADO;-25,4340974;-49,2861093
UNINTER EDUCACIONAL S/A;R. SALDANHA MARINHO 131;CENTRO;PRIVADO;-25,4340974;-49,2861093
FACULDADES BEM TE VI LTDA;R. ANDRE DE BARROS 626;CENTRO;PRIVADO;-25,4341242;-49,2666169
ACESSO ANDRE DE BARROS, C-EM;RUA ANDRE DE BARROS 678;CENTRO;PRIVADO;-25,4343001;-49,2660872
CENTRO EDUC PROFIS CETEP;RUA FRANCISCO TORRES 768;CENTRO;PRIVADO;-25,4343921;-49,2599047
MEU PEQUENO REINO, C E I;RUA JOAO NEGRAO 551;CENTRO;PRIVADO;-25,4345625;-49,2645172
CENTRO EDUC PROF MICROCAPITAL;AV VISCONDE DE NACAR 1455;CENTRO;PRIVADO;-25,4347153;-49,2759185
PROJETO 21 MOSSUNGUE, C E I;RUA DOMINGOS IMBRONIZIO 329;MOSSUNGUE;PRIVADO;-25,4348443;-49,3267495
KIDS, C E I;RUA SALDANHA MARINHO 1836;;PRIVADO;-25,4351496;-49,288976
KIDS KINDER, CEI;RUA SALDANHA MARINHO 1884;BIGORRILHO;PRIVADO;-25,4353003;-49,2893573
PORTAL DO SABER, C E I;RUA PROF JOAO FALARZ 699;CAMPO COMPRIDO;PRIVADO;-25,4353101;-49,350217
INSTITUTO PRESBITERIANO MACKENZIE;R. PADRE ANCHIETA 2770;BIGORRILHO;PRIVADO;-25,4353745;-49,3060377
SESC SAO JOSE, C-EM;PRACA RUI BARBOSA 661;CENTRO;PRIVADO;-25,43542355;-49,27482265
SABER, C-EM;RUA BARAO DO RIO BRANCO 623;CENTRO;PRIVADO;-25,43545365;-49,26654324
CIRANDA, C E I;AL PRINCESA IZABEL 2090;BIGORRILHO;PRIVADO;-25,4355101;-49,2973049
HOSPITAL UNIVERSITARIO CAJURU, C E I;AV SAO JOSE 300;CRISTO REI;PRIVADO;-25,4357031;-49,2465234
DECISIVO COMENDADOR, C-E M;RUA COMENDADOR ARAUJO 327;CENTRO;PRIVADO;-25,436029;-49,2791802
CAMINHOS DO SOL, C E I;RUA NICOLAU GULBINO 170;CAPAO DA IMBUIA;PRIVADO;-25,4361812;-49,224713
MINUTO DO SABER, C E I;RUA RAUL CARON 772;CAPAO DA IMBUIA;PRIVADO;-25,4362841;-49,212461
CENTRO EDUC PROFIS DEMOCRATA;RUA ANDRE DE BARROS, LOJA 02 626;CENTRO;PRIVADO;-25,43634896;-49,27248457
IESDE-INTELIGENCIA EDUC E SIST DE ENSINO;AL DR CARLOS DE CARVALHO 1482;CENTRO;PRIVADO;-25,4365272;-49,289005
CENTRO EDUC PROFIS UNITEC;AV SETE DE SETEMBRO 2654;;PRIVADO;-25,43665065;-49,2647385
BEIJA FLOR, C E I;RUA JOSE NICCO 731;MOSSUNGUE;PRIVADO;-25,4370205;-49,3358205
PEQUENO GALILEU, C E I;RUA IZAIR DE ANHAIA 36;CAPAO DA IMBUIA;PRIVADO;-25,4371439;-49,2079616
ESTACAO FELICIDADE, C E I;RUA ROBERTO CICHON 569;CAPAO DA IMBUIA;PRIVADO;-25,437148;-49,2308117
PONTINHO DE LUZ, C E I;RUA DONA ALICE TIBIRICA 307;BIGORRILHO;PRIVADO;-25,4372883;-49,3008721
GAIA, C E I;RUA EUCLIDES DA CUNHA 874;BIGORRILHO;PRIVADO;-25,4373918;-49,2965137
PIMPAO, C E I-SUBS CHAMPAGNAT;RUA EUCLIDES DA CUNHA 874;BIGORRILHO;PRIVADO;-25,4373918;-49,2965137
CASINHA FELIZ, C E I;AL DR CARLOS DE CARVALHO 1677;BATEL;PRIVADO;-25,4373983;-49,2905947
PRIMEIRA INFANCIA, C E I;RUA RUBENS SANTOS COSTA 21;CRISTO REI;PRIVADO;-25,4375711;-49,2378354
LEAOZINHO DE JUDA, C E I;RUA CORONEL ARTHUR FERREIRA DE ABREU 78;CAPAO DA IMBUIA;PRIVADO;-25,4375803;-49,2203706
TISTU II, C E I;RUA BRASILIO ITIBERE 4058;AGUA VERDE;PRIVADO;-25,4379351;-49,2453703
MUNDO MAGICO, C E I;RUA URBANO LOPES 65;CRISTO REI;PRIVADO;-25,4379876;-49,2360804
FAROL DA CRIANCA, C E I;RUA PAULO GORSKI 826;MOSSUNGUE;PRIVADO;-25,4380859;-49,32244695
SESI-CAJURU, C E I;AV NOSSA SENHORA DA PENHA 250;CAJURU;PRIVADO;-25,4380997;-49,2349805
CENTRO EDUC PROFIS APROVACAO;RUA DR PEDROSA 313;CENTRO;PRIVADO;-25,4383668;-49,2772738
FACULDADE APROVAÇÃO;R. DOUTOR PEDROSA 313;CENTRO;PRIVADO;-25,4383668;-49,2772738
EGREGORA, E-EF MOD ED ESP;RUA PADRE PAULO WARKOCZ 670;JD GABINETO;PRIVADO;-25,4385361;-49,3550879
SANTO ANJO ECOVILLE, E-EI EF;RUA FRANCISCO NADOLNY 635;CAMPINA SIQUEIRA;PRIVADO;-25,4385375;-49,314243
ASSOCIACAO FRANCISCANA DE ENSINO SENHOR BOM JESUS;AV. VISCONDE DE GUARAPUAVA 3263;CENTRO;PRIVADO;-25,438655;-49,2728267
EQUIPE, CEBJA A DISTANCIA-EF M;RUA LAMENHA LINS 225;CENTRO;PRIVADO;-25,4387091;-49,2761
STUDIO, E DANCA;RUA TEIXEIRA COELHO 242;BATEL;PRIVADO;-25,4391237;-49,2883206
SESC, C E I;AV SETE DE SETEMBRO 3219;CENTRO;PRIVADO;-25,4393293;-49,2705099
CENTRO ENS GRAU TECNICO-UNID CTBA 7 SETE;AV SETE DE SETEMBRO 3293;CENTRO;PRIVADO;-25,4396507;-49,2713412
ANJINHO KIDS, E-EI EF;AVENIDA PRESIDENTE AFFONSO CAMARGO 3959;CAPAO DA IMBUIA;PRIVADO;-25,4398175;-49,2217413
JUNSHIN, C E I;RUA NUNES MACHADO 289;CENTRO;PRIVADO;-25,4398946;-49,2742143
PROJETO 21, E-EI EF;RUA HUGO KINZELMANN 383;CAMPINA SIQUEIRA;PRIVADO;-25,4399803;-49,3139984
OBRA PRIMA, C E I;RUA FREDERICO STADLER JUNIOR 1324;CAPAO DA IMBUIA;PRIVADO;-25,4401323;-49,2079447
CREATIVITA, C E I;RUA ILDEFONSO BORBA CORDEIRO 60;BATEL;PRIVADO;-25,44033545;-49,28936233
CENTRO EDUC PROFIS BRAS EST SISTEMICOS;AV MARECHAL FLORIANO PEIXOTO 1174;REBOUCAS;PRIVADO;-25,4404121;-49,2676592
PEGASUS, C E I;RUA OLAVO BILAC 95;BATEL;PRIVADO;-25,44054095;-49,29150082
IZABELA, C E I;RUA JOSE ISIDORO BIAZETTO 1310;CAMPO COMPRIDO;PRIVADO;-25,44068968;-49,34350234
CRISTA MONTE SIAO, E - EI EF;RUA ANTONIO OLIVIO RODRIGUES 78;CAJURU;PRIVADO;-25,4409919;-49,2319343
MARIA AMELIA, C E I;RUA CASEMIRO AUGUSTO RODACKI 444;CIC;PRIVADO;-25,4412723;-49,3592453
INSTITUTO MONITOR;AV SETE DE SETEMBRO 3877;CENTRO;PRIVADO;-25,4414488;-49,2760173
TAGARELA, C E I;RUA PRESIDENTE AFFONSO CAMARGO 4689;CAPAO DA IMBUIA;PRIVADO;-25,4414685;-49,2179369
OSNY M SALDANHA, E PROF-EF MOD ED ESP;AV VISCONDE DE GUARAPUAVA 4146;BATEL;PRIVADO;-25,4414715;-49,2808843
PONTO A PONTO, C E I;AV VICENTE MACHADO 2374;BATEL;PRIVADO;-25,4416128;-49,29890031
ABELHINHA, PRE ESC-EI;RUA ANGELO SAMPAIO 371;AGUA VERDE;PRIVADO;-25,4416751;-49,2833796
ESTIMULACAO E DESENV-CEDAE, E-EI EF M EE;RUA ALFERES ANGELO SAMPAIO 1597;BATEL;PRIVADO;-25,4416751;-49,2833796
CRESCER E SABER, E-EI EF;RUA ENGENHEIRO REBOUCAS 341;JARDIM BOTANICO;PRIVADO;-25,4419827;-49,259858
CENTRO EDUC PROFIS EXITUM;AV IGUACU 754;REBOUCAS;PRIVADO;-25,4420236;-49,2692059
NOVA SUPER KIDS, C E I;RUA FRANCISCO MOTA MACHADO 2100;CAPAO DA IMBUIA;PRIVADO;-25,4421942;-49,2141482
OPET, C-EM PROFIS;AV IGUACU 755;REBOUCAS;PRIVADO;-25,4422902;-49,2690157
POSITIVO SETE DE SETEMBRO, C - EM;AV SETE DE SETEMBRO 4228;BATEL;PRIVADO;-25,4423466;-49,27967301
KAMBY, C E I;RUA OSVALDO TOSATO 14;CAMPO COMPRIDO;PRIVADO;-25,4430375;-49,3452867
CENT EDUC PROF INC-INST NEUROL CURITIBA;RUA JEREMIAS MACIEL PERRETO 300;CAMPO COMPRIDO;PRIVADO;-25,44315225;-49,33840175
ALTO PADRAO, C-EI EF M;RUA SANTO ANDRE 121;CAJURU;PRIVADO;-25,4432437;-49,2320127
VICENTINO SANTA LUISA, C E I;RUA EMB HIPOLITO DE ARAUJO 203;VILA TORRES;PRIVADO;-25,44328273;-49,2527433
SANTA LUIZA, CENTRO VICENTINO ED INF;RUA EMBAIXADOR HIPOLITO DE ARAUJO 203;PRADO VELHO;PRIVADO;-25,4433479;-49,2529463
PIMPAO, C E I-SEDE;RUA ENGENHEIRO REBOUCAS 1867;REBOUCAS;PRIVADO;-25,4436338;-49,2636763
MENINICE, E-EI EF;RUA ANGELA GANZ 218;CAMPINA SIQUEIRA;PRIVADO;-25,4436562;-49,3071262
GENIAL, C E I;RUA DR ESTEVAM R DE SOUZA NETTO 1062;CAJURU;PRIVADO;-25,4437299;-49,2189397
NABIL TACLA GET VARGAS, E-EI EF MOD ED E;AV GETULIO VARGAS 944;REBOUCAS;PRIVADO;-25,443784;-49,2691451
ESPERANCA, CRECHE;AV GETULIO VARGAS 970;REBOUCAS;PRIVADO;-25,4438393;-49,2692895
CENTRO EDUC PROFIS FILADELFIA;RUA ALMIRANTE GONCALVES 441;CENTRO;PRIVADO;-25,4439704;-49,256466
CENTRO EDUC PROFIS TUI-NA SYSTEM MASSAGE;RUA ALMIRANTE GONCALVES 441;REBOUCAS;PRIVADO;-25,4439704;-49,256466
PEQUENO RODOVIARIO, C E I;RUA SANTO ANTONIO 185;REBOUCAS;PRIVADO;-25,4440306;-49,2640786
CENTRO ED PROFIS ANISIO J. PEDRUSSI-CEAP;AV MARECHAL FLORIANO PEIXOTO 7137;BOQUEIRAO;PRIVADO;-25,4441352;-49,2656105
EUROPROTESE-CENTRO ESTUDOS PROT ODONT;AV MARECHAL FLORIANO PEIXOTO 114;CENTRO;PRIVADO;-25,4441352;-49,2656105
WALDORF TURMALINA, E-EI EF;RUA EDUARDO SPRADA 3572;CAMPO COMPRIDO;PRIVADO;-25,4441443;-49,3399302
ECUMENICA JURIL CARNASCIALLI, E-EF M E E;AV PREFEITO LOTHARIO MEISSNER 836;JARDIM BOTANICO;PRIVADO;-25,4442102;-49,2369099
SAO JOAO BATISTA, C E I;RUA PIQUIRI 326;REBOUCAS;PRIVADO;-25,4443032;-49,2613206
HOSPITAL PEQUENO PRINCIPE, C E I;AV IGUACU 1438;CENTRO;PRIVADO;-25,4444016;-49,2754181
ECUMENICA, E-EF MOD ED ESP;AVENIDA PREF LOTHARIO MEISSNER 836;JARDIM BOTANICO;PRIVADO;-25,44450063;-49,23708481
CARAMELO, CEI;RUA EDUARDO SPRADA 4005;CAMPO COMPRIDO;PRIVADO;-25,4446368;-49,3442612
POSITIVO INTERNACIONAL, C-EI EF M PROFIS;RUA PEDRO VIRIATO PARIGOT DE SOUZA 5300;CAMPO COMPRIDO;PRIVADO;-25,4447392;-49,3602709
CENTRO DE ESTUDOS SUPERIORES POSITIVO LTDA;R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA 5300;CIC;PRIVADO;-25,4447392;-49,3602709
CANTINHO FELIZ, C E I;RUA PREF LOTHARIO MEISSNER 350;JARDIM BOTANICO;PRIVADO;-25,44480566;-49,24132612
XODO DA TITIA, C E I;RUA FRANCISCO NUNES 370;REBOUCAS;PRIVADO;-25,4448763;-49,2574946
TECNICA PROFISSIONAL, E;RUA ENGENHEIRO REBOUCAS 2213;REBOUCAS;PRIVADO;-25,4449048;-49,2668042
NUVEM BRANCA, C E I;RUA NATAL 125;CAJURU;PRIVADO;-25,4449052;-49,2124541
SAGRADO C DE JESUS, C-EI EF M N;AV IGUACU 1550;AGUA VERDE;PRIVADO;-25,444909;-49,2767378
CHAVE DE DAVI-ESCOLA DE PRINCIPES, C E I;RUA ALMIRANTE GONCALVES 830;REBOUCAS;PRIVADO;-25,4450995;-49,260047
SUPER ANJO, C E I;AV GETULIO VARGAS 1614;REBOUCAS;PRIVADO;-25,4457605;-49,27515372
URSULA BENINCASA, E-EI EF;RUA EDUARDO SPRADA 4309;CAMPO COMPRIDO;PRIVADO;-25,4459528;-49,346792
TURMINHA FELIZ, C E I;RUA RAYMUNDO NINA RODRIGUES 536;CAJURU;PRIVADO;-25,44644;-49,216106
CENTRO EDUC PROFIS FUTURO;RUA 24 DE MAIO 1129;REBOUCAS;PRIVADO;-25,4465277;-49,2696924
SESI INTERNACIONAL DE CURITIBA, C-EF M;AV COMENDADOR FRANCO 1341;JARDIM BOTANICO;PRIVADO;-25,4466918;-49,2456219
CANTINHO DO CEU, C E I;AV IGUACU 2230;AGUA VERDE;PRIVADO;-25,44702875;-49,28282643
EUNICE BENATO, C E I IR;RUA GUABIROTUBA 270;PRADO VELHO;PRIVADO;-25,447079;-49,2486123
C A E E PROF ALTAYR DOS SANTOS CAVALI;RUA GONCALVES DIAS 417;BATEL;PRIVADO;-25,4471025;-49,2950134
TRENZINHO ENCANTADO, C E I;AV REPUBLICA ARGENTINA 2430;PORTAO;PRIVADO;-25,4473723;-49,2875729
VILA MILITAR, C-EF M;RUA ALMIRANTE GONCALVES 1423;REBOUCAS;PRIVADO;-25,447424;-49,2654128
MEU FUTURO, C E I;RUA CANDIDO XAVIER 1007;AGUA VERDE;PRIVADO;-25,4474779;-49,292532
TEMPO DE CRIANCA, C E I;RUA GONCALVES DIAS 523;BATEL;PRIVADO;-25,4475759;-49,2959171
MARISTA PARANAENSE, C-EI EF M;RUA BISPO DOM JOSE 2674;SEMINARIO;PRIVADO;-25,4476511;-49,2977829
BOSCO SETE DE SETEMBRO, C D-EM;AV SETE DE SETEMBRO 5760;BATEL;PRIVADO;-25,4477226;-49,2933141
BOSCO BATEL, C D -EI EF M;AV VISCONDE DE GUARAPUAVA 5581;BATEL;PRIVADO;-25,447831;-49,2936296
SENAI-CENTRO EDUC PROFIS CIETEP;RUA COMENDADOR FRANCO 1481;JARDIM BOTANICO;PRIVADO;-25,44790604;-49,24665573
SOLETRANDO, C E I;AV NOSSA SENHORA DA APARECIDA 1016;SEMINARIO;PRIVADO;-25,4479276;-49,307914
BOM JESUS SEMINARIO, C-EI EF M;AVENIDA NOSSA SENHORA APARECIDA 1468;SEMINARIO;PRIVADO;-25,4480179;-49,3120569
RENASCER, E-EI EF MOD ED ESP;RUA IMACULADA CONCEICAO 983;PRADO VELHO;PRIVADO;-25,4480338;-49,2531846
MARISA AMADA P SELLA, E-EI EF MOD ED ESP;RUA IMACULADA CONCEICAO 935;PRADO VELHO;PRIVADO;-25,4483642;-49,2530037
TISTU I, C E I;RUA ALEXANDRE GUTIERREZ 561;AGUA VERDE;PRIVADO;-25,44877835;-49,28510785
LUMEN, E-EI EF;RUA JOSE NAVES DA CUNHA 348;SEMINARIO;PRIVADO;-25,4489887;-49,3098515
FACULDADE TATICA BRASIL SUL LTDA;AV. PRESIDENTE GETÚLIO VARGAS 2574;AGUA VERDE;PRIVADO;-25,4492679;-49,28408704
PROJETO INOVACAO, C E I;RUA TEOFILO WISNIEWISKI 151;CIC;PRIVADO;-25,44937143;-49,3548972
MUNDO CRIANCA, C E I;RUA HUMBERTO GIRALDI 175;CAJURU;PRIVADO;-25,4495454;-49,210227
INSTITUTO DE EDUCACAO UNICURITIBA LTDA;R. CHILE 1678;REBOUCAS;PRIVADO;-25,4497214;-49,2656236
SANTA TERESINHA DO MENINO JESUS, E-EI EF;AV SETE DE SETEMBRO 4926;BATEL;PRIVADO;-25,4497775;-49,2983481
NOSSA SRA DA ESPERANCA,E-EI EF;RUA AQUELINO ORESTES BAGLIOLI 155;PRADO VELHO;PRIVADO;-25,4498209;-49,2437259
GRILO MAGICO, C E I;RUA PEDRO BELLON 110;OFICINAS;PRIVADO;-25,4499023;-49,2076632
NOSSA SENHORA DO ROCIO, C E I;RUA CHILE 1526;REBOUCAS;PRIVADO;-25,4499689;-49,2639398
GRILO FALANTE, PRE ESC-EI;AV SILVA JARDIM 3690;SEMINARIO;PRIVADO;-25,4500689;-49,2951935
TISTU III, E-EF;RUA EDUARDO SPRADA 250;CAMPO COMPRIDO;PRIVADO;-25,4501538;-49,3167947
ECOLOGICA, E-EI EF;RUA MARIA BIZINELLI 250;CAMPO COMPRIDO;PRIVADO;-25,4502967;-49,3243161
ROMANNI, E-EI EF;RUA MANOEL CLARO ALVES 113;CAJURU;PRIVADO;-25,4503372;-49,2167641
EXPOENTE AGUA VERDE, C-EI EF M;RUA DR PEDRO AUGUSTO M BARRETO MONCLARO 411;AGUA VERDE;PRIVADO;-25,4504599;-49,2736325
CENTRO EDUC TECNOL TUPY-CETT-EM EDUC PRO;BR 116 - KM 106 18805;PINHEIRINHO;PRIVADO;-25,45073617;-49,23688068
