NOME;LOGRADOURO;BAIRRO;TIPO;LATITUDE;LONGITUDE
ROMARIO MARTINS, E M CEI-EF;RUA DAVID BODZIAK 828;CACHOEIRA;PÚBLICA;-25,3529929;-49,2554256
VILA LEONICE, C M E I;RUA DAVID BODZIAK 828;CACHOEIRA;PÚBLICA;-25,3529929;-49,2554256
MARIA AP B HARTMANN, C M E I;RUA OVIDIO GARCEZ 59;CACHOEIRA;PÚBLICA;-25,3530241;-49,2627214
TANIRA REGINA SCHMIDT, E M-EI EF;RUA VICTOR KOTOVIS 162;ABRANCHES;PÚBLICA;-25,3556425;-49,2742871
GETULIO VARGAS, C E C-M-EF M;RUA EMILIA MARIA UBA 325;VL LEONICE;PÚBLICA;-25,3556728;-49,2536389
NOSSA SRA DE FATIMA, C M E I;RUA NELSON PREVEDELLO 135;ABRANCHES;PÚBLICA;-25,3564473;-49,2738361
JARDIM ALEGRE, C M E I;RUA ERICO DA SILVA 427;SANTA CANDIDA;PÚBLICA;-25,3632102;-49,2162054
AUGUSTO C SANDINO, E M CEI-EI EF;RUA MOBRAL 413;SANTA CANDIDA;PÚBLICA;-25,3642654;-49,2317419
ULYSSES S GUIMARAES, E M CEI-EI EF;RUA PEDRO SIQUEIRA CORTES 323;ABRANCHES;PÚBLICA;-25,3643427;-49,2748068
CANTINHO DO SOL, C M E I;RUA FRANCISCO BACON 180;SANTA CANDIDA;PÚBLICA;-25,36461675;-49,23063744
JOAO WISLINSKI, C E PE-EF M;RUA FRANCIS BACON 7;SANTA CANDIDA;PÚBLICA;-25,3647482;-49,2304862
JARDIM ALIANCA, C M E I;RUA FRANCIS BACON 244;SANTA CANDIDA;PÚBLICA;-25,3647482;-49,2304862
BELA VISTA DO PARAISO, E M C E I - EI EF;RUA ANTONIO ANTONIACOMI 580;SANTA CANDIDA;PÚBLICA;-25,3663798;-49,2109849
MARIA P MARTINS, E E-EF;AV ANITA GARIBALDI 5340;BARREIRINHA;PÚBLICA;-25,3672433;-49,259739
VILA DIANA, C M E I;RUA TENENTE CORONEL MUNIZ DE ARAGAO 535;BARREIRINHA;PÚBLICA;-25,36729;-49,2647581
CRUZEIRO DO SUL, C E-EF M;RUA DO BUDA 8;SANTA CANDIDA;PÚBLICA;-25,3675233;-49,2095482
KRASINSKI, C M E I;RUA CORONEL VERGINIO LEINIG DE MELLO 345;ABRANCHES;PÚBLICA;-25,3681602;-49,2730987
VILA CALIFORNIA, C M E I;RUA LAURO DROMLEWICZ 180;SANTA CANDIDA;PÚBLICA;-25,3686818;-49,2219752
SANTA GEMMA GALGANI, C E-EF M;RUA ASSIS BRASIL 983;ABRANCHES;PÚBLICA;-25,3698562;-49,2654867
GELVIRA CORREA PACHECO, C E-EF M;RUA CARMELINA CAVASSIN 385;BARREIRINHA;PÚBLICA;-25,3700186;-49,2696917
SANTA CANDIDA, C M E I;RUA ENGENHEIRO BENEDICTO SADOCK DE SA 170;ATUBA;PÚBLICA;-25,37320057;-49,21050316
RAUL GELBECK, E M-EI EF;RUA ODACIR SCHILIPACK 359;SANTA CANDIDA;PÚBLICA;-25,37339955;-49,24161759
THEODORO DE BONA, E M-EI EF;RUA ESTRADA DAS OLARIAS 1081;SANTA CANDIDA;PÚBLICA;-25,3741258;-49,21302629
CONJUNTO MONTEVERDI, C M E I;RUA TRES CORACOES 179;SANTA FELICIDADE;PÚBLICA;-25,3743394;-49,3280866
SANTA CANDIDA, C E-EF M PROFIS;RUA THEODORO MAKIOLKA 155;SANTA CANDIDA;PÚBLICA;-25,3746882;-49,22426857
SANTA AGUEDA, E M-EI EF;RUA JOSE ANTONIO LEPREVOST 496;SANTA CANDIDA;PÚBLICA;-25,374801;-49,2338625
JOSE W DIAS, E M PROF CEI-EF;RUA DOS IPES 122;BARREIRINHA;PÚBLICA;-25,3749837;-49,2528961
SEBASTIAO SAPORSKI, C E C-M-EF M;RUA MARIA DE LOURDES MICKOSZ 350;TABOAO;PÚBLICA;-25,3750318;-49,2780831
SONIA MARIA C KENSKI, E M PROFA-EI EF;RUA WANDA WOLF 1142;SANTA FELICIDADE;PÚBLICA;-25,3755124;-49,3272576
JULIA A DI LENNA, E M-EI EF;RUA JOAO MACHADO DE CAMARGO 25;BARREIRINHA;PÚBLICA;-25,3767572;-49,2575666
SANTA EFIGENIA, C M E I;RUA MARIA DE LOURDES KUDRI 68;BARREIRINHA;PÚBLICA;-25,3770987;-49,261609
BRACATINGA, C M E I;RUA JOSE RIBEIRO DE CRISTO 789;PILARZINHO;PÚBLICA;-25,37936085;-49,29965729
DOUTEL DE ANDRADE, E M C E I-EI EF;RUA DEL MIGUEL ZACARIAS 350;BOA VISTA;PÚBLICA;-25,37940005;-49,24583907
LAURO ESMANHOTO, E M PROF CEI-EF;RUA AFFONSO BARONI 175;PILARZINHO;PÚBLICA;-25,3800347;-49,2952625
ABAETE, C M E I;RUA MARECHAL ANOR TEIXEIRA DOS SANTOS 680;BOA VISTA;PÚBLICA;-25,3808077;-49,2450732
FOZ DO IGUACU, E M-EI EF;RUA JOAO REFFO 1304;SANTA FELICIDADE;PÚBLICA;-25,3809091;-49,3341018
ERMELINO DE LEAO, C E C-M-EF M;AV NOSSA SENHORA DE NAZARE 900;BOA VISTA;PÚBLICA;-25,3823801;-49,2389802
CAMPO ALTO, C M E I;RUA REPUBLICA GUARANI 331;ATUBA;PÚBLICA;-25,38264885;-49,19842386
BOA VISTA, C M E I;RUA CIRENEO DE MORAES 70;ATUBA;PÚBLICA;-25,3832164;-49,1972357
LUIZ LOSSO FILHO, CEEBJA DR-EF M;RUA JOAO BATISTA SCUCATO 80;ATUBA;PÚBLICA;-25,3833996;-49,2008021
ANISIO TEIXEIRA, E M-EF;RUA JOAO BATISTA SCUCATO 80;ATUBA;PÚBLICA;-25,3833996;-49,2008021
JOAO PAULO I, C E PAPA-EF M;RUA MARIA GERONASSO DO ROSARIO 259;BOA VISTA;PÚBLICA;-25,3838486;-49,2370232
RICARDO KRIEGER, E M PROF-EI EF;RUA MARIA GERONASSO DO ROSARIO 259;BOA VISTA;PÚBLICA;-25,3838486;-49,2370232
MARIA MONTESSORI, C E-EF M;RUA GUILHERME IHLENFELDT 980;TINGUI;PÚBLICA;-25,3839196;-49,2296691
ARLETE PROCOTTE, C M A E E PROFA;RUA GUILHERME IHLENFELDT 51;BACACHERI;PÚBLICA;-25,385565;-49,2283095
LYGIA CARNEIRO, C M E I PROFA;RUA DANIEL CESARIO PEREIRA 581;SANTA FELICIDADE;PÚBLICA;-25,38597;-49,3337557
PINHEIRO DO PARANA, C E-EF M PROFIS;RUA DANIEL CESARIO PEREIRA 559;SANTA FELICIDADE;PÚBLICA;-25,3864032;-49,3328689
DUILIO CALDERARI, E M-EI EF;RUA JOSE SPERANCETTA 66;SAO LOURENCO;PÚBLICA;-25,3865005;-49,2624588
CASSIOPEIA, C M E I;RUA ALBERTO POTIER 250;BOA VISTA;PÚBLICA;-25,3868216;-49,2389804
ADA PIRES DE OLIVEIRA, C M E I PROFA;RUA ODILON SANTANA GOMES 269;PILARZINHO;PÚBLICA;-25,3875818;-49,2865669
ANGELO GUSSO, C E-EF M;RUA JULIO PEDROSO DE MORAES 10;BOA VISTA;PÚBLICA;-25,38841324;-49,25960736
ENY CALDEIRA, E M-EI EF;RUA GUILHERME IHLENFELDET 245;BACACHERI;PÚBLICA;-25,38890428;-49,22572022
PILARZINHO, E M-EI EF;RUA ANTONIO PETRUZZIELLO 85;PILARZINHO;PÚBLICA;-25,3889635;-49,2939931
VILA NORI, C M E I;RUA ANTONIO PETRUZZIELLO 100;PILARZINHO;PÚBLICA;-25,3889689;-49,2937359
VILA NORI II, C M E I;RUA ANTONIO PETRUZZIELLO 0;PILARZINHO;PÚBLICA;-25,3889689;-49,2937359
HERLEY MEHL, E M PROF-EI EF;RUA SATURNINO ARRUDA DOS SANTOS 80;PILARZINHO;PÚBLICA;-25,3894909;-49,2844846
CINDERELA, C M E I;RUA DAVID HUME 26;PILARZINHO;PÚBLICA;-25,3896713;-49,2840621
EMILIANO PERNETA, C E-EF M;RUA JORNALISTA GERALDO RUSSE 275;PILARZINHO;PÚBLICA;-25,3897801;-49,2947136
ANGELA DELLATTRE-LAPIS DE COR, C M E I;RUA CORONEL BENEDITO TERTULIANO CORDEIRO 319;TINGUI;PÚBLICA;-25,3907336;-49,21388247
JOAO STIVAL, E M VER-EI EF;RUA JOAO BUDEL 187;BUTIATUVINHA;PÚBLICA;-25,39121485;-49,35528988
COLBACCHINI, E E PE-EF;RUA CAETANO ALESSI 30;BUTIATUVINHA;PÚBLICA;-25,3912293;-49,3482222
CERRO AZUL, E M-EI EF;RUA CORONEL BENEDITO TERTULIANO CORDEIRO 53;TINGUI;PÚBLICA;-25,3912976;-49,2167641
GUARDA MIRIM DO PARANA, C E-EM PROF;AV ANITA GARIBALDI 2395;AHU;PÚBLICA;-25,392113;-49,2610737
BRANCA DO N MIRANDA, C E DONA-EF M;RUA JORGE BONN 460;TINGUI;PÚBLICA;-25,3921496;-49,21990717
DINALVA TULIO, C M E I;RUA FIRENZE 277;BUTIATUVINHA;PÚBLICA;-25,3923748;-49,3464644
BUTIATUVINHA, C M E I;RUA JOSE CULPI 159;BUTIATUVINHA;PÚBLICA;-25,3930526;-49,3525015
MARIA HELOISA CASSELLI, CE PROFA-EF M;RUA CATHARINA POTINA DE MAURO 80;PILARZINHO;PÚBLICA;-25,3938632;-49,3014686
ERASMO PILOTTO, E M PROF-EI EF;RUA RIO JAPURA 648;BAIRRO ALTO;PÚBLICA;-25,3946831;-49,2036524
GIOVANNA SERENATO PANICHI, C M E I;RUA ONOFRE PEDRO DOS SANTOS 171;SAO JOAO;PÚBLICA;-25,3954253;-49,3155409
ATUBA, C M E I;RUA RIO JARI 445;BAIRRO ALTO;PÚBLICA;-25,3955674;-49,2037585
BENTO M DA ROCHA NETO, C E-EF M PROFIS;RUA ELVIRA B POLAK 67;PILARZINHO;PÚBLICA;-25,3956168;-49,2895656
SAO JOAO, C M E I;RUA PROF ANTONIO CARLOS RAIMUNDO 355;SAO JOAO;PÚBLICA;-25,3959538;-49,3138436
JAGUARIAIVA, E M-EI EF;RUA JOSE MAZEPA 51;BACACHERI;PÚBLICA;-25,3965172;-49,2171777
PILAR MATURANA, C E-EF M;RUA RIO GUAPORE 1689;BAIRRO ALTO;PÚBLICA;-25,3977345;-49,1966987
CARAMURU, E M-EI EF;TRAVESSA RODOLPHO ROSENAU 157;CABRAL;PÚBLICA;-25,3980803;-49,2554814
ANGELO VOLPATO, C E-EF M;RUA JOAO VALLE 23;SANTA FELICIDADE;PÚBLICA;-25,3980926;-49,3184894
VINHEDOS, E M DOS-EI EF;RUA ZEM BERTAPELLE 284;SANTA FELICIDADE;PÚBLICA;-25,3982139;-49,3309006
ERNANI VIDAL, C E-EF M;RUA MATEUS LEME 3291;SAO LOURENCO;PÚBLICA;-25,3982961;-49,2716606
FRANCISCO ZARDO, C E PROF-EF M PROFIS;AV MANOEL RIBAS 7149;SANTA FELICIDADE;PÚBLICA;-25,3994106;-49,3388272
ANA HELLA, E M-EI EF;RUA JOSE HELLA 93;VISTA ALEGRE;PÚBLICA;-25,3995995;-49,2975773
DULCE, C M E I IRMA;RUA EPAMINONDAS SANTOS 399;BAIRRO ALTO;PÚBLICA;-25,399868;-49,2094148
LEONCIO CORREIA, C E-EF M PROFIS;RUA COSTA RICA 233;BACACHERI;PÚBLICA;-25,4011096;-49,2447776
LIBERDADE, C M E I;RUA RIO JARI 1527;BAIRRO ALTO;PÚBLICA;-25,4011939;-49,2012464
ARAUCARIA, E M-EI EF;RUA RIO IRIRI 504;BAIRRO ALTO;PÚBLICA;-25,4020874;-49,2034017
ALINE PICHETH, E E-EF;RUA EURIPEDES GARCES DO NASCIMENTO 921;AHU;PÚBLICA;-25,40421767;-49,26548379
ALGACYR M MAEDER, C E PROF-EF M;RUA SEBASTIAO ALVES FERREIRA 1164;BAIRRO ALTO;PÚBLICA;-25,4044245;-49,2068436
SANTA FELICIDADE, C E-EF M;RUA BORTOLO PAULIN 227;SANTA FELICIDADE;PÚBLICA;-25,4063351;-49,3392522
LOUREIRO FERNANDES, C E PROF-EF M PROFIS;RUA MARECHAL MALLET 540;AHU;PÚBLICA;-25,4079624;-49,26034831
MIRAZINHA BRAGA, E M-EI EF;RUA CORONEL JOAO GUILHERME GUIMARAES 1500;BOM RETIRO;PÚBLICA;-25,40864;-49,28104006
MARIA VIEZZER HERMANN, C M E I PROFA;RUA BATISTA PESSINE 528;VISTA ALEGRE;PÚBLICA;-25,4104912;-49,299111
UFPR;RUA CORONEL FRANCISCO H DOS SANTOS 100;JARDIM DAS AMERICAS;PÚBLICA;-25,41067927;-49,24910214
BAIRRO ALTO/TARUMA, C M E I;RUA ALBERICO FLORES BUENO 2173;BAIRRO ALTO;PÚBLICA;-25,41135575;-49,20131044
RAOUL WALLENBERG, E M CEI-EI EF;RUA HERMENEGILDO LUCA 2461;SAO BRAZ;PÚBLICA;-25,4115742;-49,3618121
ANGELO TREVISAN, C E-EF M;RUA CARLOS RAZERA 445;MERCES;PÚBLICA;-25,4117303;-49,29379211
NYMPHA M DA R PEPLOW, E M-EI EF;RUA BATISTA PESSINE 1029;VISTA ALEGRE;PÚBLICA;-25,4122024;-49,3036181
UNIAO DAS VILAS, C M E I;RUA MIGUEL NOVICKI 350;SAO BRAZ;PÚBLICA;-25,4124061;-49,356851
CURITIBA ANO 300, E M CEI-EF;RUA JORNALISTA ALCEU CHICHORRO 160;BAIRRO ALTO;PÚBLICA;-25,412543;-49,202365
NOSSA SRA DA SALETE, E E-EF;RUA LANGE DE MORRETES 94;JARDIM SOCIAL;PÚBLICA;-25,4129827;-49,2318386
CENTRO CIVICO, C M E I;RUA PROF BENEDITO NICOLAU DOS SANTOS 500;CENTRO CIVICO;PÚBLICA;-25,4130414;-49,2705022
LUCY REQUIAO DE M E SILVA, E E-EI EF M E;AV MANOEL RIBAS 7119;SANTA FELICIDADE;PÚBLICA;-25,4135369;-49,3129822
OLAVO DEL CLARO, C E C-M PROF-EF M;RUA CLARA FILLA 282;SAO BRAZ;PÚBLICA;-25,4157644;-49,3608912
SAO BRAZ, C E-EF M;AV VEREADOR TOALDO TULIO 2880;SAO BRAZ;PÚBLICA;-25,4157757;-49,350603
CECILIA MEIRELES, C E-EF M;RUA PEDRO ELOY DE SOUZA 1700;TARUMA;PÚBLICA;-25,4174085;-49,2065428
SAO BRAZ, C M E I;RUA GENAURO FERREIRA ALMEIDA 79;SAO BRAZ;PÚBLICA;-25,4178378;-49,343246
JULIO MOREIRA, E M CEI-EI EF;RUA ALEXANDRE MARCOSKI 190;SAO BRAZ;PÚBLICA;-25,4178706;-49,34246088
BRANDAO, E M PROF-EI EF;AV JOAO GUALBERTO 953;ALTO DA GLORIA;PÚBLICA;-25,4183062;-49,2636784
CAROLA, E E DONA-EF;RUA SOLIMOES 290;SAO FRANCISCO;PÚBLICA;-25,4183994;-49,2855442
AMANCIO MORO, C E-EF M;RUA PRESIDENTE WASHINGTON LUIS 620;JARDIM SOCIAL;PÚBLICA;-25,41963846;-49,23024506
SILVESTRE KANDORA, C E PE-EF M PROFIS;RUA PROFESSORA MARIA HELENA K BREDOW 26;SAO BRAZ;PÚBLICA;-25,4198836;-49,3466449
CEETEA, CMAEE;AV JOAO GUALBERTO 623;ALTO DA GLORIA;PÚBLICA;-25,4200311;-49,26643657
KO YAMAWAKI, E M PROF-EI EF;RUA EPAMINONDAS SANTOS 2816;BAIRRO ALTO;PÚBLICA;-25,4201086;-49,2002918
NELSON BUFFARA, C M E I;RUA SIDNEI STRAFITE DE OLIVEIRA 180;SAO BRAZ;PÚBLICA;-25,420201;-49,3596028
MANUEL DA S D ELBOUX, E M D-EI EF;RUA PRESIDENTE RODRIGO OTAVIO 1158;HUGO LANGE;PÚBLICA;-25,4211347;-49,2439999
BOLESLAU FALARZ, E M MONS-EI EF;RUA LUIZ HOMANN 290;SAO BRAZ;PÚBLICA;-25,4211444;-49,35627155
DOROTHY MAE STANG, C M E I IRMA;RUA MERCEDES STRESSER 155;BAIRRO ALTO;PÚBLICA;-25,422318;-49,2078822
EONIDES TEREZINHA FERREIRA, C M E I;ESTRADA DA MINA DE OURO 955;SANTO INACIO;PÚBLICA;-25,4230793;-49,338255
PARANA, C E DO-EF M PROFIS;AV JOAO GUALBERTO 250;ALTO DA GLORIA;PÚBLICA;-25,4236459;-49,2666984
MARIA BALBINA COSTA DIAS,C E PROFA-EF M;RUA KONRAD ADENAUER 668;TARUMA;PÚBLICA;-25,4241299;-49,2156126
ZACARIAS, C E CONS-EF M;RUA UBALDINO DO AMARAL 401;ALTO DA GLORIA;PÚBLICA;-25,4243159;-49,25954457
GUIDO STRAUBE, C E PROF-EF M PROFIS;RUA JACAREZINHO 1680;MERCES;PÚBLICA;-25,4246217;-49,2957796
MANOEL A GUIMARAES, C E SEN C-M-EF M;AV CANDIDO HARTMANN 1650;MERCES;PÚBLICA;-25,4251063;-49,3006777
TIRADENTES, C E-EF M;RUA PRESIDENTE FARIA 625;CENTRO;PÚBLICA;-25,4252903;-49,2688098
MATRIZ, C M E I;RUA ALAMEDA CABRAL 340;CENTRO;PÚBLICA;-25,4256695;-49,279772
VILA REAL, C M E I;RUA ZEFERINO PIRES BARBOSA 80;ORLEANS;PÚBLICA;-25,4258013;-49,3569661
ANTONIA, E M MADRE - EI EF;RUA KONRAD ADENAUER 508;TARUMA;PÚBLICA;-25,4258624;-49,2149457
PARANAGUA, E M-EI EF;RUA PROF ANGELO ANTONIO DALLEGRAVE 2;SANTO INACIO;PÚBLICA;-25,426716;-49,3436139
MILITAR DE CURITIBA, C;PRAÇA THOMAZ COELHO 10;TARUMA;PÚBLICA;-25,42684774;-49,22484337
UFPR;PRAÇA SANTOS ANDRADE;CENTRO;PÚBLICA;-25,42695653;-49,26174434
UFPR;AVENIDA PREFEITO LOTHARIO MEISSNER 623;JARDIM BOTÂNICO;PÚBLICA;-25,42716213;-49,26184346
GUILHERME E JACOBUCCI, E E SURDOS-EI EF;RUA JOSE VERISSIMO 220;TARUMA;PÚBLICA;-25,4272028;-49,2115389
JARDIM SANTO INACIO, E M-EI EF;RUA SILVIO ZANATTA 96;SANTO INACIO;PÚBLICA;-25,4280199;-49,3284702
NATALIE BARRAGA, C A E E;RUA DO ROSARIO 144;CENTRO;PÚBLICA;-25,4281717;-49,27299828
MARIA DO CARMO PACHECO, C M A E E;RUA DO ROSARIO 144;CENTRO;PÚBLICA;-25,4281717;-49,27299828
CEAD POLO POTTY LAZAROTTO-EF M;RUA SAO FRANCISCO 50;CENTRO;PÚBLICA;-25,4282447;-49,2692374
JARDIM SATURNO, C M E I;RUA MJR NESTOR LUIZ DE OLIVEIRA JUNIOR 2;SANTO INACIO;PÚBLICA;-25,42828916;-49,3443527
PAULO LEMINSKI, C E-EF M N PROFIS;RUA CORONEL AUGUSTO DE ALMEIDA GARRET 135;TARUMA;PÚBLICA;-25,4291973;-49,2108169
PEDRO DALLABONA, E M CEI-EI EF;RUA VIRGINIA DALLABONA 456;ORLEANS;PÚBLICA;-25,42935441;-49,3563122
ELIAS ABRAHAO, C E PROF-EF M;AV SENADOR SOUZA NAVES 1221;CRISTO REI;PÚBLICA;-25,43117515;-49,24550355
NOSSA SRA DE FATIMA, E E-EF;RUA SUECIA 197;TARUMA;PÚBLICA;-25,4326366;-49,2287143
JULIA WANDERLEY, C E-EF M PROFIS;AV VICENTE MACHADO 1643;BATEL;PÚBLICA;-25,4332974;-49,2769665
INST ED PR PROF ERASMO PILOTTO-EF M N;RUA EMILIANO PERNETA 92;CENTRO;PÚBLICA;-25,4333238;-49,2735589
ENEAS MARQUES DOS SANTOS, E M-PROF EI EF;RUA OSMARIO DE LIMA 150;CAPAO DA IMBUIA;PÚBLICA;-25,4337706;-49,2192075
SANTO ANTONIO, E E-EF;RUA AMADEU PIOTTO 270;CIC;PÚBLICA;-25,4338887;-49,3548562
EVA DA SILVA, E M CEI-EI EF;RUA FREDERICO STADLER JUNIOR 1670;CAPAO DA IMBUIA;PÚBLICA;-25,4343096;-49,2208314
WALTER HOERNER, E M-EI EF;RUA DOMINGOS IMBRONIZIO 129;MOSSUNGUE;PÚBLICA;-25,4351314;-49,3248778
JARDIM GABINETO, C M E I;RUA PADRE FRANCISCO CHYLASZEK 283;CIC;PÚBLICA;-25,43558033;-49,35356616
CONJUNTO PIQUIRI, C M E I;RUA PROFESSOR HUGO HOHMANN 70;CAMPO COMPRIDO;PÚBLICA;-25,43613416;-49,34141403
CONJUNTO CAMPONESA, C M E I;RUA JOSE TISSI 146;CIC;PÚBLICA;-25,4361721;-49,350638
FRANCISCO MESZNER, E M CEI PE-EF;RUA JOSE TISSI 146;CIC;PÚBLICA;-25,4361721;-49,350638
ANITA M GAERTNER, E M-EI EF;RUA PADRE ESTANISLAU PIASECKI 1017;CIC;PÚBLICA;-25,4361932;-49,3581513
BATEL, E M-EI EF;RUA DESEMBARGADOR MOTA 2082;CENTRO;PÚBLICA;-25,43632524;-49,28176482
CONJUNTO ARAGUAIA, C M E I;RUA PROFESSORA ANTONIA REGINATO VIANNA 1250;CAPAO DA IMBUIA;PÚBLICA;-25,4375546;-49,2056423
HELENA DIONYSIO, E E-EF;RUA FRANCISCO JUGLAIR 4;MOSSUNGUE;PÚBLICA;-25,437573;-49,3357921
DOMINGOS ZANLORENZI, C E-EF M PROFIS;RUA PADRE PAULO WARKOCZ 670;JD GABINETO;PÚBLICA;-25,4385361;-49,3550879
UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;AV. SETE DE SETEMBRO 3165;BATEL;PÚBLICA;-25,4386184;-49,268701
CENTRO FED DE EDUC TECNOLOGICA DO PARANA;AV SETE DE SETEMBRO 3165;CENTRO;PÚBLICA;-25,4386184;-49,268701
SAO LEONARDO, C M E I;RUA PADRE JACINTO MIENSOPUST 775;CIC;PÚBLICA;-25,4387796;-49,3602555
UFPR;RUA DOS FUNCIONÁRIOS 1540;CABRAL;PÚBLICA;-25,43923324;-49,28345686
MARIA A TEIXEIRA, C E PROFA-EF M PROFIS;AV PRESIDENTE AFFONSO CAMARGO 3463;CAPAO DA IMBUIA;PÚBLICA;-25,43966265;-49,22811415
REPUBLICA ORIENTAL URUGUAI, E E C-M-EF;AV PRESIDENTE AFFONSO CAMARGO 3407;CAJURU;PÚBLICA;-25,4398175;-49,2217413
HILDEBRANDO DE ARAUJO, C E-EF M PROFIS;AV PREFEITO OMAR SABBAG 721;JARDIM BOTANICO;PÚBLICA;-25,44086915;-49,24894503
CONJUNTO IRACEMA, C M E I;RUA JORGE LUIS DELLA COLETTA 65;CAPAO DA IMBUIA;PÚBLICA;-25,4420435;-49,2046086
CEEBJA PAULO FREIRE-EF M PROFIS;RUA BRIGADEIRO FRANCO 2532;REBOUCAS;PÚBLICA;-25,4428069;-49,2760711
UTFPR - ECOVILLE;RUA DEPUTADO HEITOR ALENCAR FURTADO 5000;CIC;PÚBLICA;-25,44365911;-49,35351794
NELY ALMEIDA, C M E I VER;RUA DR REYNALDO MACHADO 275;REBOUCAS;PÚBLICA;-25,4441672;-49,2585857
UFPR;RUA CORONEL DULCIDIO 638;BATEL;PÚBLICA;-25,44434895;-49,23872674
ALI BARK, E M-EI EF MOD ED ESP;RUA VICENTE PONTAROLLA 91;SEMINARIO;PÚBLICA;-25,4443731;-49,3125996
IVO ZANLORENZI, E E MONS-EF;RUA EDUARDO SPRADA 4114;CAMPO COMPRIDO;PÚBLICA;-25,44449435;-49,34529171
XAVIER DA SILVA, C E DR-EF M;AV SILVA JARDIM 613;REBOUCAS;PÚBLICA;-25,4451651;-49,2817295
RIO BRANCO, C E-EM PROFIS;RUA BISPO DOM JOSE 2426;BATEL;PÚBLICA;-25,4454952;-49,29600376
DURIVAL BRITTO E SILVA, E M CEL-EF;RUA EMILIO BERTOLINI 44;CAJURU;PÚBLICA;-25,4457819;-49,2091056
LAMENHA LINS, C E PRES-EM PROFIS;RUA LAMENHA LINS 2185;REBOUCAS;PÚBLICA;-25,4467798;-49,272313
TRINDADE, C M E I;RUA DA TRINDADE 368;CAJURU;PÚBLICA;-25,4468707;-49,2057231
ITALO CONTI, C M E I GEN;RUA OLGA LINDER MARCON 441;CAJURU;PÚBLICA;-25,446994;-49,2003675
MANOEL RIBAS, C E ED EM TEMPO INT-EF M;RUA GUABIROTUBA 600;PRADO VELHO;PÚBLICA;-25,447079;-49,2486123
PEDRO II, E E D-EF;AV BISPO DOM JOSE 2567;SEMINARIO;PÚBLICA;-25,44720875;-49,29658988
VILA TORRES, E M-EI EF;RUA CHILE 836;PRADO VELHO;PÚBLICA;-25,4473902;-49,2576338
VILA TORRES, C M E I;RUA CHILE 836;REBOUCAS;PÚBLICA;-25,4473902;-49,2576338
ARTHUR R DE MACEDO, E E-EF;AV NOSSA SENHORA APARECIDA 1743;SEMINARIO;PÚBLICA;-25,44748;-49,310392
CAJURU, C M E I;RUA SAO VICENTE PALOTTI 400;CAJURU;PÚBLICA;-25,44760502;-49,22569726
SAO LUIZ, E M-EI EF;RUA SILVEIRA PEIXOTO 54;AGUA VERDE;PÚBLICA;-25,4477932;-49,2841497
CURITIBA, C M E I;RUA LAMENHA LINS 1443;CENTRO;PÚBLICA;-25,448706;-49,2712309
ULISSES F VIEIRA, E M CEI PROF-EI EF;RUA EDUARDO SPRADA 5062;CIC;PÚBLICA;-25,44919535;-49,35258012
LYSIMACO F COSTA, C E PROF-EF M;AV IGUACU 3012;AGUA VERDE;PÚBLICA;-25,4495167;-49,29057034
LAURA GONCALVES DOS SANTOS, C M E I;RUA MANOEL MARTINS DE ABREU 830;PRADO VELHO;PÚBLICA;-25,4496221;-49,2470985
ANA MARIA POPPOVIC, C M A E E;RUA EDUARDO SPRADA 5065;CIC;PÚBLICA;-25,4498564;-49,3522586
TEOTONIO VILELA, C E-EF M;RUA ROBERT REDZIMSKI 1000;CIC;PÚBLICA;-25,4503402;-49,3542525
CEEBJA CAMPO COMPRIDO-EF M;RUA EDUARDO SPRADA 3910;CAMPO COMPRIDO;PÚBLICA;-25,4507621;-49,355397
AFFONSO A DE CAMARGO NETTO, C M E I SEN;RUA MIGUEL CALUF 1405;CAJURU;PÚBLICA;-25,4508281;-49,2203569
OMAR SABBAG, E M PREF-EI EF;RUA PEDRO BOCCHINO 140;CAJURU;PÚBLICA;-25,4510005;-49,2180174
NOELY SIMONE DE AVILA, E M-EI EF;RUA AQUELINO ORESTES BAGLIOLI 120;PRADO VELHO;PÚBLICA;-25,4511961;-49,2404295
UFPR;RUA XV DE NOVEMBRO 1299;CENTRO;PÚBLICA;-25,45151295;-49,23444252
JOAO TURIN, C E C-M-EF M;RUA ALMIRANTE GONCALVES 2880;AGUA VERDE;PÚBLICA;-25,45181355;-49,27916895
NILSON BAPTISTA RIBAS, C E-EF M;RUA JAIME VEIGA 472;JD LOS ANGELES;PÚBLICA;-25,45209605;-49,31036546
ORIONE, C E D-EF M;RUA JAIME VEIGA 472;JD LOS ANGELES;PÚBLICA;-25,45209605;-49,31036546
IVA DE ABREU COSTA SILVA, C M A E E;RUA ENGENHEIRO ENEDINA ALVES MARQUES 167;CAJURU;PÚBLICA;-25,4521603;-49,21800853
GUAIRA, C E-EF M;RUA LAMENHA LINS 1962;REBOUCAS;PÚBLICA;-25,4532068;-49,2693535
ENEAS FARIA, E M SEN-EI EF;RUA LEONARDO NOVICKI 155;CAJURU;PÚBLICA;-25,454439;-49,1974381
OSNY DACOL, C M E I PROF;RUA LEONARDO NOVICKI 155;CAJURU;PÚBLICA;-25,454439;-49,1974381
CONJUNTO ATENAS II, C M E I;RUA CIDADE DE CORONEL FREITAS 260;CAMPO COMPRIDO;PÚBLICA;-25,4545833;-49,353833
