Latitude;Longitude;Bairro
-25,43267249;-49,29922155;Bigorrilho
-25,38590627;-49,29918201;Pilarzinho
-25,47462205;-49,29917187;Portão
-25,46310396;-49,29909178;Vila Izabel
-25,53079212;-49,29898737;Pinheirinho
-25,49675864;-49,29896642;Novo Mundo
-25,51231;-49,29886557;Capão Raso
-25,4498745;-49,29878608;Seminário
-25,4640315;-49,2986412;Vila Izabel
-25,53173442;-49,29861063;Pinheirinho
