ENDERECO;BAIRRO;QUANTIDADE;TIPO
AL. AUGUSTO STELLFELD;CENTRO;5;INDUSTRIA
AL. DOUTOR CARLOS DE CARVALHO;BIGORRILHO;3;INDUSTRIA
AL. DOUTOR CARLOS DE CARVALHO;CENTRO;15;INDUSTRIA
AL. DOUTOR MURICY;CENTRO;7;INDUSTRIA
AL. JÚLIA DA COSTA;BIGORRILHO;3;INDUSTRIA
AL. JÚLIA DA COSTA;MERCÊS;4;INDUSTRIA
AL. NOSSA SENHORA DO SAGRADO CORAÇÃO;PINHEIRINHO;10;INDUSTRIA
AL. PRESIDENTE TAUNAY;BIGORRILHO;8;INDUSTRIA
AL. PRINCESA IZABEL;BIGORRILHO;7;INDUSTRIA
AV. ALCIR MARTINS BASTOS;FAZENDINHA;5;INDUSTRIA
AV. ANITA GARIBALDI;AHÚ;8;INDUSTRIA
AV. ANITA GARIBALDI;BARREIRINHA;6;INDUSTRIA
AV. ANITA GARIBALDI;BOA VISTA;6;INDUSTRIA
AV. ANITA GARIBALDI;CABRAL;5;INDUSTRIA
AV. ANITA GARIBALDI;SÃO LOURENÇO;7;INDUSTRIA
AV. BRASÍLIA;CAPÃO RASO;4;INDUSTRIA
AV. BRASÍLIA;NOVO MUNDO;15;INDUSTRIA
AV. CANAL BELEM;BOQUEIRÃO;12;INDUSTRIA
AV. CANAL BELEM;UBERABA;6;INDUSTRIA
AV. CANDIDO DE ABREU;CENTRO CÍVICO;29;INDUSTRIA
AV. COMENDADOR FRANCO;GUABIROTUBA;3;INDUSTRIA
AV. COMENDADOR FRANCO;JARDIM BOTÂNICO;4;INDUSTRIA
AV. COMENDADOR FRANCO;JARDIM DAS AMÉRICAS;3;INDUSTRIA
AV. COMENDADOR FRANCO;UBERABA;7;INDUSTRIA
AV. CORONEL FRANCISCO H DOS SANTOS;JARDIM DAS AMÉRICAS;5;INDUSTRIA
AV. CÂNDIDO HARTMANN;BIGORRILHO;8;INDUSTRIA
AV. CÂNDIDO HARTMANN;MERCÊS;3;INDUSTRIA
AV. CÂNDIDO HARTMANN;SANTA FELICIDADE;5;INDUSTRIA
AV. DA INTEGRAÇÃO;BAIRRO ALTO;14;INDUSTRIA
AV. DA REPÚBLICA;GUAÍRA;5;INDUSTRIA
AV. DA REPÚBLICA;PORTÃO;3;INDUSTRIA
AV. DAS INDÚSTRIAS;CIDADE INDUSTRIAL;13;INDUSTRIA
AV. DESEMBARGADOR HUGO SIMAS;BOM RETIRO;5;INDUSTRIA
AV. DESEMBARGADOR HUGO SIMAS;PILARZINHO;3;INDUSTRIA
AV. DO BATEL;BATEL;10;INDUSTRIA
AV. DOS ESTADOS;ÁGUA VERDE;5;INDUSTRIA
AV. DOUTOR EUGENIO BERTOLLI;LAMENHA PEQUENA;3;INDUSTRIA
AV. EDGARD STELLFELD;JARDIM SOCIAL;4;INDUSTRIA
AV. FLORIANOPOLIS;CAJURU;5;INDUSTRIA
AV. FRANCISCO GULIN;BUTIATUVINHA;3;INDUSTRIA
AV. FREDERICO LAMBERTUCCI;FAZENDINHA;10;INDUSTRIA
AV. FREDOLIN WOLF;PILARZINHO;4;INDUSTRIA
AV. FREDOLIN WOLF;SANTA FELICIDADE;7;INDUSTRIA
AV. HENRY FORD;FANNY;3;INDUSTRIA
AV. HENRY FORD;LINDÓIA;3;INDUSTRIA
AV. IGUAÇÚ;REBOUÇAS;9;INDUSTRIA
AV. IGUAÇÚ;ÁGUA VERDE;21;INDUSTRIA
AV. JAIME REIS;SÃO FRANCISCO;6;INDUSTRIA
AV. JOÃO GUALBERTO;JUVEVÊ;4;INDUSTRIA
AV. JUSCELINO KUBITSCHEK DE OLIVEIRA;CIDADE INDUSTRIAL;87;INDUSTRIA
AV. LUIZ XAVIER;CENTRO;4;INDUSTRIA
AV. MANOEL RIBAS;BUTIATUVINHA;9;INDUSTRIA
AV. MANOEL RIBAS;MERCÊS;15;INDUSTRIA
AV. MANOEL RIBAS;SANTA FELICIDADE;14;INDUSTRIA
AV. MANOEL RIBAS;VISTA ALEGRE;4;INDUSTRIA
AV. MARECHAL FLORIANO PEIXOTO;BOQUEIRÃO;19;INDUSTRIA
AV. MARECHAL FLORIANO PEIXOTO;CENTRO;6;INDUSTRIA
AV. MARECHAL FLORIANO PEIXOTO;HAUER;4;INDUSTRIA
AV. MARECHAL FLORIANO PEIXOTO;PAROLIN;4;INDUSTRIA
AV. MARECHAL FLORIANO PEIXOTO;PRADO VELHO;4;INDUSTRIA
AV. MARECHAL HUMBERTO DE ALENCAR C BRANCO;CRISTO REI;3;INDUSTRIA
AV. MARECHAL MASCARENHAS DE MORAES;ATUBA;4;INDUSTRIA
AV. MONTEIRO TOURINHO;TINGUI;4;INDUSTRIA
AV. MUNHOZ DA ROCHA;CABRAL;4;INDUSTRIA
AV. NAPOLEÃO MANOSSO;BUTIATUVINHA;3;INDUSTRIA
AV. NOSSA SENHORA APARECIDA;SEMINÁRIO;15;INDUSTRIA
AV. NOSSA SENHORA DA LUZ;JARDIM SOCIAL;3;INDUSTRIA
AV. NOSSA SENHORA DA PAZ;BOQUEIRÃO;4;INDUSTRIA
AV. PARANÁ;BACACHERI;7;INDUSTRIA
AV. PARANÁ;BOA VISTA;4;INDUSTRIA
AV. PARANÁ;SANTA CÂNDIDA;5;INDUSTRIA
AV. PERO VAZ DE CAMINHA;TATUQUARA;4;INDUSTRIA
AV. PREFEITO ERASTO GAERTNER;BACACHERI;8;INDUSTRIA
AV. PREFEITO MAURÍCIO FRUET;CAJURU;4;INDUSTRIA
AV. PRESIDENTE AFFONSO CAMARGO;CAPÃO DA IMBUIA;12;INDUSTRIA
AV. PRESIDENTE AFFONSO CAMARGO;CRISTO REI;5;INDUSTRIA
AV. PRESIDENTE ARTHUR DA SILVA BERNARDES;PORTÃO;8;INDUSTRIA
AV. PRESIDENTE ARTHUR DA SILVA BERNARDES;SANTA QUITÉRIA;4;INDUSTRIA
AV. PRESIDENTE GETÚLIO VARGAS;REBOUÇAS;6;INDUSTRIA
AV. PRESIDENTE GETÚLIO VARGAS;ÁGUA VERDE;7;INDUSTRIA
AV. PRESIDENTE KENNEDY;GUAÍRA;7;INDUSTRIA
AV. PRESIDENTE KENNEDY;PAROLIN;4;INDUSTRIA
AV. PRESIDENTE KENNEDY;PORTÃO;5;INDUSTRIA
AV. PRESIDENTE KENNEDY;ÁGUA VERDE;3;INDUSTRIA
AV. PRESIDENTE WENCESLAU BRAZ;GUAÍRA;4;INDUSTRIA
AV. PRESIDENTE WENCESLAU BRAZ;LINDÓIA;4;INDUSTRIA
AV. REPÚBLICA ARGENTINA;***;3;INDUSTRIA
AV. REPÚBLICA ARGENTINA;NOVO MUNDO;5;INDUSTRIA
AV. REPÚBLICA ARGENTINA;PORTÃO;17;INDUSTRIA
AV. REPÚBLICA ARGENTINA;VILA IZABEL;9;INDUSTRIA
AV. REPÚBLICA ARGENTINA;ÁGUA VERDE;20;INDUSTRIA
AV. SANTA BERNADETHE;FANNY;7;INDUSTRIA
AV. SANTA RITA DE CASSIA DOS IMPOSSÍVEIS;TATUQUARA;3;INDUSTRIA
AV. SENADOR SALGADO FILHO;GUABIROTUBA;8;INDUSTRIA
AV. SENADOR SALGADO FILHO;UBERABA;32;INDUSTRIA
AV. SENADOR SOUZA NAVES;ALTO DA RUA XV;5;INDUSTRIA
AV. SETE DE SETEMBRO;BATEL;37;INDUSTRIA
AV. SETE DE SETEMBRO;CENTRO;7;INDUSTRIA
AV. SETE DE SETEMBRO;ÁGUA VERDE;12;INDUSTRIA
AV. SILVA JARDIM;REBOUÇAS;5;INDUSTRIA
AV. SILVA JARDIM;ÁGUA VERDE;5;INDUSTRIA
AV. SÃO JOSÉ;CRISTO REI;8;INDUSTRIA
AV. TRÊS MARIAS;SÃO BRAZ;8;INDUSTRIA
AV. VEREADOR TOALDO TÚLIO;ORLEANS;4;INDUSTRIA
AV. VEREADOR TOALDO TÚLIO;SANTA FELICIDADE;10;INDUSTRIA
AV. VEREADOR TOALDO TÚLIO;SÃO BRAZ;10;INDUSTRIA
AV. VICENTE MACHADO;BATEL;4;INDUSTRIA
AV. VICENTE MACHADO;CENTRO;7;INDUSTRIA
AV. VICTOR FERREIRA DO AMARAL;CAPÃO DA IMBUIA;4;INDUSTRIA
AV. VISCONDE DE GUARAPUAVA;CENTRO;12;INDUSTRIA
AV. WINSTON CHURCHILL;CAPÃO RASO;17;INDUSTRIA
AV. WINSTON CHURCHILL;PINHEIRINHO;3;INDUSTRIA
AV. ÁGUA VERDE;VILA IZABEL;3;INDUSTRIA
AV. ÁGUA VERDE;ÁGUA VERDE;9;INDUSTRIA
EST. DA RIBEIRA BR-476;ATUBA;5;INDUSTRIA
EST. DAS OLARIAS;SANTA CÂNDIDA;4;INDUSTRIA
EST. DE SANTA CÂNDIDA;SANTA CÂNDIDA;6;INDUSTRIA
EST. DELEGADO BRUNO DE ALMEIDA;CAMPO DE SANTANA;28;INDUSTRIA
EST. DELEGADO BRUNO DE ALMEIDA;CAXIMBA;14;INDUSTRIA
EST. DO GANCHINHO- LD;GANCHINHO;12;INDUSTRIA
EST. DO GANCHINHO- LD;SÍTIO CERCADO;5;INDUSTRIA
EST. GUILHERME WEIGERT;SANTA CÂNDIDA;11;INDUSTRIA
EST. VELHA DO BARIGUI;CIDADE INDUSTRIAL;11;INDUSTRIA
NÃO CONSTA;***;4;INDUSTRIA
PC. GENERAL OSÓRIO;CENTRO;4;INDUSTRIA
R. 1 DE MAIO;XAXIM;10;INDUSTRIA
R. 11 DE AGOSTO;XAXIM;3;INDUSTRIA
R. 21 DE JUNHO;CAPÃO DA IMBUIA;3;INDUSTRIA
R. 24 DE MAIO;PAROLIN;6;INDUSTRIA
R. 24 DE MAIO;REBOUÇAS;10;INDUSTRIA
R. 25 DE AGOSTO;BOQUEIRÃO;3;INDUSTRIA
R. ABRAHAM LEISER STIER;CIDADE INDUSTRIAL;8;INDUSTRIA
R. ABRÃO JAK DUCK;XAXIM;3;INDUSTRIA
R. ABRÃO MANSUR;PINHEIRINHO;3;INDUSTRIA
R. ACELINO GRANDE;SÃO BRAZ;3;INDUSTRIA
R. ACRE;ÁGUA VERDE;3;INDUSTRIA
R. ADA MACAGGI;BAIRRO ALTO;4;INDUSTRIA
R. ADARI FERNANDO VISINONI;CIDADE INDUSTRIAL;3;INDUSTRIA
R. ADEL RAAD;CAPÃO RASO;4;INDUSTRIA
R. ADILIO RAMOS;BAIRRO ALTO;3;INDUSTRIA
R. ADINAR DOS SANTOS RIBEIRO;FAZENDINHA;4;INDUSTRIA
R. ADOLPHO BRESSAN;ORLEANS;3;INDUSTRIA
R. AFFIFE MANSUR;NOVO MUNDO;5;INDUSTRIA
R. AFFONSO RAINOLDO KUHN;PINHEIRINHO;3;INDUSTRIA
R. AFONSO FRUET;FAZENDINHA;3;INDUSTRIA
R. AGENOR ANTONIO RODRIGUES;SÍTIO CERCADO;7;INDUSTRIA
R. AGILIO LEÃO DE MACEDO;CIDADE INDUSTRIAL;5;INDUSTRIA
R. AGOSTINHO BRUSAMOLIN;CIDADE INDUSTRIAL;4;INDUSTRIA
R. AGUDOS DO SUL;SÍTIO CERCADO;4;INDUSTRIA
R. ALAGOAS;GUAÍRA;13;INDUSTRIA
R. ALBERICO FLORES BUENO;BAIRRO ALTO;10;INDUSTRIA
R. ALBERTO DE OLIVEIRA;BAIRRO ALTO;3;INDUSTRIA
R. ALBERTO FOLLONI;AHÚ;6;INDUSTRIA
R. ALBERTO FOLLONI;JUVEVÊ;3;INDUSTRIA
R. ALBERTO KLEMTZ;PORTÃO;10;INDUSTRIA
R. ALCEBÍADES PLAISANT;ÁGUA VERDE;4;INDUSTRIA
R. ALCIDES MUNHOZ;MERCÊS;8;INDUSTRIA
R. ALCIDES THERÉZIO DE CARVALHO;GUABIROTUBA;4;INDUSTRIA
R. ALCINO GUANABARA;HAUER;9;INDUSTRIA
R. ALEIXO KLOSS;MOSSUNGUÊ;3;INDUSTRIA
R. ALEXANDRE LEOCADIO SANTANA;CIDADE INDUSTRIAL;4;INDUSTRIA
R. ALEXANDRO GLENSKI;GANCHINHO;3;INDUSTRIA
R. ALEXANDRO GLENSKI;MOSSUNGUÊ;3;INDUSTRIA
R. ALFERES ANGELO SAMPAIO;ÁGUA VERDE;4;INDUSTRIA
R. ALFERES POLI;PAROLIN;7;INDUSTRIA
R. ALFERES POLI;REBOUÇAS;15;INDUSTRIA
R. ALFONSO OSVALDO GRELLMANN;PINHEIRINHO;3;INDUSTRIA
R. ALFREDO BARCIK;CAJURU;4;INDUSTRIA
R. ALFREDO BUFREN;CENTRO;3;INDUSTRIA
R. ALMEZINA EUGÊNIA FERREIRA;CIDADE INDUSTRIAL;3;INDUSTRIA
R. ALMIRANTE BARROSO;SÃO FRANCISCO;3;INDUSTRIA
R. ALMIRANTE GONÇALVES;REBOUÇAS;10;INDUSTRIA
R. ALVARES DE AZEVEDO;CIDADE INDUSTRIAL;7;INDUSTRIA
R. ALVORADA;GUABIROTUBA;3;INDUSTRIA
R. AMADEU DO AMARAL;PORTÃO;5;INDUSTRIA
R. AMADEU PIOTTO;CIDADE INDUSTRIAL;3;INDUSTRIA
R. AMADOR BUENO;CAJURU;7;INDUSTRIA
R. AMARO DE SANTA RITA;FANNY;6;INDUSTRIA
R. AMAURY LANGE SILVERIO;PILARZINHO;3;INDUSTRIA
R. AMAZONAS;ÁGUA VERDE;7;INDUSTRIA
R. AMINTAS DE BARROS;ALTO DA RUA XV;3;INDUSTRIA
R. AMINTAS DE BARROS;CENTRO;3;INDUSTRIA
R. AMÉRICA LATINA;CIDADE INDUSTRIAL;6;INDUSTRIA
R. ANA ALZIRA PEREIRA;SÍTIO CERCADO;6;INDUSTRIA
R. ANA BERTA ROSKAMP;JARDIM DAS AMÉRICAS;5;INDUSTRIA
R. ANDRÉ FERREIRA CAMARGO;XAXIM;4;INDUSTRIA
R. ANGELINA ANSAI;FAZENDINHA;3;INDUSTRIA
R. ANGELINA LEGAT PASINI;ALTO BOQUEIRÃO;9;INDUSTRIA
R. ANGELINA TURESSO CAVALIM;CIDADE INDUSTRIAL;3;INDUSTRIA
R. ANGELO BERTONCELLO;CAJURU;4;INDUSTRIA
R. ANGELO GAI;UMBARÁ;13;INDUSTRIA
R. ANGELO MASSIGNAN;SÃO BRAZ;5;INDUSTRIA
R. ANGELO PIOTTO;CIDADE INDUSTRIAL;3;INDUSTRIA
R. ANGELO TOZIM;CAMPO DE SANTANA;4;INDUSTRIA
R. ANGELO ZAMIR BIASI;ATUBA;3;INDUSTRIA
R. ANIBAL REQUIAO;XAXIM;3;INDUSTRIA
R. ANITA RIBAS;BACACHERI;3;INDUSTRIA
R. ANNE FRANK;BOQUEIRÃO;54;INDUSTRIA
R. ANNE FRANK;HAUER;18;INDUSTRIA
R. ANSELMO DE LIMA FILHO;CIDADE INDUSTRIAL;11;INDUSTRIA
R. ANTONIO ADER;FANNY;5;INDUSTRIA
R. ANTONIO ALVES;CAMPO DE SANTANA;3;INDUSTRIA
R. ANTONIO AUGUSTO DE BRITO;UMBARÁ;4;INDUSTRIA
R. ANTONIO CANDIDO CAVALIM;BAIRRO ALTO;5;INDUSTRIA
R. ANTONIO CHUEDA;GANCHINHO;6;INDUSTRIA
R. ANTONIO DALMARCO;FAZENDINHA;6;INDUSTRIA
R. ANTONIO DE CRISTO;ATUBA;3;INDUSTRIA
R. ANTONIO DE OLIVEIRA SANTOS;CIDADE INDUSTRIAL;4;INDUSTRIA
R. ANTONIO DIONÍSIO SOBRINHO;CIDADE INDUSTRIAL;3;INDUSTRIA
R. ANTONIO ESCORSIN;SÃO BRAZ;12;INDUSTRIA
R. ANTONIO LACERDA BRAGA;CIDADE INDUSTRIAL;8;INDUSTRIA
R. ANTONIO LAGO;BOA VISTA;3;INDUSTRIA
R. ANTONIO MEIRELLES SOBRINHO;CAJURU;5;INDUSTRIA
R. ANTONIO PASTRE;CIDADE INDUSTRIAL;4;INDUSTRIA
R. ANTONIO REBELATTO;BOQUEIRÃO;3;INDUSTRIA
R. ANTONIO REBELATTO;XAXIM;6;INDUSTRIA
R. ANTONIO RIBEIRO MACEDO;XAXIM;3;INDUSTRIA
R. ANTONIO SKREPEC;PINHEIRINHO;4;INDUSTRIA
R. ANTONIO VIVALDI;FAZENDINHA;3;INDUSTRIA
R. ANTONIO ZAK;ALTO BOQUEIRÃO;4;INDUSTRIA
R. ANTÔNIO BARBOSA FERRAZ JÚNIOR;PORTÃO;4;INDUSTRIA
R. ANTÔNIO SCHIEBEL;BOQUEIRÃO;12;INDUSTRIA
R. APUCARANA;SÍTIO CERCADO;6;INDUSTRIA
R. ARACAJU;CAJURU;7;INDUSTRIA
R. ARAPONGAS;SÍTIO CERCADO;3;INDUSTRIA
R. ARAPOTI;SÍTIO CERCADO;7;INDUSTRIA
R. ARCÉSIO DE BARROS LIMA;TATUQUARA;3;INDUSTRIA
R. ARIOSVALDO MOREIRA;CAJURU;3;INDUSTRIA
R. ARISTÓTELES DA SILVA SANTOS;BOQUEIRÃO;12;INDUSTRIA
R. ARLINDO ARAÚJO SOBRINHO;GUABIROTUBA;3;INDUSTRIA
R. ARLINDO NATAL;UBERABA;13;INDUSTRIA
R. ARNALDO THÁ;FAZENDINHA;11;INDUSTRIA
R. ARNAUD FERREIRA VELLOSO;CIDADE INDUSTRIAL;4;INDUSTRIA
R. ARTHUR EUCLIDES DE MOURA;XAXIM;5;INDUSTRIA
R. ARTHUR MANOEL IWERSEN;ALTO BOQUEIRÃO;6;INDUSTRIA
R. ARTHUR MANOEL IWERSEN;BOQUEIRÃO;9;INDUSTRIA
R. ARTHUR MARTINS FRANCO;CIDADE INDUSTRIAL;20;INDUSTRIA
R. ARTHUR MARTINS FRANCO;FAZENDINHA;5;INDUSTRIA
R. ARY BARROSO;BOA VISTA;3;INDUSTRIA
R. ARY CLAUDINO ZIEMER;PINHEIRINHO;14;INDUSTRIA
R. ASTORGA;SÍTIO CERCADO;11;INDUSTRIA
R. ATILIO BRUNETTI;CAPÃO RASO;7;INDUSTRIA
R. ATILIO BRUNETTI;PINHEIRINHO;3;INDUSTRIA
R. ATÍLIO BÓRIO;ALTO DA RUA XV;6;INDUSTRIA
R. AUGUSTO DAVID DE MORAES;UBERABA;5;INDUSTRIA
R. AUGUSTO DE MARI;GUAÍRA;7;INDUSTRIA
R. AUGUSTO DIAS PAREDES;BOQUEIRÃO;4;INDUSTRIA
R. AUGUSTO STRESSER;ALTO DA GLÓRIA;4;INDUSTRIA
R. AUGUSTO STRESSER;HUGO LANGE;3;INDUSTRIA
R. AUGUSTO STRESSER;JUVEVÊ;3;INDUSTRIA
R. AURELIANO AZEVEDO DA SILVEIRA;***;3;INDUSTRIA
R. AVELINA DA LUZ DA SILVA;SÍTIO CERCADO;3;INDUSTRIA
R. AVIADOR ARMIN BUHRER;UBERABA;3;INDUSTRIA
R. AYRTON PIZZATTO GUSI;XAXIM;6;INDUSTRIA
R. BACUPARI;UBERABA;3;INDUSTRIA
R. BAHIA;GUAÍRA;3;INDUSTRIA
R. BALDUR MAGNUS GRUBBA;NOVO MUNDO;5;INDUSTRIA
R. BALSA NOVA;SÍTIO CERCADO;3;INDUSTRIA
R. BALTAZAR CARRASCO DOS REIS;REBOUÇAS;12;INDUSTRIA
R. BANDEIRANTES;SÍTIO CERCADO;3;INDUSTRIA
R. BARTOLOMEU LOURENÇO DE GUSMÃO;BOQUEIRÃO;66;INDUSTRIA
R. BARTOLOMEU LOURENÇO DE GUSMÃO;HAUER;12;INDUSTRIA
R. BARÃO DE SANTO ANGELO;XAXIM;13;INDUSTRIA
R. BARÃO DO RIO BRANCO;CENTRO;6;INDUSTRIA
R. BARÃO DO SERRO AZUL;SÃO FRANCISCO;3;INDUSTRIA
R. BASÍLIO FUCK;XAXIM;4;INDUSTRIA
R. BATISTA DA COSTA;PINHEIRINHO;5;INDUSTRIA
R. BELMIRA CARVALHO BERTOLDI;CAMPO DE SANTANA;7;INDUSTRIA
R. BENEDICTO BERILLO FANGUEIRO;UBERABA;3;INDUSTRIA
R. BENEDITA LEÃO SILVEIRA PEREIRA;CIDADE INDUSTRIAL;10;INDUSTRIA
R. BENEDITO CAROLLO;CIDADE INDUSTRIAL;5;INDUSTRIA
R. BENEDITO GUIL;TARUMÃ;3;INDUSTRIA
R. BENJAMIN ANTONIO ANSAI;NOVO MUNDO;5;INDUSTRIA
R. BENJAMIN CONSTANT;CENTRO;6;INDUSTRIA
R. BENVENUTO GUSSO;BOA VISTA;3;INDUSTRIA
R. BERNARDO JACINTHO DA VEIGA;NOVO MUNDO;4;INDUSTRIA
R. BETTY DE SOUZA PAULA HALILA;CAJURU;3;INDUSTRIA
R. BISPO DOM JOSÉ;BATEL;4;INDUSTRIA
R. BOCAIUVA;SANTA QUITÉRIA;3;INDUSTRIA
R. BOM JESUS DE IGUAPE;BOQUEIRÃO;47;INDUSTRIA
R. BOM JESUS DE IGUAPE;HAUER;24;INDUSTRIA
R. BORTOLO PELANDA;UMBARÁ;7;INDUSTRIA
R. BRASÍLIO BACELLAR FILHO;TINGUI;4;INDUSTRIA
R. BRASÍLIO ITIBERÊ;JARDIM BOTÂNICO;4;INDUSTRIA
R. BRASÍLIO ITIBERÊ;REBOUÇAS;15;INDUSTRIA
R. BRASÍLIO ITIBERÊ;ÁGUA VERDE;5;INDUSTRIA
R. BRASÍLIO PERY MOREIRA;PINHEIRINHO;3;INDUSTRIA
R. BRASÍLIO RIBAS;NOVO MUNDO;4;INDUSTRIA
R. BRIGADEIRO ARTHUR CARLOS PERALTA;BOA VISTA;6;INDUSTRIA
R. BRIGADEIRO EDUARDO GOMES;PINHEIRINHO;3;INDUSTRIA
R. BRIGADEIRO FRANCO;MERCÊS;4;INDUSTRIA
R. BRIGADEIRO FRANCO;PAROLIN;5;INDUSTRIA
R. BRIGADEIRO FRANCO;ÁGUA VERDE;8;INDUSTRIA
R. BRUNO FILGUEIRA;BIGORRILHO;3;INDUSTRIA
R. BRUNO LOBO;BAIRRO ALTO;4;INDUSTRIA
R. BUENOS AIRES;BATEL;6;INDUSTRIA
R. BÔRTOLO GUSSO;CAPÃO RASO;5;INDUSTRIA
R. CADETE RENO GUIDO LONGO JÚNIOR;BOQUEIRÃO;6;INDUSTRIA
R. CAETANO MARCHESINI;PORTÃO;4;INDUSTRIA
R. CAMPO MOURÃO;ALTO BOQUEIRÃO;5;INDUSTRIA
R. CAMPOS SALES;ALTO DA GLÓRIA;4;INDUSTRIA
R. CAMÕES;ALTO DA RUA XV;3;INDUSTRIA
R. CAMÕES;HUGO LANGE;3;INDUSTRIA
R. CANADÁ;BACACHERI;3;INDUSTRIA
R. CANDIDO DE LEÃO;CENTRO;4;INDUSTRIA
R. CAP. DOUTOR ANTONIO JOSÉ;XAXIM;5;INDUSTRIA
R. CAPIBERIBE;PORTÃO;5;INDUSTRIA
R. CAPIBERIBE;SANTA QUITÉRIA;5;INDUSTRIA
R. CAPITÃO ARGEMIRO MONTEIRO WANDERLEY;CAPÃO RASO;4;INDUSTRIA
R. CAPITÃO GUILHERME BIANCHI;CAJURU;5;INDUSTRIA
R. CAPITÃO JOSÉ MARIA SOBRINHO;FANNY;4;INDUSTRIA
R. CAPITÃO JOÃO RIBAS DE OLIVEIRA;GUABIROTUBA;4;INDUSTRIA
R. CAPITÃO JOÃO ZALESKI;LINDÓIA;6;INDUSTRIA
R. CAPITÃO JOÃO ZALESKI;UBERABA;7;INDUSTRIA
R. CAPITÃO LEONIDAS MARQUES;UBERABA;14;INDUSTRIA
R. CAPITÃO SOUZA FRANCO;BIGORRILHO;3;INDUSTRIA
R. CAPITÃO TENENTE MARIS DE BARROS;PORTÃO;4;INDUSTRIA
R. CARLOS AMORETTY OSÓRIO;SÍTIO CERCADO;5;INDUSTRIA
R. CARLOS AUGUSTO CORNELSEN;BOM RETIRO;3;INDUSTRIA
R. CARLOS DE CAMPOS;BOA VISTA;4;INDUSTRIA
R. CARLOS DE LAET;BOQUEIRÃO;50;INDUSTRIA
R. CARLOS DE LAET;HAUER;23;INDUSTRIA
R. CARLOS DIETZSCH;PORTÃO;14;INDUSTRIA
R. CARLOS ESSENFELDER;BOQUEIRÃO;50;INDUSTRIA
R. CARLOS ESSENFELDER;HAUER;4;INDUSTRIA
R. CARLOS KLEMTZ;FAZENDINHA;17;INDUSTRIA
R. CARLOS PIOLI;BOM RETIRO;3;INDUSTRIA
R. CARLÓPOLIS;PINHEIRINHO;4;INDUSTRIA
R. CARMELINA CAVASSIN;ABRANCHES;3;INDUSTRIA
R. CARNEIRO LOBO;BATEL;3;INDUSTRIA
R. CAROLINA CASTELLI;NOVO MUNDO;4;INDUSTRIA
R. CASCAVEL;ALTO BOQUEIRÃO;5;INDUSTRIA
R. CASCAVEL;BOQUEIRÃO;16;INDUSTRIA
R. CASTRO;ÁGUA VERDE;5;INDUSTRIA
R. CASTRO ALVES;ÁGUA VERDE;3;INDUSTRIA
R. CATARINA GABARDO;XAXIM;3;INDUSTRIA
R. CATHARINA JORGE MANSUR;CIDADE INDUSTRIAL;3;INDUSTRIA
R. CATULO DA PAIXÃO CEARENSE;CAJURU;3;INDUSTRIA
R. CEL PRETEXTATO PENNA FORTE T RIBAS;PORTÃO;3;INDUSTRIA
R. CELESTE SENEGAGLIA;CIDADE INDUSTRIAL;3;INDUSTRIA
R. CELESTE TORTATO GABARDO;SÍTIO CERCADO;9;INDUSTRIA
R. CELESTINO JÚNIOR;SÃO FRANCISCO;3;INDUSTRIA
R. CELESTINO MENSSING DE SIQUEIRA;CIDADE INDUSTRIAL;8;INDUSTRIA
R. CEZINANDO DIAS PAREDES;BOQUEIRÃO;29;INDUSTRIA
R. CHANCELER OSWALDO ARANHA;HAUER;6;INDUSTRIA
R. CHARLES DICKENS;ABRANCHES;3;INDUSTRIA
R. CHILE;REBOUÇAS;7;INDUSTRIA
R. CID MARCONDES DE ALBUQUERQUE;PINHEIRINHO;9;INDUSTRIA
R. CIDADE DE MARIA HELENA;CIDADE INDUSTRIAL;3;INDUSTRIA
R. CIPRIANO BARATA DE ALMEIDA;SÍTIO CERCADO;3;INDUSTRIA
R. CLARA POLSIN;NOVO MUNDO;6;INDUSTRIA
R. CLAUDIO MANOEL DA COSTA;PILARZINHO;3;INDUSTRIA
R. CLETO DA SILVA;BOQUEIRÃO;17;INDUSTRIA
R. CLOVIS BEVILAQUA SOBRINHO;UBERABA;7;INDUSTRIA
R. COMENDADOR ARAÚJO;CENTRO;13;INDUSTRIA
R. COMENDADOR MACEDO;CENTRO;3;INDUSTRIA
R. COMENDADOR ROSEIRA;PRADO VELHO;4;INDUSTRIA
R. CONDE DE SÃO JOÃO DAS DUAS BARRAS;BOQUEIRÃO;7;INDUSTRIA
R. CONDE DE SÃO JOÃO DAS DUAS BARRAS;HAUER;6;INDUSTRIA
R. CONDE DOS ARCOS;LINDÓIA;3;INDUSTRIA
R. CONSELHEIRO LAURINDO;CENTRO;13;INDUSTRIA
R. CONSTANTE LUNARDON;MOSSUNGUÊ;3;INDUSTRIA
R. CORONEL ALFREDO FERREIRA DA COSTA;JARDIM DAS AMÉRICAS;3;INDUSTRIA
R. CORONEL AMAZONAS MARCONDES;CABRAL;4;INDUSTRIA
R. CORONEL ANIBAL DOS SANTOS;FANNY;5;INDUSTRIA
R. CORONEL ANTONIO RICARDO DOS SANTOS;HAUER;13;INDUSTRIA
R. CORONEL DOMINGOS SOARES;BAIRRO ALTO;6;INDUSTRIA
R. CORONEL DULCÍDIO;ÁGUA VERDE;3;INDUSTRIA
R. CORONEL HERCULANO DE ARAUJO;NOVO MUNDO;12;INDUSTRIA
