ENDERECO;BAIRRO;QUANTIDADE;TIPO
R. CORONEL AMAZONAS MARCONDES;CABRAL;47;COMERCIO
R. CORONEL ANTONIO RICARDO DOS SANTOS;HAUER;39;COMERCIO
R. CORONEL ARTHUR FERREIRA DE ABREU;CAPÃO DA IMBUIA;28;COMERCIO
R. CORONEL DOMINGOS SOARES;BAIRRO ALTO;33;COMERCIO
R. CORONEL DOMINGOS THEODORICO DE FREITAS;SÍTIO CERCADO;19;COMERCIO
R. CORONEL DULCÍDIO;BATEL;72;COMERCIO
R. CORONEL DULCÍDIO;ÁGUA VERDE;38;COMERCIO
R. CORONEL HERCULANO DE ARAUJO;NOVO MUNDO;32;COMERCIO
R. CORONEL JOAQUIM IGNÁCIO TABORDA RIBAS;BIGORRILHO;14;COMERCIO
R. CORONEL JOAQUIM SARMENTO;BOM RETIRO;14;COMERCIO
R. CORONEL JOSÉ CARVALHO DE OLIVEIRA;UBERABA;45;COMERCIO
R. CORONEL JOSÉ LEAL FONTOURA;XAXIM;13;COMERCIO
R. CORONEL LUIZ JOSÉ DOS SANTOS;BOQUEIRÃO;141;COMERCIO
R. CORONEL LUIZ JOSÉ DOS SANTOS;XAXIM;92;COMERCIO
R. CORONEL MENNA BARRETO MONCLARO;CENTRO;18;COMERCIO
R. CORONEL OTTONI MACIEL;VILA IZABEL;25;COMERCIO
R. CORONEL PEDRO SCHERER SOBRINHO;CRISTO REI;23;COMERCIO
R. CORONEL VICTOR AGNER KENDRICK;SÍTIO CERCADO;21;COMERCIO
R. CORONEL WALLACE SCOTT MURRAY;SANTA CÂNDIDA;19;COMERCIO
R. COSTA RICA;BACACHERI;27;COMERCIO
R. CRISTIANO STROBEL;ALTO BOQUEIRÃO;22;COMERCIO
R. CRISTIANO STROBEL;BOQUEIRÃO;40;COMERCIO
R. CRISTIANO STROBEL;XAXIM;34;COMERCIO
R. CRUZ MACHADO;CENTRO;76;COMERCIO
R. CRUZEIRO DO SUL;SÍTIO CERCADO;48;COMERCIO
R. CUIABÁ;CAJURU;29;COMERCIO
R. CURUPAITIS;PORTÃO;19;COMERCIO
R. CURUPAITIS;SANTA QUITÉRIA;50;COMERCIO
R. CURUPIS;PORTÃO;18;COMERCIO
R. CURUPIS;SANTA QUITÉRIA;16;COMERCIO
R. CYRO CORREIA PEREIRA;CIDADE INDUSTRIAL;65;COMERCIO
R. CÂMARA JÚNIOR;JARDIM DAS AMÉRICAS;36;COMERCIO
R. CÂNDIDO XAVIER;ÁGUA VERDE;27;COMERCIO
R. DA DIVINA PROVIDÊNCIA;SANTA QUITÉRIA;21;COMERCIO
R. DA GLÓRIA;ALTO DA GLÓRIA;19;COMERCIO
R. DA LUA;SÍTIO CERCADO;27;COMERCIO
R. DA PAZ;CENTRO;50;COMERCIO
R. DA PAZ;JARDIM BOTÂNICO;23;COMERCIO
R. DA TRINDADE;CAJURU;78;COMERCIO
R. DAISY LUCI BERNO;GUAÍRA;14;COMERCIO
R. DANILO PEDRO SCHREINER;ALTO BOQUEIRÃO;18;COMERCIO
R. DANTE LUIZ JÚNIOR;CAPÃO RASO;18;COMERCIO
R. DANTE MELARA;CAJURU;45;COMERCIO
R. DARCI VARGAS;CIDADE INDUSTRIAL;44;COMERCIO
R. DAS ANDORINHAS;NOVO MUNDO;22;COMERCIO
R. DAS CARMELITAS;BOQUEIRÃO;182;COMERCIO
R. DAS CARMELITAS;HAUER;25;COMERCIO
R. DAS GOIABEIRAS;CIDADE INDUSTRIAL;15;COMERCIO
R. DAVI XAVIER DA SILVA;CIDADE INDUSTRIAL;13;COMERCIO
R. DAVID BODZIAK;CACHOEIRA;36;COMERCIO
R. DAVID GERONASSO;BOA VISTA;18;COMERCIO
R. DAVID TOWS;SÍTIO CERCADO;85;COMERCIO
R. DAVID TOWS;XAXIM;52;COMERCIO
R. DELEGADO LEOPOLDO BELCZAK;***;14;COMERCIO
R. DELEGADO LEOPOLDO BELCZAK;CAPÃO DA IMBUIA;328;COMERCIO
R. DELEGADO LEOPOLDO BELCZAK;CRISTO REI;15;COMERCIO
R. DELEGADO NABY PARANÁ;CAPÃO RASO;17;COMERCIO
R. DEPUTADO ACYR JOSÉ;CAJURU;13;COMERCIO
R. DEPUTADO ANTONIO BABY;BATEL;21;COMERCIO
R. DEPUTADO CUNHA BUENO;CIDADE INDUSTRIAL;25;COMERCIO
R. DEPUTADO ESTEFANO MIKILITA;PORTÃO;17;COMERCIO
R. DEPUTADO HEITOR ALENCAR FURTADO;CAMPO COMPRIDO;20;COMERCIO
R. DEPUTADO JOAO RIBEIRO JUNIOR;CIDADE INDUSTRIAL;13;COMERCIO
R. DEPUTADO JOAQUIM JOSÉ PEDROSA;CABRAL;17;COMERCIO
R. DEPUTADO NEO MARTINS;NOVO MUNDO;28;COMERCIO
R. DEPUTADO PINHEIRO JUNIOR;UMBARÁ;38;COMERCIO
R. DEPUTADO TENÓRIO CAVALCANTI;UBERABA;25;COMERCIO
R. DEPUTADO VIDAL VANHONI;TATUQUARA;25;COMERCIO
R. DEPUTADO WALDEMIRO PEDROSO;NOVO MUNDO;50;COMERCIO
R. DESEMBARGADOR ANTÔNIO DE PAULA;BOQUEIRÃO;165;COMERCIO
R. DESEMBARGADOR ARTHUR LEME;BACACHERI;17;COMERCIO
R. DESEMBARGADOR BENVINDO VALENTE;SÃO FRANCISCO;26;COMERCIO
R. DESEMBARGADOR CARLOS PINHEIRO GUIMARAES;SÍTIO CERCADO;57;COMERCIO
R. DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;68;COMERCIO
R. DESEMBARGADOR COSTA CARVALHO;BATEL;20;COMERCIO
R. DESEMBARGADOR ERMELINO DE LEÃO;CENTRO;38;COMERCIO
R. DESEMBARGADOR ERNANI ALMEIDA DE ABREU;TATUQUARA;44;COMERCIO
R. DESEMBARGADOR ERNANI GUARITA CARTAXO;CAPÃO RASO;20;COMERCIO
R. DESEMBARGADOR ESTANISLAU CARDOSO;XAXIM;19;COMERCIO
R. DESEMBARGADOR ISAIAS BEVILÁQUA;MERCÊS;18;COMERCIO
R. DESEMBARGADOR JOSÉ CARLOS RIBEIRO RIBAS;TABOÃO;17;COMERCIO
R. DESEMBARGADOR LAURO SODRE LOPES;PORTÃO;18;COMERCIO
R. DESEMBARGADOR MOTTA;BATEL;22;COMERCIO
R. DESEMBARGADOR MOTTA;CENTRO;27;COMERCIO
R. DESEMBARGADOR OTÁVIO DO AMARAL;BIGORRILHO;47;COMERCIO
R. DESEMBARGADOR VIEIRA CAVALCANTI;MERCÊS;16;COMERCIO
R. DESEMBARGADOR WESTPHALEN;CENTRO;282;COMERCIO
R. DESEMBARGADOR WESTPHALEN;PAROLIN;84;COMERCIO
R. DESEMBARGADOR WESTPHALEN;REBOUÇAS;140;COMERCIO
R. DIAS DA ROCHA FILHO;ALTO DA RUA XV;63;COMERCIO
R. DIOGO MUGIATTI;BOQUEIRÃO;64;COMERCIO
R. DO ROSÁRIO;CENTRO;13;COMERCIO
R. DOM ALBERTO GONÇALVES;BOM RETIRO;13;COMERCIO
R. DOM ALBERTO GONÇALVES;MERCÊS;14;COMERCIO
R. DOM BOSCO;NOVO MUNDO;21;COMERCIO
R. DOM JOSÉ MARELLO;XAXIM;15;COMERCIO
R. DOM JOÃO VI;CAJURU;13;COMERCIO
R. DOM ORIONE;SANTA QUITÉRIA;13;COMERCIO
R. DOM PEDRO I;ÁGUA VERDE;36;COMERCIO
R. DOMINGOS FERNANDES MAIA;BAIRRO ALTO;25;COMERCIO
R. DONA BARBARA CID;UBERABA;14;COMERCIO
R. DONA BRANCA DO NASCIMENTO MIRANDA;PILARZINHO;13;COMERCIO
R. DONATO CRACCO;SÍTIO CERCADO;14;COMERCIO
R. DOS DOMINICANOS;BOA VISTA;19;COMERCIO
R. DOS FERROVIÁRIOS;CAJURU;90;COMERCIO
R. DOS FUNCIONÁRIOS;CABRAL;31;COMERCIO
R. DOS PIONEIROS;SÍTIO CERCADO;57;COMERCIO
R. DOUTOR ALEXANDRE GUTIERREZ;ÁGUA VERDE;33;COMERCIO
R. DOUTOR ANTONIO GOMES;XAXIM;20;COMERCIO
R. DOUTOR ARIELLY SOARES DA SILVA;BOQUEIRÃO;15;COMERCIO
R. DOUTOR AUGUSTO LOBO DE MOURA;FAZENDINHA;14;COMERCIO
R. DOUTOR BLEY ZORNIG;BOQUEIRÃO;197;COMERCIO
R. DOUTOR BRASÍLIO VICENTE DE CASTRO;CAMPO COMPRIDO;20;COMERCIO
R. DOUTOR CARLOS BRUNO BREITHAUPT;JARDIM DAS AMÉRICAS;20;COMERCIO
R. DOUTOR CARVALHO CHAVES;PAROLIN;29;COMERCIO
R. DOUTOR CEZAR PERNETTA;TATUQUARA;28;COMERCIO
R. DOUTOR DANILO GOMES;BOQUEIRÃO;55;COMERCIO
R. DOUTOR DECIO DOSSI;ALTO BOQUEIRÃO;16;COMERCIO
R. DOUTOR FAIVRE;CENTRO;105;COMERCIO
R. DOUTOR GONZAGA DE CAMPOS;UBERABA;17;COMERCIO
R. DOUTOR GOULIN;HUGO LANGE;17;COMERCIO
R. DOUTOR HELENO DA SILVEIRA;BOQUEIRÃO;13;COMERCIO
R. DOUTOR JOAQUIM AMARAL;JARDIM DAS AMÉRICAS;19;COMERCIO
R. DOUTOR JOÃO EVANGELISTA ESPINDOLA;TARUMÃ;13;COMERCIO
R. DOUTOR JOÃO TOBIAS PINTO REBELO;PORTÃO;14;COMERCIO
R. DOUTOR JULIO CÉSAR RIBEIRO DE SOUZA;HAUER;91;COMERCIO
R. DOUTOR LAURINDO ABELARDO DE BRITO;BOQUEIRÃO;15;COMERCIO
R. DOUTOR LAURO GENTIO PORTUGAL TAVARES;SÍTIO CERCADO;20;COMERCIO
R. DOUTOR LAURO WOLFF VALENTE;PORTÃO;13;COMERCIO
R. DOUTOR LEOCÁDIO CYSNEIROS CORREA;XAXIM;18;COMERCIO
R. DOUTOR LEVY BUQUERA;SÍTIO CERCADO;23;COMERCIO
R. DOUTOR LEÃO MOCELLIN;SANTA FELICIDADE;14;COMERCIO
R. DOUTOR LUIZ LOSSO FILHO;NOVO MUNDO;61;COMERCIO
R. DOUTOR MANOEL LINHARES DE LACERDA;CAPÃO RASO;17;COMERCIO
R. DOUTOR MANOEL PEDRO;CABRAL;30;COMERCIO
R. DOUTOR PEDRO ZAVASKI;PINHEIRINHO;19;COMERCIO
R. DOUTOR PEDROSA;CENTRO;68;COMERCIO
R. DOUTOR PETRONIO ROMERO DE SOUZA;CAJURU;15;COMERCIO
R. DOUTOR PLÍNIO GONÇALVES MARQUES;PINHEIRINHO;23;COMERCIO
R. DOUTOR PÂMPHILO D ASSUMPÇÃO;PAROLIN;33;COMERCIO
R. DOUTOR REYNALDO MACHADO;PRADO VELHO;34;COMERCIO
R. DOUTOR ROBERTO BARROZO;MERCÊS;23;COMERCIO
R. DOUTOR SIMÃO KOSSOBUDSKI;BOQUEIRÃO;26;COMERCIO
R. DOUTOR SÁTILAS DO AMARAL CAMARGO;TINGUI;22;COMERCIO
R. DOUTOR WALDEMIRO PEREIRA;CAPÃO RASO;22;COMERCIO
R. DR JOAQUIM I SILVEIRA DA MOTTA;GUABIROTUBA;25;COMERCIO
R. DR JOAQUIM I SILVEIRA DA MOTTA;UBERABA;14;COMERCIO
R. DR PEDRO AUGUSTO MENNA BARRETO MONCLARO;ÁGUA VERDE;22;COMERCIO
R. DR. JOSÉ PALÚ;NOVO MUNDO;14;COMERCIO
R. DUQUE DE CAXIAS;SÃO FRANCISCO;26;COMERCIO
R. DURVAL JUNGLES;PINHEIRINHO;13;COMERCIO
R. DURVAL LEOPOLDO LANDAL;CIDADE INDUSTRIAL;27;COMERCIO
R. EBANO PEREIRA;CENTRO;130;COMERCIO
R. EDGARD CAVALCANTI DE ALBUQUERQUE;SÍTIO CERCADO;25;COMERCIO
R. EDMUNDO ALBERTO MERCER;TINGUI;13;COMERCIO
R. EDSON CAMPOS MATESICH;SANTA FELICIDADE;27;COMERCIO
R. EDUARDO CARLOS PEREIRA;PORTÃO;54;COMERCIO
R. EDUARDO GERONASSO;BACACHERI;16;COMERCIO
R. EDUARDO PINTO DA ROCHA;ALTO BOQUEIRÃO;105;COMERCIO
R. EDUARDO PINTO DA ROCHA;GANCHINHO;34;COMERCIO
R. EDUARDO PINTO DA ROCHA;SÍTIO CERCADO;36;COMERCIO
R. EDUARDO SPRADA;CAMPO COMPRIDO;75;COMERCIO
R. EDUARDO SPRADA;CIDADE INDUSTRIAL;46;COMERCIO
R. EDVINO ANTONIO DEBONI;FAZENDINHA;38;COMERCIO
R. ELIAS MOYSES SCHELELA;UBERABA;13;COMERCIO
R. ELOI ORESTES ZEGLIN;PINHEIRINHO;15;COMERCIO
R. ELOY DE ASSIS FABRIS;NOVO MUNDO;18;COMERCIO
R. EMANOEL ERNESTO BERTOLDI;CAMPO DE SANTANA;27;COMERCIO
R. EMANOEL VOLUZ;PINHEIRINHO;22;COMERCIO
R. EMANUEL KANT;CAPÃO RASO;28;COMERCIO
R. EMBAIXADOR JOSÉ CARLOS DE MACEDO SOARES;XAXIM;32;COMERCIO
R. EMILIA CHOPACZ;CIDADE INDUSTRIAL;18;COMERCIO
R. EMILIANO PERNETA;CENTRO;296;COMERCIO
R. EMILIO BERTOLINI;CAJURU;17;COMERCIO
R. EMILIO CORNELSEN;AHÚ;25;COMERCIO
R. EMILIO DE ALMEIDA TORRES;CAMPINA DO SIQUEIRA;15;COMERCIO
R. EMILIO DE MENEZES;BOM RETIRO;28;COMERCIO
R. ENETTE DUBARD;TATUQUARA;134;COMERCIO
R. ENGENHEIRO ALBERTO MONTEIRO DE CARVALHO;CAPÃO DA IMBUIA;36;COMERCIO
R. ENGENHEIRO ARIEL VILLAR TACLA;CIDADE INDUSTRIAL;13;COMERCIO
R. ENGENHEIRO ARTHUR BETTES;PORTÃO;28;COMERCIO
R. ENGENHEIRO BENEDITO MARIO DA SILVA;CAJURU;30;COMERCIO
R. ENGENHEIRO COSTA BARROS;CAJURU;153;COMERCIO
R. ENGENHEIRO EDUARDO AFONSO NADOLNY;CIDADE INDUSTRIAL;98;COMERCIO
R. ENGENHEIRO HEITOR SOARES GOMES;PORTÃO;14;COMERCIO
R. ENGENHEIRO JOÃO BLEY FILHO;PINHEIRINHO;70;COMERCIO
R. ENGENHEIRO JOÃO VISINONI;CIDADE INDUSTRIAL;13;COMERCIO
R. ENGENHEIRO JÚLIO CÉSAR DE SOUZA ARAÚJO;CIDADE INDUSTRIAL;22;COMERCIO
R. ENGENHEIRO NIÉPCE DA SILVA;PORTÃO;39;COMERCIO
R. ENGENHEIROS REBOUÇAS;JARDIM BOTÂNICO;18;COMERCIO
R. ENGENHEIROS REBOUÇAS;REBOUÇAS;65;COMERCIO
R. EPAMINONDAS SANTOS;BAIRRO ALTO;46;COMERCIO
R. ERNESTO BISCARDI;CAPÃO RASO;17;COMERCIO
R. ERNESTO GERMANO FRANCISCO HANNEMANN;TATUQUARA;51;COMERCIO
R. ESPER JORGE CHUERI;CAJURU;40;COMERCIO
R. ESTADOS UNIDOS;BACACHERI;88;COMERCIO
R. ESTADOS UNIDOS;BOA VISTA;33;COMERCIO
R. ESTRADA DA GRACIOSA;ATUBA;14;COMERCIO
R. EUCLIDES DA CUNHA;BIGORRILHO;32;COMERCIO
R. EUGÊNIO FLOR;TABOÃO;28;COMERCIO
R. EUNICE BETTINI BARTOSZECK;UBERABA;99;COMERCIO
R. EURICO FONSECA DOS SANTOS;XAXIM;22;COMERCIO
R. EURIDES CUNHA;VILA IZABEL;21;COMERCIO
R. EURIPEDES GARCEZ DO NASCIMENTO;AHÚ;16;COMERCIO
R. EUZÉBIO DA MOTTA;JUVEVÊ;13;COMERCIO
R. EVARISTO DA VEIGA;BOQUEIRÃO;39;COMERCIO
R. EWALDO HAUER;SANTA CÂNDIDA;13;COMERCIO
R. EWALDO NICKEL;UBERABA;16;COMERCIO
R. EXPEDICIONÁRIO FRANCISCO A DE OLIVEIRA;ALTO BOQUEIRÃO;23;COMERCIO
R. EXPEDICIONÁRIO FRANCISCO PEREIRA DOS SANTOS;ALTO BOQUEIRÃO;13;COMERCIO
R. EÇA DE QUEIROZ;AHÚ;13;COMERCIO
R. FAGUNDES VARELA;BACACHERI;86;COMERCIO
R. FAGUNDES VARELA;JARDIM SOCIAL;27;COMERCIO
R. FERDINAND OTTO MULLER;TATUQUARA;16;COMERCIO
R. FERNANDES DE BARROS;ALTO DA RUA XV;18;COMERCIO
R. FERNANDES DE BARROS;HUGO LANGE;29;COMERCIO
R. FERNANDES VIEIRA;CAPÃO RASO;13;COMERCIO
R. FERNANDO AMARO;ALTO DA RUA XV;34;COMERCIO
R. FERNANDO CORRÊA DE AZEVEDO;SANTA FELICIDADE;13;COMERCIO
R. FERNANDO DE NORONHA;BOA VISTA;55;COMERCIO
R. FERNANDO DE NORONHA;SANTA CÂNDIDA;75;COMERCIO
R. FERNANDO DE SOUZA COSTA;FAZENDINHA;41;COMERCIO
R. FERNANDO SIMAS;BIGORRILHO;28;COMERCIO
R. FERNANDO SIMAS;MERCÊS;16;COMERCIO
R. FIDELINO FIGUEIREDO;FAZENDINHA;15;COMERCIO
R. FILIPINAS;CAJURU;74;COMERCIO
R. FIORAVANTE DALLA STELLA;CRISTO REI;18;COMERCIO
R. FIORAVANTE SLAVIERO;NOVO MUNDO;21;COMERCIO
R. FLÁVIO DALLEGRAVE;ALTO DA RUA XV;13;COMERCIO
R. FLÁVIO DALLEGRAVE;BOA VISTA;17;COMERCIO
R. FORTALEZA;CAJURU;56;COMERCIO
R. FRANCISCO ALVES GUIMARAES;CRISTO REI;14;COMERCIO
R. FRANCISCO DALLALIBERA;SANTA FELICIDADE;42;COMERCIO
R. FRANCISCO DAS CHAGAS LOPES;BOA VISTA;16;COMERCIO
R. FRANCISCO DE CAMARGO PINTO;CAPÃO RASO;17;COMERCIO
R. FRANCISCO DE CAMARGO PINTO;PINHEIRINHO;13;COMERCIO
R. FRANCISCO DE PAULA GUIMARÃES;AHÚ;39;COMERCIO
R. FRANCISCO DEROSSO;ALTO BOQUEIRÃO;243;COMERCIO
R. FRANCISCO DEROSSO;XAXIM;494;COMERCIO
R. FRANCISCO FRISCHMANN;PORTÃO;15;COMERCIO
R. FRANCISCO FRUET;NOVO MUNDO;14;COMERCIO
R. FRANCISCO KLEMTZ;PORTÃO;16;COMERCIO
R. FRANCISCO LOURENÇO JOHNSCHER;BOQUEIRÃO;21;COMERCIO
R. FRANCISCO MOTA MACHADO;CAPÃO DA IMBUIA;26;COMERCIO
R. FRANCISCO NEGRÃO;ÁGUA VERDE;17;COMERCIO
R. FRANCISCO NUNES;PRADO VELHO;45;COMERCIO
R. FRANCISCO NUNES;REBOUÇAS;38;COMERCIO
R. FRANCISCO PAROLIN;PAROLIN;14;COMERCIO
R. FRANCISCO PRESTES MAIA;BOA VISTA;15;COMERCIO
R. FRANCISCO RAITANI;CAPÃO RASO;13;COMERCIO
R. FRANCISCO RAITANI;PINHEIRINHO;24;COMERCIO
R. FRANCISCO ROCHA;BATEL;82;COMERCIO
R. FRANCISCO ROCHA;BIGORRILHO;37;COMERCIO
R. FRANCISCO TIMOTEO DE SIMAS;UBERABA;18;COMERCIO
R. FRANCISCO TORRES;CENTRO;69;COMERCIO
R. FRANCISCO WARCHESKI;TATUQUARA;14;COMERCIO
R. FRANCISCO ZANICOTTI SOBRINHO;SANTA CÂNDIDA;19;COMERCIO
R. FREDERICO CANTARELLI;BIGORRILHO;39;COMERCIO
R. FREDERICO MAURER;BOQUEIRÃO;40;COMERCIO
R. FREDERICO MAURER;HAUER;43;COMERCIO
R. FREDERICO MÜLLER;CAMPO COMPRIDO;23;COMERCIO
R. FREDERICO STADLER JUNIOR;CAPÃO DA IMBUIA;28;COMERCIO
R. FREI EGIDIO CARLOTTO;CIDADE INDUSTRIAL;13;COMERCIO
R. FREI GASPAR DA MADRE DE DEUS;NOVO MUNDO;27;COMERCIO
R. FREI GASPAR DA MADRE DE DEUS;PORTÃO;35;COMERCIO
R. FREI HENRIQUE DE COIMBRA;HAUER;47;COMERCIO
R. FREI ORLANDO;TARUMÃ;22;COMERCIO
R. FREI TEÓFILO;CAPÃO RASO;33;COMERCIO
R. FÁTIMA BARK;CAPÃO RASO;31;COMERCIO
R. FÁTIMA BARK;PINHEIRINHO;15;COMERCIO
R. GABRIEL CORISCO DOMINGUES;BOQUEIRÃO;15;COMERCIO
R. GABRIEL FRECCEIRO DE MIRANDA;XAXIM;41;COMERCIO
R. GABRIEL RIBEIRO;SÍTIO CERCADO;22;COMERCIO
R. GAGO COUTINHO;BACACHERI;15;COMERCIO
R. GARDENIO SCORZATO;PILARZINHO;21;COMERCIO
R. GARUVA;CIDADE INDUSTRIAL;17;COMERCIO
R. GASTAO LUIZ CRULS;BAIRRO ALTO;26;COMERCIO
R. GASTÃO CÂMARA;BIGORRILHO;25;COMERCIO
R. GENERAL ARISTIDES ATHAYDE JÚNIOR;BIGORRILHO;31;COMERCIO
R. GENERAL CARNEIRO;CENTRO;32;COMERCIO
R. GENERAL CARNEIRO;JARDIM BOTÂNICO;36;COMERCIO
R. GENERAL MARIO TOURINHO;BIGORRILHO;18;COMERCIO
R. GENERAL MARIO TOURINHO;CAMPINA DO SIQUEIRA;94;COMERCIO
R. GENERAL MARIO TOURINHO;SEMINÁRIO;37;COMERCIO
R. GENERAL POTIGUARA;FAZENDINHA;107;COMERCIO
R. GENERAL POTIGUARA;NOVO MUNDO;40;COMERCIO
R. GENERAL RAUL DA CUNHA BELLO;PINHEIRINHO;15;COMERCIO
R. GENERAL THEODORICO GONÇALVES GUIMARÃES;XAXIM;19;COMERCIO
R. GERALDINO RAMIRO DOS SANTOS;CIDADE INDUSTRIAL;28;COMERCIO
R. GERMANO BECKERT;BAIRRO ALTO;14;COMERCIO
R. GERONIMO MURARO;SANTA FELICIDADE;19;COMERCIO
R. GIACOMO LAFAIETTE MUNICH BASSI;SÍTIO CERCADO;15;COMERCIO
R. GINO BENUZZI;CIDADE INDUSTRIAL;13;COMERCIO
R. GOIANIA;CAJURU;32;COMERCIO
R. GOIAS;ÁGUA VERDE;15;COMERCIO
R. GONCALVES DIAS;BATEL;22;COMERCIO
R. GOUBER PINTO DIONÍSIO;CIDADE INDUSTRIAL;17;COMERCIO
R. GOVERNADOR AGAMENON MAGALHÃES;CRISTO REI;28;COMERCIO
R. GOVERNADOR JORGE LACERDA;GUABIROTUBA;25;COMERCIO
R. GRA NICCO;MOSSUNGUÊ;31;COMERCIO
R. GUABIROTUBA;PRADO VELHO;18;COMERCIO
R. GUAIANAZES;VILA IZABEL;20;COMERCIO
R. GUARATUBA;AHÚ;17;COMERCIO
R. GUGLIELMO MARCONI;BAIRRO ALTO;18;COMERCIO
R. GUILHERME DE SOUZA VALENTE;ABRANCHES;15;COMERCIO
R. GUILHERME IHLENFELDT;BACACHERI;18;COMERCIO
R. GUILHERME IHLENFELDT;TINGUI;25;COMERCIO
R. GUILHERME PUGSLEY;ÁGUA VERDE;44;COMERCIO
R. GUSTAVO RATTMAN;BACACHERI;17;COMERCIO
R. GUSTAVO SCHIER;NOVO MUNDO;18;COMERCIO
R. GUTEMBERG;BATEL;13;COMERCIO
R. HALIM YOUSSEF GHANEM;CIDADE INDUSTRIAL;43;COMERCIO
R. HASSIB JEZZINI;FANNY;19;COMERCIO
R. HAYTON DA SILVA PEREIRA;CAPÃO DA IMBUIA;39;COMERCIO
R. HEITOR BAGGIO VIDAL;BAIRRO ALTO;46;COMERCIO
R. HEITOR STOCKLER DE FRANÇA;CENTRO CÍVICO;114;COMERCIO
R. HELENA C S CORREA;PINHEIRINHO;20;COMERCIO
R. HELENA GRODZKI;UMBARÁ;16;COMERCIO
R. HENRIQUE CORREIA;BAIRRO ALTO;22;COMERCIO
R. HENRIQUE ITIBERÊ DA CUNHA;BOM RETIRO;18;COMERCIO
R. HENRIQUE MEHL;UBERABA;16;COMERCIO
R. HERBERT NEAL;SANTA QUITÉRIA;24;COMERCIO
R. HERECE FERNANDES;CIDADE INDUSTRIAL;20;COMERCIO
R. HERMENEGILDO BONAT;XAXIM;15;COMERCIO
R. HERMINIA ZANETTI;XAXIM;14;COMERCIO
R. HILDA CADILHE DE OLIVEIRA;CIDADE INDUSTRIAL;14;COMERCIO
R. HILDEBRANDO DE ARAÚJO;JARDIM BOTÂNICO;13;COMERCIO
R. HIPÓLITO DA COSTA;BOQUEIRÃO;54;COMERCIO
R. HOLANDA;BACACHERI;26;COMERCIO
R. HOLANDA;BOA VISTA;66;COMERCIO
R. HUGO GUSSO;CAPÃO RASO;13;COMERCIO
R. HUMBERTO CICCARINO;BOQUEIRÃO;13;COMERCIO
R. HUMBERTO CICCARINO;XAXIM;19;COMERCIO
R. HUMBERTO GERONASSO;BARREIRINHA;14;COMERCIO
R. HUMBERTO HIGINO PAROLIN;XAXIM;18;COMERCIO
R. HUMBERTO NEGRELLO;UMBARÁ;13;COMERCIO
R. HUMBERTO ZANATO;PINHEIRINHO;14;COMERCIO
R. HÉLIO DIRCEU WOITIKIW;PINHEIRINHO;13;COMERCIO
R. IAPO;PRADO VELHO;51;COMERCIO
R. IAPO;REBOUÇAS;18;COMERCIO
R. IBAITÍ;SÍTIO CERCADO;14;COMERCIO
R. IGNEZ DE SOUZA SOARES;TATUQUARA;18;COMERCIO
R. ILDEFONSO STOCKLER DE FRANÇA;NOVO MUNDO;31;COMERCIO
R. IMACULADA CONCEIÇÃO;PRADO VELHO;43;COMERCIO
R. IMACULADA CONCEIÇÃO;REBOUÇAS;27;COMERCIO
R. INACIO LUSTOSA;SÃO FRANCISCO;50;COMERCIO
R. IRATI;SANTA QUITÉRIA;13;COMERCIO
R. IRENO MARCHESINI;BOQUEIRÃO;21;COMERCIO
R. IRIS ANTONIO CAMPOS;CAMPO COMPRIDO;18;COMERCIO
R. IRMÃ FLÁVIA BORLET;BOQUEIRÃO;13;COMERCIO
R. IRMÃ MARIA FRANCISCA PAOLINO;SÍTIO CERCADO;16;COMERCIO
R. IRMÃ MARIA PINHEIRO ARAUJO;BOQUEIRÃO;18;COMERCIO
R. ISAIAS REGIS DE MIRANDA;BOQUEIRÃO;46;COMERCIO
R. ISAIAS REGIS DE MIRANDA;HAUER;56;COMERCIO
R. ISOLDE TORQUATO TILLO;CAPÃO RASO;13;COMERCIO
R. ITACOLOMI;FAZENDINHA;75;COMERCIO
R. ITACOLOMI;PORTÃO;434;COMERCIO
R. ITAJUBÁ;PORTÃO;16;COMERCIO
R. ITATIAIA;PORTÃO;107;COMERCIO
R. ITUPAVA;ALTO DA GLÓRIA;13;COMERCIO
R. ITUPAVA;ALTO DA RUA XV;49;COMERCIO
R. ITUPAVA;HUGO LANGE;35;COMERCIO
R. ITUPAVA;JUVEVÊ;15;COMERCIO
R. IZAAC FERREIRA DA CRUZ;***;14;COMERCIO
R. IZAAC FERREIRA DA CRUZ;ALTO BOQUEIRÃO;27;COMERCIO
R. IZAAC FERREIRA DA CRUZ;PINHEIRINHO;76;COMERCIO
R. IZAAC FERREIRA DA CRUZ;SÍTIO CERCADO;437;COMERCIO
R. IZIDORO SIEDELISKI;NOVO MUNDO;13;COMERCIO
R. JACARÉZINHO;MERCÊS;84;COMERCIO
R. JAGUAPITÃ;ALTO BOQUEIRÃO;16;COMERCIO
R. JAIME RODRIGUES DA ROCHA;CAPÃO RASO;43;COMERCIO
R. JAIR COELHO;CIDADE INDUSTRIAL;17;COMERCIO
R. JANUÁRIO ALVES DE SOUZA;BOQUEIRÃO;27;COMERCIO
R. JERÔNIMO DURSKI;BIGORRILHO;34;COMERCIO
R. JERÔNIMO DURSKI;CAMPINA DO SIQUEIRA;18;COMERCIO
